  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6212                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.030 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.1106   0.06490   0.05815  -0.0302   1.0000   1.0000
  -4.500   0.1044   0.06357   0.05708  -0.0271   1.0000   1.0000
  -4.000   0.0943   0.06266   0.05646  -0.0236   1.0000   1.0000
  -3.500   0.0807   0.06217   0.05627  -0.0200   1.0000   1.0000
  -3.000   0.0140   0.06459   0.05912  -0.0053   1.0000   0.9801
  -2.500  -0.0802   0.06761   0.06261   0.0136   1.0000   0.9423
  -2.000  -0.1649   0.06913   0.06454   0.0269   0.9857   0.8880
  -1.500  -0.2237   0.06773   0.06335   0.0298   0.9343   0.8075
  -1.000   0.1106   0.05830   0.05140  -0.0806   0.8322   0.4003
  -0.500   0.2659   0.05522   0.04635  -0.0982   0.7684   0.3013
   0.000   0.3726   0.05369   0.04337  -0.1033   0.7195   0.2694
   0.500   0.4661   0.05214   0.04095  -0.1054   0.6839   0.2643
   1.000   0.5130   0.05344   0.04183  -0.1038   0.6528   0.2712
   1.500   0.5396   0.05662   0.04488  -0.1019   0.6306   0.2833
   2.000   0.5647   0.06057   0.04892  -0.1014   0.6166   0.3093
   3.000   0.5501   0.07234   0.06232  -0.0980   0.6045   1.0000
   3.500   0.5400   0.08019   0.06990  -0.0979   0.6138   1.0000
   4.000   0.5218   0.08914   0.07876  -0.0996   0.6517   1.0000
   5.000   0.4239   0.10218   0.09218  -0.0974   0.8369   1.0000
   5.500   0.4549   0.10718   0.09653  -0.0973   0.8221   1.0000
   6.000   0.4879   0.11234   0.10106  -0.0975   0.8032   1.0000
   6.500   0.5235   0.11803   0.10615  -0.0984   0.7838   1.0000
   7.000   0.5530   0.12340   0.11105  -0.0990   0.7669   1.0000
   7.500   0.5847   0.12928   0.11655  -0.1000   0.7494   1.0000
   8.000   0.6059   0.13387   0.12086  -0.0997   0.7306   1.0000
   8.500   0.6257   0.13819   0.12499  -0.0994   0.7120   1.0000
   9.000   0.6492   0.14317   0.12981  -0.0997   0.6950   1.0000
   9.500   0.6720   0.14795   0.13447  -0.0999   0.6763   1.0000
  10.000   0.6957   0.15298   0.13940  -0.1004   0.6585   1.0000
  10.500   0.7183   0.15811   0.14448  -0.1011   0.6434   1.0000
  11.000   0.7410   0.16318   0.14952  -0.1018   0.6272   1.0000
  11.500   0.7634   0.16823   0.15458  -0.1026   0.6108   1.0000
  12.000   0.7871   0.17385   0.16022  -0.1038   0.5974   1.0000
  12.500   0.8127   0.17992   0.16633  -0.1051   0.5830   1.0000
  13.000   0.8391   0.18628   0.17279  -0.1066   0.5678   1.0000
  13.500   0.8594   0.19109   0.17770  -0.1077   0.5532   1.0000
  14.000   0.8740   0.19464   0.18135  -0.1086   0.5386   1.0000
  14.500   0.8905   0.19887   0.18573  -0.1100   0.5245   1.0000
  15.000   0.9084   0.20379   0.19078  -0.1117   0.5129   1.0000
