  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2516                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.045 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.6047   0.03739   0.02762  -0.0117   1.0000   0.3426
  -4.500  -0.5688   0.03557   0.02568  -0.0095   1.0000   0.3785
  -4.000  -0.5322   0.03433   0.02449  -0.0071   1.0000   0.4185
  -3.500  -0.4960   0.03345   0.02374  -0.0044   1.0000   0.4630
  -3.000  -0.4592   0.03267   0.02297  -0.0021   1.0000   0.5149
  -2.500  -0.4244   0.03230   0.02281   0.0010   1.0000   0.5685
  -2.000  -0.3913   0.03208   0.02276   0.0044   1.0000   0.6282
  -1.500  -0.3595   0.03204   0.02290   0.0080   1.0000   0.6964
  -1.000  -0.3334   0.03222   0.02333   0.0136   1.0000   0.7728
  -0.500  -0.3056   0.03268   0.02408   0.0194   1.0000   0.8759
   0.000  -0.0823   0.03664   0.02765  -0.0170   0.9734   1.0000
   0.500  -0.0403   0.03669   0.02725  -0.0228   0.9419   1.0000
   1.000   0.0268   0.03834   0.02851  -0.0290   0.9114   1.0000
   1.500   0.0968   0.04023   0.03012  -0.0345   0.8815   1.0000
   2.000   0.1667   0.04207   0.03177  -0.0392   0.8515   1.0000
   2.500   0.2169   0.04391   0.03348  -0.0405   0.8209   1.0000
   3.000   0.2864   0.04570   0.03519  -0.0440   0.7915   1.0000
   3.500   0.3338   0.04761   0.03706  -0.0444   0.7606   1.0000
   4.000   0.3818   0.04965   0.03909  -0.0446   0.7301   1.0000
   4.500   0.4516   0.05097   0.04045  -0.0464   0.7007   1.0000
   5.000   0.4790   0.05368   0.04319  -0.0443   0.6688   1.0000
   5.500   0.5305   0.05550   0.04508  -0.0438   0.6385   1.0000
   6.000   0.5864   0.05681   0.04650  -0.0430   0.6078   1.0000
   6.500   0.6062   0.06036   0.05012  -0.0403   0.5755   1.0000
   7.000   0.6552   0.06190   0.05179  -0.0385   0.5448   1.0000
   7.500   0.7195   0.06158   0.05165  -0.0362   0.5140   1.0000
   8.000   0.7110   0.06812   0.05824  -0.0335   0.4816   1.0000
   8.500   0.7438   0.07075   0.06101  -0.0307   0.4512   1.0000
   9.000   0.9220   0.05683   0.04739  -0.0261   0.4169   1.0000
   9.500   0.7489   0.08335   0.07376  -0.0275   0.3946   1.0000
  10.000   1.0551   0.05508   0.04573  -0.0211   0.3444   1.0000
  10.500   0.7705   0.09526   0.08586  -0.0251   0.3457   1.0000
  11.500   1.0524   0.07014   0.06106  -0.0077   0.2780   1.0000
  13.500   0.6535   0.16481   0.15567  -0.0503   0.3792   1.0000
  14.000   0.6687   0.17149   0.16239  -0.0518   0.3617   1.0000
  14.500   0.6874   0.17866   0.16962  -0.0534   0.3454   1.0000
  15.000   0.7116   0.18676   0.17778  -0.0550   0.3293   1.0000
