  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9520                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.6667   0.00000  -0.00195  -0.2813   0.0000   0.0000
  -4.500   0.7313   0.00000  -0.00195  -0.2832   0.0000   0.0000
  -4.000   0.7958   0.00000  -0.00195  -0.2851   0.0000   0.0000
  -3.500   0.8603   0.00000  -0.00196  -0.2870   0.0000   0.0000
  -3.000   0.9247   0.00000  -0.00196  -0.2890   0.0000   0.0000
  -2.500   0.9890   0.00000  -0.00197  -0.2909   0.0000   0.0000
  -2.000   1.0533   0.00000  -0.00197  -0.2929   0.0000   0.0000
  -1.500   1.1174   0.00000  -0.00198  -0.2948   0.0000   0.0000
  -1.000   1.1815   0.00000  -0.00198  -0.2968   0.0000   0.0000
  -0.500   1.2455   0.00000  -0.00199  -0.2988   0.0000   0.0000
   0.000   1.3094   0.00000  -0.00199  -0.3008   0.0000   0.0000
   0.500   1.3732   0.00000  -0.00200  -0.3029   0.0000   0.0000
   1.000   1.4369   0.00000  -0.00201  -0.3049   0.0000   0.0000
   1.500   1.5005   0.00000  -0.00201  -0.3070   0.0000   0.0000
   2.000   1.5640   0.00000  -0.00202  -0.3090   0.0000   0.0000
   2.500   1.6273   0.00000  -0.00203  -0.3111   0.0000   0.0000
   3.000   1.6906   0.00000  -0.00203  -0.3131   0.0000   0.0000
   3.500   1.7537   0.00000  -0.00204  -0.3152   0.0000   0.0000
   4.000   1.8166   0.00000  -0.00205  -0.3173   0.0000   0.0000
   4.500   1.8795   0.00000  -0.00206  -0.3194   0.0000   0.0000
   5.000   1.9421   0.00000  -0.00207  -0.3215   0.0000   0.0000
   5.500   2.0047   0.00000  -0.00208  -0.3236   0.0000   0.0000
   6.000   2.0671   0.00000  -0.00208  -0.3257   0.0000   0.0000
   6.500   2.1293   0.00000  -0.00209  -0.3278   0.0000   0.0000
   7.000   2.1914   0.00000  -0.00210  -0.3299   0.0000   0.0000
   7.500   2.2533   0.00000  -0.00211  -0.3320   0.0000   0.0000
   8.000   2.3150   0.00000  -0.00212  -0.3341   0.0000   0.0000
   8.500   2.3766   0.00000  -0.00213  -0.3362   0.0000   0.0000
   9.000   2.4379   0.00000  -0.00214  -0.3383   0.0000   0.0000
   9.500   2.4991   0.00000  -0.00215  -0.3405   0.0000   0.0000
  10.000   2.5601   0.00000  -0.00216  -0.3426   0.0000   0.0000
  10.500   2.6209   0.00000  -0.00217  -0.3447   0.0000   0.0000
  11.000   2.6815   0.00000  -0.00218  -0.3468   0.0000   0.0000
  11.500   2.7419   0.00000  -0.00220  -0.3489   0.0000   0.0000
  12.000   2.8021   0.00000  -0.00221  -0.3510   0.0000   0.0000
  12.500   2.8621   0.00000  -0.00222  -0.3531   0.0000   0.0000
  13.000   2.9219   0.00000  -0.00223  -0.3552   0.0000   0.0000
  13.500   2.9814   0.00000  -0.00224  -0.3573   0.0000   0.0000
  14.000   3.0407   0.00000  -0.00225  -0.3594   0.0000   0.0000
  14.500   3.0998   0.00000  -0.00226  -0.3614   0.0000   0.0000
  15.000   3.1586   0.00000  -0.00227  -0.3635   0.0000   0.0000
