  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9511                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.030 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.4237   0.14169   0.13501  -0.0028   1.0000   0.2492
  -4.500  -0.4212   0.13586   0.12926  -0.0006   1.0000   0.2636
  -4.000  -0.4208   0.13110   0.12459   0.0002   1.0000   0.2794
  -3.500  -0.4176   0.12713   0.12070  -0.0017   1.0000   0.2983
  -3.000  -0.4089   0.12143   0.11506  -0.0019   1.0000   0.3179
  -2.500  -0.3972   0.11587   0.10953  -0.0013   1.0000   0.3436
  -2.000  -0.3759   0.11161   0.10530  -0.0061   1.0000   0.3810
  -1.500  -0.3668   0.10517   0.09893  -0.0014   1.0000   0.4216
  -1.000  -0.3528   0.09982   0.09363   0.0008   1.0000   0.4828
   0.000  -0.3704   0.08739   0.08148   0.0258   1.0000   0.6900
   0.500  -0.3749   0.08079   0.07498   0.0367   1.0000   0.7830
   1.000  -0.3563   0.07464   0.06882   0.0395   1.0000   0.8411
   1.500  -0.2943   0.07082   0.06487   0.0269   1.0000   0.8576
   2.000   0.2759   0.08250   0.07302  -0.1348   1.0000   0.3367
   2.500   0.3569   0.08451   0.07420  -0.1450   1.0000   0.3798
   3.000   0.4221   0.08711   0.07618  -0.1509   1.0000   0.4430
   3.500   0.4823   0.09017   0.07887  -0.1553   1.0000   0.5444
   4.500   0.5821   0.09630   0.08451  -0.1626   1.0000   1.0000
   5.000   0.6148   0.10080   0.08839  -0.1634   1.0000   1.0000
   5.500   0.6441   0.10531   0.09255  -0.1639   0.9990   1.0000
   6.000   0.6962   0.11213   0.09907  -0.1688   0.9851   1.0000
   6.500   0.7250   0.11662   0.10347  -0.1696   0.9673   1.0000
   7.500   0.7973   0.12797   0.11474  -0.1737   0.9332   1.0000
   8.000   0.8337   0.13432   0.12112  -0.1760   0.9171   1.0000
   8.500   0.8527   0.13822   0.12514  -0.1754   0.8998   1.0000
   9.000   0.8752   0.14255   0.12960  -0.1755   0.8811   1.0000
   9.500   0.9030   0.14785   0.13505  -0.1767   0.8627   1.0000
  10.000   0.9338   0.15399   0.14140  -0.1785   0.8449   1.0000
  10.500   0.9650   0.16086   0.14848  -0.1805   0.8277   1.0000
  11.000   0.9763   0.16376   0.15164  -0.1798   0.8084   1.0000
  11.500   1.0003   0.16904   0.15719  -0.1811   0.7878   1.0000
  12.000   1.0347   0.17718   0.16566  -0.1840   0.7680   1.0000
  12.500   1.0441   0.17999   0.16876  -0.1838   0.7467   1.0000
  13.000   1.0775   0.18821   0.17738  -0.1868   0.7227   1.0000
  13.500   1.0884   0.19148   0.18095  -0.1875   0.6975   1.0000
  14.000   1.1091   0.19745   0.18730  -0.1895   0.6698   1.0000
  14.500   1.1310   0.20362   0.19386  -0.1917   0.6367   1.0000
  15.000   1.1585   0.21160   0.20225  -0.1942   0.5978   1.0000
