  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7817                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.040 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3919   0.12856   0.12084   0.0042   1.0000   0.4306
  -4.500  -0.3799   0.12292   0.11526   0.0070   1.0000   0.4518
  -4.000  -0.3790   0.11846   0.11089   0.0107   1.0000   0.4735
  -3.500  -0.3752   0.11374   0.10625   0.0141   1.0000   0.4941
  -3.000  -0.3768   0.10943   0.10203   0.0179   1.0000   0.5136
  -2.500  -0.3950   0.10568   0.09840   0.0230   1.0000   0.5275
  -2.000  -0.3099   0.06818   0.05996  -0.0636   1.0000   0.3473
  -1.500  -0.2627   0.06647   0.05818  -0.0668   1.0000   0.3739
  -1.000  -0.1906   0.06453   0.05600  -0.0775   1.0000   0.4122
  -0.500  -0.1561   0.06493   0.05641  -0.0761   1.0000   0.4420
   0.000  -0.1067   0.06536   0.05677  -0.0793   1.0000   0.4801
   0.500  -0.0583   0.06649   0.05782  -0.0824   1.0000   0.5211
   1.000  -0.0402   0.06782   0.05925  -0.0770   1.0000   0.5498
   1.500  -0.0010   0.06959   0.06099  -0.0780   1.0000   0.5902
   2.000   0.0238   0.07176   0.06321  -0.0742   0.9972   0.6244
   2.500   0.0719   0.07528   0.06668  -0.0757   0.9874   0.6692
   3.000   0.1177   0.07856   0.06993  -0.0773   0.9761   0.7151
   3.500   0.1703   0.08226   0.07357  -0.0813   0.9638   0.7653
   4.000   0.2097   0.08477   0.07606  -0.0829   0.9513   0.8128
   4.500   0.2440   0.08633   0.07763  -0.0844   0.9376   0.8607
   5.000   0.2799   0.08772   0.07901  -0.0865   0.9218   0.9121
   5.500   0.3192   0.08896   0.08029  -0.0896   0.9046   0.9727
   6.000   0.3613   0.09233   0.08372  -0.0964   0.8903   1.0000
   6.500   0.4201   0.09798   0.08941  -0.1063   0.8723   1.0000
   7.000   0.4887   0.10497   0.09644  -0.1173   0.8533   1.0000
   7.500   0.5300   0.11064   0.10222  -0.1238   0.8373   1.0000
   8.000   0.7348   0.10708   0.09845  -0.1389   0.6851   1.0000
   8.500   0.7563   0.11270   0.10422  -0.1410   0.6578   1.0000
   9.000   0.8342   0.11654   0.10819  -0.1466   0.6227   1.0000
   9.500   0.8454   0.12290   0.11471  -0.1478   0.5964   1.0000
  10.000   0.9206   0.12609   0.11806  -0.1514   0.5611   1.0000
  10.500   0.9215   0.13350   0.12564  -0.1525   0.5361   1.0000
  11.000   0.9399   0.14002   0.13234  -0.1544   0.5098   1.0000
  11.500   0.9904   0.14416   0.13665  -0.1559   0.4771   1.0000
  12.000   0.9976   0.15185   0.14450  -0.1582   0.4541   1.0000
  12.500   1.0105   0.15932   0.15214  -0.1610   0.4322   1.0000
  13.000   1.0254   0.16696   0.15992  -0.1641   0.4127   1.0000
  13.500   1.0252   0.17786   0.17099  -0.1702   0.4143   1.0000
  14.000   1.0721   0.18271   0.17598  -0.1706   0.3783   1.0000
