  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4623                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.020 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0036   0.11950   0.10673  -0.0260   1.0000   1.0000
  -4.500   0.0011   0.11726   0.10456  -0.0243   1.0000   1.0000
  -4.000  -0.0022   0.11517   0.10253  -0.0226   1.0000   1.0000
  -3.500  -0.0893   0.11578   0.10353  -0.0027   1.0000   0.9496
  -3.000  -0.2587   0.11568   0.10385   0.0242   1.0000   0.7977
  -2.500  -0.3290   0.11144   0.09971   0.0325   1.0000   0.7500
  -2.000  -0.3660   0.10672   0.09505   0.0377   1.0000   0.7394
  -1.500  -0.4418   0.10094   0.08933   0.0482   1.0000   0.7292
  -1.000  -0.4411   0.09661   0.08498   0.0499   1.0000   0.7461
  -0.500  -0.4554   0.09185   0.08019   0.0533   1.0000   0.7634
   0.000  -0.4534   0.08795   0.07622   0.0550   1.0000   0.7894
   0.500  -0.4420   0.08477   0.07296   0.0556   1.0000   0.8228
   1.000  -0.3925   0.08390   0.07197   0.0503   1.0000   0.8684
   1.500  -0.2521   0.08798   0.07580   0.0264   1.0000   0.9368
   2.000  -0.1072   0.09269   0.08027  -0.0036   1.0000   1.0000
   2.500  -0.1275   0.08965   0.07719  -0.0010   1.0000   1.0000
   3.000  -0.1513   0.08595   0.07346   0.0022   1.0000   1.0000
   3.500  -0.1762   0.08165   0.06912   0.0055   1.0000   1.0000
   4.000  -0.1743   0.07966   0.06691   0.0039   1.0000   1.0000
   4.500  -0.1393   0.08172   0.06857  -0.0026   1.0000   1.0000
   5.000  -0.1001   0.08521   0.07164  -0.0084   1.0000   1.0000
   5.500  -0.0633   0.08913   0.07520  -0.0128   1.0000   1.0000
   6.000  -0.0290   0.09326   0.07904  -0.0164   1.0000   1.0000
   6.500   0.0034   0.09754   0.08307  -0.0195   1.0000   1.0000
   7.000   0.0555   0.10534   0.09060  -0.0264   0.9915   1.0000
   7.500   0.1013   0.11168   0.09679  -0.0323   0.9723   1.0000
   8.000   0.1477   0.11872   0.10369  -0.0381   0.9513   1.0000
   8.500   0.1948   0.12684   0.11169  -0.0439   0.9313   1.0000
   9.000   0.2285   0.13225   0.11702  -0.0472   0.9119   1.0000
   9.500   0.2578   0.13666   0.12139  -0.0497   0.8914   1.0000
  10.000   0.2883   0.14157   0.12626  -0.0525   0.8702   1.0000
  10.500   0.3193   0.14689   0.13156  -0.0553   0.8496   1.0000
  11.000   0.3498   0.15230   0.13696  -0.0582   0.8290   1.0000
  11.500   0.3799   0.15776   0.14241  -0.0609   0.8081   1.0000
  12.000   0.4090   0.16321   0.14787  -0.0636   0.7878   1.0000
  12.500   0.4373   0.16862   0.15329  -0.0662   0.7674   1.0000
  13.000   0.4651   0.17404   0.15874  -0.0688   0.7469   1.0000
  13.500   0.4919   0.17939   0.16411  -0.0713   0.7269   1.0000
  14.000   0.5180   0.18469   0.16945  -0.0739   0.7071   1.0000
  14.500   0.5437   0.18998   0.17477  -0.0764   0.6873   1.0000
  15.000   0.5685   0.19520   0.18004  -0.0789   0.6680   1.0000
