  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6518                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5224   0.12443   0.11879   0.0079   1.0000   0.3325
  -4.500  -0.5153   0.11954   0.11393   0.0120   1.0000   0.3516
  -4.000  -0.5076   0.11379   0.10823   0.0159   1.0000   0.3652
  -3.500  -0.5157   0.10878   0.10327   0.0175   1.0000   0.3851
  -3.000  -0.5160   0.10390   0.09843   0.0190   1.0000   0.4095
  -2.000  -0.5013   0.09402   0.08856   0.0199   1.0000   0.4708
  -1.500  -0.2566   0.06237   0.05379  -0.0698   0.9930   0.2782
  -1.000  -0.1834   0.06303   0.05394  -0.0774   0.9824   0.3066
  -0.500  -0.1206   0.06431   0.05502  -0.0823   0.9706   0.3366
   0.500  -0.0084   0.06816   0.05872  -0.0892   0.9435   0.4117
   1.000   0.0430   0.07040   0.06095  -0.0917   0.9294   0.4574
   1.500   0.0929   0.07290   0.06347  -0.0939   0.9149   0.5115
   2.000   0.1431   0.07584   0.06650  -0.0959   0.9015   0.5771
   2.500   0.1985   0.07920   0.07016  -0.0982   0.8869   0.6696
   3.000   0.2259   0.07984   0.07180  -0.0940   0.8701   1.0000
   3.500   0.2855   0.08408   0.07520  -0.1013   0.8523   1.0000
   4.000   0.3238   0.08762   0.07836  -0.1027   0.8346   1.0000
   4.500   0.3568   0.09111   0.08159  -0.1031   0.8171   1.0000
   5.000   0.3894   0.09486   0.08514  -0.1035   0.7993   1.0000
   5.500   0.4196   0.09872   0.08886  -0.1036   0.7817   1.0000
   6.000   0.4485   0.10275   0.09278  -0.1037   0.7644   1.0000
   6.500   0.4777   0.10697   0.09692  -0.1039   0.7467   1.0000
   7.000   0.5055   0.11133   0.10122  -0.1041   0.7294   1.0000
   7.500   0.5332   0.11585   0.10571  -0.1044   0.7122   1.0000
   8.000   0.5608   0.12050   0.11034  -0.1047   0.6948   1.0000
   8.500   0.5884   0.12535   0.11519  -0.1052   0.6780   1.0000
   9.000   0.6173   0.13044   0.12030  -0.1059   0.6612   1.0000
   9.500   0.6473   0.13573   0.12561  -0.1067   0.6439   1.0000
  10.000   0.6792   0.14133   0.13126  -0.1078   0.6264   1.0000
  10.500   0.7091   0.14687   0.13685  -0.1087   0.6082   1.0000
  11.000   0.7356   0.15221   0.14226  -0.1093   0.5897   1.0000
  11.500   0.7621   0.15771   0.14784  -0.1101   0.5712   1.0000
  12.500   0.8062   0.16814   0.15846  -0.1115   0.5342   1.0000
  13.000   0.8268   0.17338   0.16380  -0.1123   0.5156   1.0000
  13.500   0.8469   0.17869   0.16921  -0.1133   0.4971   1.0000
  14.000   0.8661   0.18401   0.17464  -0.1144   0.4787   1.0000
  14.500   0.8846   0.18933   0.18007  -0.1156   0.4604   1.0000
  15.000   0.9025   0.19468   0.18552  -0.1170   0.4423   1.0000
