  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3318                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.035 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.6102   0.05538   0.04641  -0.0075   1.0000   0.2873
  -4.500  -0.5886   0.05015   0.04034  -0.0076   1.0000   0.2988
  -4.000  -0.5585   0.04726   0.03724  -0.0065   1.0000   0.3161
  -3.500  -0.5257   0.04493   0.03458  -0.0060   1.0000   0.3379
  -3.000  -0.4924   0.04351   0.03320  -0.0051   1.0000   0.3650
  -2.500  -0.4582   0.04267   0.03227  -0.0045   1.0000   0.4018
  -2.000  -0.3651   0.04345   0.03341  -0.0130   0.9721   0.4876
  -1.500  -0.2922   0.04399   0.03506  -0.0144   0.9394   0.6582
  -1.000   0.0310   0.05053   0.04123  -0.0543   0.8922   1.0000
  -0.500   0.0396   0.05072   0.04104  -0.0532   0.8654   1.0000
   0.000   0.0602   0.05168   0.04160  -0.0521   0.8419   1.0000
   0.500   0.0710   0.05324   0.04278  -0.0489   0.8221   1.0000
   1.000   0.0729   0.05521   0.04443  -0.0445   0.8056   1.0000
   1.500   0.0837   0.05780   0.04672  -0.0417   0.7935   1.0000
   2.000   0.1235   0.06097   0.04957  -0.0428   0.7809   1.0000
   2.500   0.1290   0.06427   0.05267  -0.0402   0.7785   1.0000
