  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3313                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2511   0.00000  -0.00120  -0.0622   0.0000   0.0000
  -4.500  -0.1901   0.00000  -0.00119  -0.0629   0.0000   0.0000
  -4.000  -0.1292   0.00000  -0.00119  -0.0636   0.0000   0.0000
  -3.500  -0.0682   0.00000  -0.00119  -0.0644   0.0000   0.0000
  -3.000  -0.0072   0.00000  -0.00118  -0.0651   0.0000   0.0000
  -2.500   0.0537   0.00000  -0.00118  -0.0659   0.0000   0.0000
  -2.000   0.1147   0.00000  -0.00118  -0.0667   0.0000   0.0000
  -1.500   0.1757   0.00000  -0.00117  -0.0675   0.0000   0.0000
  -1.000   0.2366   0.00000  -0.00117  -0.0683   0.0000   0.0000
  -0.500   0.2975   0.00000  -0.00117  -0.0691   0.0000   0.0000
   0.000   0.3584   0.00000  -0.00117  -0.0699   0.0000   0.0000
   0.500   0.4193   0.00000  -0.00117  -0.0707   0.0000   0.0000
   1.000   0.4802   0.00000  -0.00117  -0.0716   0.0000   0.0000
   1.500   0.5410   0.00000  -0.00118  -0.0724   0.0000   0.0000
   2.000   0.6018   0.00000  -0.00118  -0.0733   0.0000   0.0000
   2.500   0.6625   0.00000  -0.00118  -0.0741   0.0000   0.0000
   3.000   0.7231   0.00000  -0.00118  -0.0750   0.0000   0.0000
   3.500   0.7838   0.00000  -0.00119  -0.0759   0.0000   0.0000
   4.000   0.8443   0.00000  -0.00119  -0.0768   0.0000   0.0000
   4.500   0.9048   0.00000  -0.00120  -0.0777   0.0000   0.0000
   5.000   0.9652   0.00000  -0.00121  -0.0786   0.0000   0.0000
   5.500   1.0256   0.00000  -0.00121  -0.0795   0.0000   0.0000
   6.000   1.0859   0.00000  -0.00122  -0.0804   0.0000   0.0000
   6.500   1.1461   0.00000  -0.00123  -0.0814   0.0000   0.0000
   7.000   1.2062   0.00000  -0.00124  -0.0823   0.0000   0.0000
   7.500   1.2662   0.00000  -0.00124  -0.0832   0.0000   0.0000
   8.000   1.3261   0.00000  -0.00125  -0.0842   0.0000   0.0000
   8.500   1.3859   0.00000  -0.00126  -0.0851   0.0000   0.0000
   9.000   1.4456   0.00000  -0.00127  -0.0861   0.0000   0.0000
   9.500   1.5052   0.00000  -0.00129  -0.0870   0.0000   0.0000
  10.000   1.5647   0.00000  -0.00130  -0.0880   0.0000   0.0000
  10.500   1.6241   0.00000  -0.00131  -0.0890   0.0000   0.0000
  11.000   1.6833   0.00000  -0.00132  -0.0899   0.0000   0.0000
  11.500   1.7424   0.00000  -0.00134  -0.0909   0.0000   0.0000
  12.000   1.8014   0.00000  -0.00135  -0.0919   0.0000   0.0000
  12.500   1.8603   0.00000  -0.00136  -0.0929   0.0000   0.0000
  13.000   1.9190   0.00000  -0.00138  -0.0939   0.0000   0.0000
  13.500   1.9775   0.00000  -0.00140  -0.0949   0.0000   0.0000
  14.000   2.0359   0.00000  -0.00141  -0.0958   0.0000   0.0000
  14.500   2.0942   0.00000  -0.00143  -0.0968   0.0000   0.0000
  15.000   2.1523   0.00000  -0.00144  -0.0978   0.0000   0.0000
