  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8513                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.015 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0629   0.10713   0.09536  -0.0321   1.0000   1.0000
  -4.500  -0.0635   0.10427   0.09261  -0.0304   1.0000   1.0000
  -4.000  -0.0645   0.10144   0.08990  -0.0287   1.0000   1.0000
  -3.500  -0.0659   0.09867   0.08722  -0.0271   1.0000   1.0000
  -3.000  -0.1332   0.09840   0.08740  -0.0097   1.0000   0.9638
  -2.500  -0.2096   0.09823   0.08767   0.0077   1.0000   0.9126
  -2.000  -0.2849   0.09756   0.08741   0.0227   1.0000   0.8595
  -1.500  -0.3615   0.09623   0.08648   0.0361   1.0000   0.8081
  -1.000  -0.4022   0.09384   0.08430   0.0373   1.0000   0.7390
  -0.500  -0.3499   0.09018   0.08033   0.0135   1.0000   0.6423
   0.000  -0.2331   0.08595   0.07538  -0.0202   1.0000   0.5746
   0.500  -0.1186   0.08266   0.07133  -0.0465   1.0000   0.5601
   1.000  -0.0185   0.08061   0.06857  -0.0652   1.0000   0.5806
   1.500   0.0680   0.07958   0.06689  -0.0782   1.0000   0.6294
   2.000   0.1437   0.07910   0.06596  -0.0871   1.0000   0.7079
   2.500   0.1992   0.07792   0.06492  -0.0904   1.0000   0.8443
   3.000   0.2953   0.08079   0.06667  -0.1114   1.0000   1.0000
   3.500   0.3780   0.08645   0.07027  -0.1252   1.0000   1.0000
   4.000   0.4194   0.09059   0.07338  -0.1279   1.0000   1.0000
   4.500   0.4544   0.09469   0.07681  -0.1291   1.0000   1.0000
   5.000   0.4867   0.09888   0.08052  -0.1300   1.0000   1.0000
   5.500   0.5173   0.10320   0.08450  -0.1307   1.0000   1.0000
   6.000   0.5465   0.10766   0.08871  -0.1314   1.0000   1.0000
   6.500   0.5746   0.11227   0.09315  -0.1320   1.0000   1.0000
   7.000   0.6016   0.11701   0.09779  -0.1327   1.0000   1.0000
   7.500   0.6277   0.12190   0.10264  -0.1335   1.0000   1.0000
   8.000   0.6529   0.12693   0.10769  -0.1344   1.0000   1.0000
   8.500   0.6774   0.13211   0.11291  -0.1353   1.0000   1.0000
   9.000   0.7012   0.13743   0.11832  -0.1364   1.0000   1.0000
   9.500   0.7243   0.14288   0.12393  -0.1376   1.0000   1.0000
  10.000   0.7468   0.14847   0.12968  -0.1389   1.0000   1.0000
  10.500   0.7687   0.15421   0.13564  -0.1404   1.0000   1.0000
  11.000   0.7901   0.16010   0.14176  -0.1421   1.0000   1.0000
  11.500   0.8110   0.16615   0.14806  -0.1440   1.0000   1.0000
  12.000   0.8315   0.17237   0.15458  -0.1461   1.0000   1.0000
  12.500   0.8661   0.18084   0.16343  -0.1518   0.9823   1.0000
  13.000   0.8973   0.18841   0.17141  -0.1569   0.9573   1.0000
  13.500   0.9269   0.19591   0.17932  -0.1616   0.9306   1.0000
  14.000   0.9470   0.19986   0.18366  -0.1644   0.9044   1.0000
  14.500   0.9713   0.20641   0.19060  -0.1683   0.8782   1.0000
  15.000   0.9984   0.21476   0.19935  -0.1728   0.8500   1.0000
