  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2615                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.035 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5746   0.04447   0.03463  -0.0117   1.0000   0.3960
  -4.500  -0.5436   0.04127   0.03120  -0.0094   1.0000   0.4383
  -4.000  -0.5097   0.03972   0.02971  -0.0048   1.0000   0.4833
  -3.500  -0.4754   0.03798   0.02791  -0.0012   1.0000   0.5362
  -3.000  -0.4421   0.03674   0.02666   0.0033   1.0000   0.5927
  -2.500  -0.4114   0.03569   0.02565   0.0086   1.0000   0.6519
  -2.000  -0.3834   0.03475   0.02475   0.0146   1.0000   0.7148
  -1.500  -0.3571   0.03379   0.02382   0.0207   1.0000   0.7865
  -1.000  -0.3206   0.03327   0.02337   0.0256   1.0000   0.8720
  -0.500  -0.0811   0.03548   0.02503  -0.0111   1.0000   1.0000
   0.000  -0.1322   0.03300   0.02255  -0.0034   1.0000   1.0000
   0.500  -0.1249   0.03259   0.02180  -0.0032   1.0000   1.0000
   1.000  -0.0902   0.03385   0.02268  -0.0053   1.0000   1.0000
   1.500  -0.0552   0.03561   0.02416  -0.0068   1.0000   1.0000
   2.000  -0.0215   0.03771   0.02607  -0.0082   1.0000   1.0000
   2.500   0.0643   0.04185   0.03004  -0.0192   0.9728   1.0000
   3.000   0.1607   0.04594   0.03406  -0.0309   0.9263   1.0000
   3.500   0.2347   0.04919   0.03730  -0.0377   0.8828   1.0000
   4.000   0.3086   0.05228   0.04043  -0.0435   0.8400   1.0000
   4.500   0.3730   0.05514   0.04336  -0.0472   0.7980   1.0000
   5.000   0.4245   0.05793   0.04626  -0.0488   0.7564   1.0000
   5.500   0.4892   0.06044   0.04893  -0.0510   0.7141   1.0000
   6.000   0.5408   0.06311   0.05174  -0.0512   0.6727   1.0000
   6.500   0.5769   0.06635   0.05515  -0.0501   0.6318   1.0000
   7.000   0.6262   0.06896   0.05796  -0.0491   0.5897   1.0000
   7.500   0.6845   0.07066   0.05988  -0.0473   0.5469   1.0000
   8.000   0.7030   0.07531   0.06468  -0.0448   0.5084   1.0000
   8.500   0.7229   0.08017   0.06968  -0.0425   0.4717   1.0000
   9.500   0.7204   0.09539   0.08507  -0.0408   0.4147   1.0000
  10.000   0.7514   0.10039   0.09022  -0.0389   0.3848   1.0000
  10.500   0.7067   0.11396   0.10376  -0.0428   0.3807   1.0000
  11.000   0.6929   0.12531   0.11516  -0.0462   0.3824   1.0000
