  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1817                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3935   0.00000  -0.00160  -0.0495   0.0000   0.0000
  -4.500  -0.3308   0.00000  -0.00160  -0.0507   0.0000   0.0000
  -4.000  -0.2681   0.00000  -0.00160  -0.0518   0.0000   0.0000
  -3.500  -0.2053   0.00000  -0.00159  -0.0530   0.0000   0.0000
  -3.000  -0.1425   0.00000  -0.00159  -0.0542   0.0000   0.0000
  -2.500  -0.0797   0.00000  -0.00159  -0.0553   0.0000   0.0000
  -2.000  -0.0170   0.00000  -0.00160  -0.0565   0.0000   0.0000
  -1.500   0.0458   0.00000  -0.00160  -0.0576   0.0000   0.0000
  -1.000   0.1086   0.00000  -0.00160  -0.0587   0.0000   0.0000
  -0.500   0.1714   0.00000  -0.00160  -0.0599   0.0000   0.0000
   0.000   0.2342   0.00000  -0.00160  -0.0610   0.0000   0.0000
   0.500   0.2969   0.00000  -0.00161  -0.0621   0.0000   0.0000
   1.000   0.3596   0.00000  -0.00161  -0.0633   0.0000   0.0000
   1.500   0.4223   0.00000  -0.00161  -0.0644   0.0000   0.0000
   2.000   0.4850   0.00000  -0.00162  -0.0655   0.0000   0.0000
   2.500   0.5476   0.00000  -0.00162  -0.0666   0.0000   0.0000
   3.000   0.6102   0.00000  -0.00163  -0.0677   0.0000   0.0000
   3.500   0.6728   0.00000  -0.00163  -0.0688   0.0000   0.0000
   4.000   0.7353   0.00000  -0.00164  -0.0699   0.0000   0.0000
   4.500   0.7977   0.00000  -0.00164  -0.0710   0.0000   0.0000
   5.000   0.8601   0.00000  -0.00165  -0.0721   0.0000   0.0000
   5.500   0.9224   0.00000  -0.00166  -0.0731   0.0000   0.0000
   6.000   0.9846   0.00000  -0.00167  -0.0742   0.0000   0.0000
   6.500   1.0468   0.00000  -0.00167  -0.0753   0.0000   0.0000
   7.000   1.1089   0.00000  -0.00168  -0.0763   0.0000   0.0000
   7.500   1.1709   0.00000  -0.00169  -0.0773   0.0000   0.0000
   8.000   1.2328   0.00000  -0.00170  -0.0784   0.0000   0.0000
   8.500   1.2946   0.00000  -0.00171  -0.0794   0.0000   0.0000
   9.000   1.3563   0.00000  -0.00172  -0.0804   0.0000   0.0000
   9.500   1.4179   0.00000  -0.00173  -0.0814   0.0000   0.0000
  10.000   1.4794   0.00000  -0.00174  -0.0824   0.0000   0.0000
  10.500   1.5408   0.00000  -0.00175  -0.0834   0.0000   0.0000
  11.000   1.6021   0.00000  -0.00176  -0.0843   0.0000   0.0000
  11.500   1.6633   0.00000  -0.00177  -0.0853   0.0000   0.0000
  12.000   1.7243   0.00000  -0.00178  -0.0862   0.0000   0.0000
  12.500   1.7852   0.00000  -0.00180  -0.0871   0.0000   0.0000
  13.000   1.8460   0.00000  -0.00181  -0.0881   0.0000   0.0000
  13.500   1.9066   0.00000  -0.00182  -0.0890   0.0000   0.0000
  14.000   1.9671   0.00000  -0.00183  -0.0899   0.0000   0.0000
  14.500   2.0274   0.00000  -0.00185  -0.0907   0.0000   0.0000
  15.000   2.0876   0.00000  -0.00186  -0.0916   0.0000   0.0000
