  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4311                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.035 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0339   0.05371   0.04557  -0.0298   1.0000   0.9847
  -4.500  -0.1155   0.06119   0.05381   0.0025   1.0000   0.8590
  -4.000  -0.2346   0.06394   0.05720   0.0206   1.0000   0.7478
  -3.500  -0.3483   0.06493   0.05876   0.0357   1.0000   0.6801
  -3.000  -0.2571   0.04890   0.04051  -0.0379   1.0000   0.2521
  -2.500  -0.1968   0.04366   0.03432  -0.0430   1.0000   0.2350
  -2.000  -0.1415   0.04032   0.03003  -0.0460   1.0000   0.2376
  -1.500  -0.0940   0.03818   0.02731  -0.0474   1.0000   0.2531
  -1.000  -0.0499   0.03696   0.02570  -0.0482   1.0000   0.2787
  -0.500   0.0024   0.03651   0.02502  -0.0505   0.9973   0.3246
   0.000   0.1165   0.03404   0.02463  -0.0605   0.9601   1.0000
   0.500   0.2126   0.03683   0.02596  -0.0700   0.9174   1.0000
   1.000   0.3014   0.03933   0.02776  -0.0781   0.8804   1.0000
   1.500   0.3623   0.04173   0.02976  -0.0815   0.8474   1.0000
   2.000   0.4180   0.04425   0.03199  -0.0840   0.8191   1.0000
   2.500   0.4555   0.04722   0.03475  -0.0841   0.7947   1.0000
   3.000   0.4981   0.05036   0.03773  -0.0851   0.7744   1.0000
   3.500   0.5364   0.05381   0.04108  -0.0856   0.7569   1.0000
   4.000   0.5616   0.05778   0.04499  -0.0852   0.7423   1.0000
   4.500   0.5794   0.06223   0.04941  -0.0844   0.7316   1.0000
   5.000   0.6113   0.06671   0.05391  -0.0851   0.7215   1.0000
   5.500   0.6163   0.07202   0.05925  -0.0842   0.7193   1.0000
   6.000   0.6329   0.07782   0.06512  -0.0851   0.7236   1.0000
   8.000   0.6113   0.10187   0.08958  -0.0843   0.8343   1.0000
   8.500   0.6354   0.10692   0.09478  -0.0847   0.8049   1.0000
   9.000   0.6614   0.11254   0.10058  -0.0855   0.7749   1.0000
   9.500   0.6866   0.11840   0.10662  -0.0862   0.7447   1.0000
  10.000   0.7112   0.12448   0.11293  -0.0870   0.7140   1.0000
  10.500   0.7348   0.13074   0.11941  -0.0877   0.6823   1.0000
  11.000   0.7583   0.13724   0.12613  -0.0883   0.6493   1.0000
  11.500   0.7844   0.14435   0.13353  -0.0893   0.6151   1.0000
  12.000   0.8136   0.15268   0.14212  -0.0905   0.5803   1.0000
  12.500   0.8193   0.15781   0.14744  -0.0900   0.5456   1.0000
  13.000   0.8349   0.16432   0.15419  -0.0903   0.5075   1.0000
  13.500   0.8656   0.17395   0.16409  -0.0914   0.4696   1.0000
  14.000   0.8740   0.18021   0.17050  -0.0920   0.4370   1.0000
  14.500   0.8893   0.18779   0.17827  -0.0931   0.4058   1.0000
  15.000   0.9137   0.19733   0.18799  -0.0943   0.3758   1.0000
