  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6717                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.025 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2525   0.11556   0.10524   0.0086   1.0000   0.7618
  -4.500  -0.1986   0.10706   0.09660   0.0044   1.0000   0.8609
  -4.000  -0.0410   0.09485   0.08369  -0.0281   1.0000   1.0000
  -3.500  -0.0370   0.09120   0.08010  -0.0269   1.0000   1.0000
  -3.000  -0.1672   0.09275   0.08233   0.0043   1.0000   0.9130
  -2.500  -0.4301   0.08867   0.07897   0.0041   1.0000   0.4724
  -2.000  -0.3982   0.08164   0.07179  -0.0041   1.0000   0.4815
  -1.500  -0.3567   0.07633   0.06629  -0.0111   1.0000   0.5041
  -1.000  -0.3124   0.07254   0.06232  -0.0162   1.0000   0.5362
  -0.500  -0.2697   0.06982   0.05943  -0.0194   1.0000   0.5737
   0.000  -0.2271   0.06790   0.05736  -0.0220   1.0000   0.6171
   0.500  -0.1834   0.06665   0.05595  -0.0245   1.0000   0.6665
   1.000  -0.1410   0.06575   0.05490  -0.0263   1.0000   0.7216
   1.500  -0.0975   0.06504   0.05403  -0.0286   1.0000   0.7852
   2.000  -0.0617   0.06404   0.05294  -0.0290   1.0000   0.8550
   2.500  -0.0316   0.06251   0.05147  -0.0290   1.0000   0.9422
   3.000   0.0067   0.06204   0.05103  -0.0363   1.0000   1.0000
   3.500   0.1009   0.06734   0.05594  -0.0557   1.0000   1.0000
   4.000   0.1764   0.07277   0.06106  -0.0696   1.0000   1.0000
   4.500   0.2371   0.07814   0.06622  -0.0797   1.0000   1.0000
   5.000   0.2873   0.08350   0.07140  -0.0872   1.0000   1.0000
   5.500   0.3302   0.08889   0.07668  -0.0930   1.0000   1.0000
   6.000   0.3679   0.09437   0.08208  -0.0977   1.0000   1.0000
   6.500   0.4045   0.10014   0.08782  -0.1022   0.9975   1.0000
   7.000   0.4608   0.10845   0.09610  -0.1106   0.9799   1.0000
   7.500   0.5064   0.11573   0.10340  -0.1169   0.9590   1.0000
   8.000   0.5389   0.12180   0.10954  -0.1207   0.9406   1.0000
   8.500   0.5713   0.12779   0.11563  -0.1245   0.9196   1.0000
   9.000   0.6144   0.13626   0.12419  -0.1302   0.8999   1.0000
   9.500   0.6341   0.14088   0.12891  -0.1320   0.8813   1.0000
  10.000   0.6610   0.14652   0.13468  -0.1350   0.8589   1.0000
  10.500   0.7002   0.15520   0.14348  -0.1401   0.8370   1.0000
  11.000   0.7163   0.15880   0.14722  -0.1414   0.8132   1.0000
  11.500   0.7520   0.16692   0.15548  -0.1458   0.7883   1.0000
  12.000   0.7765   0.17209   0.16078  -0.1484   0.7597   1.0000
  12.500   0.7985   0.17729   0.16612  -0.1507   0.7325   1.0000
  13.000   0.8307   0.18508   0.17405  -0.1543   0.7041   1.0000
  13.500   0.8554   0.19068   0.17980  -0.1568   0.6732   1.0000
  14.000   0.8800   0.19754   0.18678  -0.1597   0.6474   1.0000
  14.500   0.9002   0.20244   0.19179  -0.1619   0.6183   1.0000
  15.000   0.9397   0.21417   0.20368  -0.1657   0.5914   1.0000
