  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4816                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0547   0.08860   0.06806  -0.0383   1.0000   1.0000
  -4.500  -0.0478   0.08467   0.06414  -0.0378   1.0000   1.0000
  -4.000  -0.0421   0.08097   0.06046  -0.0371   1.0000   1.0000
  -3.500  -0.0380   0.07749   0.05702  -0.0361   1.0000   1.0000
  -3.000  -0.0356   0.07424   0.05383  -0.0347   1.0000   1.0000
  -2.500  -0.0353   0.07124   0.05087  -0.0330   1.0000   1.0000
  -2.000  -0.0376   0.06846   0.04818  -0.0308   1.0000   1.0000
  -1.500  -0.0428   0.06591   0.04571  -0.0281   1.0000   1.0000
  -1.000  -0.0514   0.06354   0.04345  -0.0250   1.0000   1.0000
  -0.500  -0.0631   0.06134   0.04135  -0.0213   1.0000   1.0000
   0.000  -0.0774   0.05925   0.03934  -0.0172   1.0000   1.0000
   0.500  -0.0920   0.05727   0.03742  -0.0131   1.0000   1.0000
   1.000  -0.0960   0.05578   0.03588  -0.0108   1.0000   1.0000
   1.500  -0.0734   0.05560   0.03548  -0.0130   1.0000   1.0000
   2.000  -0.0341   0.05663   0.03620  -0.0175   1.0000   1.0000
   2.500   0.0100   0.05847   0.03774  -0.0224   1.0000   1.0000
   3.000   0.0542   0.06085   0.03989  -0.0270   1.0000   1.0000
   3.500   0.0965   0.06366   0.04254  -0.0313   1.0000   1.0000
   4.000   0.1364   0.06683   0.04561  -0.0353   1.0000   1.0000
   4.500   0.1739   0.07036   0.04910  -0.0389   1.0000   1.0000
   5.000   0.2091   0.07422   0.05298  -0.0425   1.0000   1.0000
   5.500   0.2421   0.07841   0.05722  -0.0459   1.0000   1.0000
   6.000   0.2732   0.08291   0.06182  -0.0492   1.0000   1.0000
   6.500   0.3024   0.08772   0.06677  -0.0525   1.0000   1.0000
   7.000   0.3300   0.09282   0.07204  -0.0558   1.0000   1.0000
   7.500   0.3561   0.09819   0.07761  -0.0591   1.0000   1.0000
   8.000   0.3810   0.10383   0.08345  -0.0625   1.0000   1.0000
   8.500   0.4048   0.10970   0.08957  -0.0660   1.0000   1.0000
   9.000   0.4277   0.11579   0.09589  -0.0695   1.0000   1.0000
   9.500   0.4500   0.12208   0.10242  -0.0732   1.0000   1.0000
  10.000   0.4719   0.12855   0.10915  -0.0769   1.0000   1.0000
  10.500   0.4935   0.13517   0.11602  -0.0808   1.0000   1.0000
  11.000   0.5149   0.14193   0.12302  -0.0848   1.0000   1.0000
  11.500   0.5362   0.14882   0.13017  -0.0890   1.0000   1.0000
  12.000   0.5576   0.15583   0.13741  -0.0932   1.0000   1.0000
  12.500   0.5791   0.16295   0.14479  -0.0976   1.0000   1.0000
  13.000   0.6007   0.17017   0.15223  -0.1021   1.0000   1.0000
  13.500   0.6223   0.17748   0.15975  -0.1066   1.0000   1.0000
  14.000   0.6441   0.18488   0.16738  -0.1112   1.0000   1.0000
  14.500   0.6660   0.19237   0.17506  -0.1159   1.0000   1.0000
  15.000   0.6879   0.19993   0.18281  -0.1206   1.0000   1.0000
