  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4511                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.035 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -4.500  -0.4205   0.07016   0.06269  -0.0216   1.0000   0.3002
  -4.000  -0.3508   0.05395   0.04546  -0.0466   1.0000   0.2433
  -3.500  -0.2841   0.04557   0.03607  -0.0566   1.0000   0.2530
  -3.000  -0.2266   0.04081   0.03073  -0.0602   1.0000   0.2798
  -2.500  -0.1681   0.03734   0.02667  -0.0630   1.0000   0.3230
  -2.000  -0.1158   0.03528   0.02437  -0.0635   1.0000   0.3881
  -1.500  -0.0652   0.03387   0.02295  -0.0630   1.0000   0.4834
  -1.000  -0.0203   0.03253   0.02201  -0.0605   1.0000   0.6231
  -0.500  -0.0080   0.02995   0.02071  -0.0505   1.0000   0.9408
   0.000   0.0673   0.03131   0.02043  -0.0611   1.0000   1.0000
   0.500   0.1121   0.03296   0.02145  -0.0624   1.0000   1.0000
   1.000   0.1534   0.03481   0.02284  -0.0631   1.0000   1.0000
   1.500   0.1924   0.03685   0.02456  -0.0637   1.0000   1.0000
   2.000   0.2296   0.03912   0.02659  -0.0642   1.0000   1.0000
   2.500   0.2652   0.04161   0.02892  -0.0648   1.0000   1.0000
   3.000   0.2991   0.04434   0.03155  -0.0654   1.0000   1.0000
   3.500   0.3314   0.04732   0.03449  -0.0660   1.0000   1.0000
   4.000   0.3621   0.05058   0.03774  -0.0668   1.0000   1.0000
   4.500   0.4631   0.05633   0.04362  -0.0804   0.9486   1.0000
   5.000   0.5311   0.06069   0.04813  -0.0868   0.9063   1.0000
   5.500   0.5969   0.06483   0.05248  -0.0920   0.8641   1.0000
   6.000   0.6499   0.06865   0.05656  -0.0948   0.8234   1.0000
   6.500   0.6976   0.07241   0.06059  -0.0963   0.7810   1.0000
   7.000   0.7495   0.07599   0.06453  -0.0975   0.7353   1.0000
   7.500   0.8009   0.07921   0.06814  -0.0977   0.6863   1.0000
   8.000   0.8662   0.08100   0.07041  -0.0970   0.6304   1.0000
   8.500   0.9303   0.08095   0.07092  -0.0934   0.5671   1.0000
   9.000   1.2471   0.04414   0.03462  -0.0765   0.3577   1.0000
   9.500   1.2764   0.04797   0.03769  -0.0701   0.2692   1.0000
  10.000   1.3094   0.05369   0.04333  -0.0664   0.2216   1.0000
  10.500   1.3339   0.06051   0.05049  -0.0628   0.1958   1.0000
  11.000   1.3383   0.06825   0.05875  -0.0580   0.1824   1.0000
  11.500   1.2934   0.07691   0.06810  -0.0506   0.1799   1.0000
  12.000   1.2294   0.08830   0.07996  -0.0469   0.1821   1.0000
  13.000   0.9908   0.14775   0.13926  -0.0781   0.2292   1.0000
  14.000   0.9037   0.18756   0.17884  -0.1091   0.3854   1.0000
  15.000   0.9418   0.20570   0.19712  -0.1128   0.3515   1.0000
