  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5724                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.3039   0.00000  -0.00233  -0.2213   0.0000   0.0000
  -4.500   0.3701   0.00000  -0.00234  -0.2234   0.0000   0.0000
  -4.000   0.4364   0.00000  -0.00234  -0.2255   0.0000   0.0000
  -3.500   0.5026   0.00000  -0.00235  -0.2276   0.0000   0.0000
  -3.000   0.5688   0.00000  -0.00236  -0.2297   0.0000   0.0000
  -2.500   0.6349   0.00000  -0.00236  -0.2318   0.0000   0.0000
  -2.000   0.7010   0.00000  -0.00237  -0.2339   0.0000   0.0000
  -1.500   0.7671   0.00000  -0.00237  -0.2360   0.0000   0.0000
  -1.000   0.8330   0.00000  -0.00238  -0.2380   0.0000   0.0000
  -0.500   0.8990   0.00000  -0.00239  -0.2401   0.0000   0.0000
   0.000   0.9648   0.00000  -0.00239  -0.2422   0.0000   0.0000
   0.500   1.0306   0.00000  -0.00240  -0.2442   0.0000   0.0000
   1.000   1.0963   0.00000  -0.00241  -0.2463   0.0000   0.0000
   1.500   1.1619   0.00000  -0.00242  -0.2483   0.0000   0.0000
   2.000   1.2274   0.00000  -0.00242  -0.2504   0.0000   0.0000
   2.500   1.2929   0.00000  -0.00243  -0.2524   0.0000   0.0000
   3.000   1.3582   0.00000  -0.00244  -0.2544   0.0000   0.0000
   3.500   1.4234   0.00000  -0.00245  -0.2564   0.0000   0.0000
   4.000   1.4885   0.00000  -0.00246  -0.2584   0.0000   0.0000
   4.500   1.5535   0.00000  -0.00247  -0.2603   0.0000   0.0000
   5.000   1.6184   0.00000  -0.00247  -0.2623   0.0000   0.0000
   5.500   1.6832   0.00000  -0.00248  -0.2642   0.0000   0.0000
   6.000   1.7478   0.00000  -0.00249  -0.2662   0.0000   0.0000
   6.500   1.8124   0.00000  -0.00250  -0.2681   0.0000   0.0000
   7.000   1.8767   0.00000  -0.00251  -0.2700   0.0000   0.0000
   7.500   1.9410   0.00000  -0.00252  -0.2719   0.0000   0.0000
   8.000   2.0050   0.00000  -0.00253  -0.2737   0.0000   0.0000
   8.500   2.0690   0.00000  -0.00254  -0.2756   0.0000   0.0000
   9.000   2.1327   0.00000  -0.00255  -0.2774   0.0000   0.0000
   9.500   2.1963   0.00000  -0.00256  -0.2792   0.0000   0.0000
  10.000   2.2598   0.00000  -0.00257  -0.2810   0.0000   0.0000
  10.500   2.3230   0.00000  -0.00258  -0.2828   0.0000   0.0000
  11.000   2.3861   0.00000  -0.00259  -0.2845   0.0000   0.0000
  11.500   2.4491   0.00000  -0.00260  -0.2862   0.0000   0.0000
  12.000   2.5118   0.00000  -0.00261  -0.2879   0.0000   0.0000
  12.500   2.5743   0.00000  -0.00262  -0.2896   0.0000   0.0000
  13.000   2.6367   0.00000  -0.00263  -0.2913   0.0000   0.0000
  13.500   2.6988   0.00000  -0.00264  -0.2929   0.0000   0.0000
  14.000   2.7607   0.00000  -0.00265  -0.2945   0.0000   0.0000
  14.500   2.8224   0.00000  -0.00266  -0.2961   0.0000   0.0000
  15.000   2.8840   0.00000  -0.00267  -0.2977   0.0000   0.0000
