  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8716                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.8288   0.00000  -0.00149  -0.3586   0.0000   0.0000
  -4.500   0.8913   0.00000  -0.00150  -0.3603   0.0000   0.0000
  -4.000   0.9537   0.00000  -0.00150  -0.3620   0.0000   0.0000
  -3.500   1.0161   0.00000  -0.00151  -0.3637   0.0000   0.0000
  -3.000   1.0784   0.00000  -0.00152  -0.3654   0.0000   0.0000
  -2.500   1.1406   0.00000  -0.00153  -0.3670   0.0000   0.0000
  -2.000   1.2028   0.00000  -0.00154  -0.3687   0.0000   0.0000
  -1.500   1.2648   0.00000  -0.00154  -0.3703   0.0000   0.0000
  -1.000   1.3267   0.00000  -0.00155  -0.3719   0.0000   0.0000
  -0.500   1.3886   0.00000  -0.00156  -0.3735   0.0000   0.0000
   0.000   1.4503   0.00000  -0.00157  -0.3751   0.0000   0.0000
   0.500   1.5120   0.00000  -0.00158  -0.3766   0.0000   0.0000
   1.000   1.5735   0.00000  -0.00159  -0.3782   0.0000   0.0000
   1.500   1.6349   0.00000  -0.00160  -0.3797   0.0000   0.0000
   2.000   1.6961   0.00000  -0.00162  -0.3812   0.0000   0.0000
   2.500   1.7573   0.00000  -0.00163  -0.3827   0.0000   0.0000
   3.000   1.8183   0.00000  -0.00164  -0.3842   0.0000   0.0000
   3.500   1.8792   0.00000  -0.00165  -0.3857   0.0000   0.0000
   4.000   1.9399   0.00000  -0.00166  -0.3871   0.0000   0.0000
   4.500   2.0005   0.00000  -0.00168  -0.3886   0.0000   0.0000
   5.000   2.0609   0.00000  -0.00169  -0.3900   0.0000   0.0000
   5.500   2.1212   0.00000  -0.00170  -0.3914   0.0000   0.0000
   6.000   2.1813   0.00000  -0.00171  -0.3927   0.0000   0.0000
   6.500   2.2412   0.00000  -0.00173  -0.3941   0.0000   0.0000
   7.000   2.3010   0.00000  -0.00174  -0.3954   0.0000   0.0000
   7.500   2.3606   0.00000  -0.00175  -0.3967   0.0000   0.0000
   8.000   2.4200   0.00000  -0.00177  -0.3980   0.0000   0.0000
   8.500   2.4792   0.00000  -0.00178  -0.3992   0.0000   0.0000
   9.000   2.5383   0.00000  -0.00180  -0.4005   0.0000   0.0000
   9.500   2.5971   0.00000  -0.00181  -0.4017   0.0000   0.0000
  10.000   2.6558   0.00000  -0.00182  -0.4029   0.0000   0.0000
  10.500   2.7143   0.00000  -0.00184  -0.4040   0.0000   0.0000
  11.000   2.7725   0.00000  -0.00185  -0.4052   0.0000   0.0000
  11.500   2.8305   0.00000  -0.00187  -0.4063   0.0000   0.0000
  12.000   2.8884   0.00000  -0.00188  -0.4074   0.0000   0.0000
  12.500   2.9460   0.00000  -0.00190  -0.4085   0.0000   0.0000
  13.000   3.0033   0.00000  -0.00191  -0.4095   0.0000   0.0000
  13.500   3.0605   0.00000  -0.00193  -0.4105   0.0000   0.0000
  14.000   3.1174   0.00000  -0.00194  -0.4115   0.0000   0.0000
  14.500   3.1741   0.00000  -0.00196  -0.4125   0.0000   0.0000
  15.000   3.2305   0.00000  -0.00198  -0.4134   0.0000   0.0000
