  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8413                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2628   0.12464   0.11942  -0.0519   0.9140   0.1703
  -4.500  -0.2421   0.11636   0.11116  -0.0454   0.8991   0.1792
  -4.000  -0.2243   0.11195   0.10673  -0.0516   0.8839   0.1915
  -3.500  -0.1992   0.10790   0.10264  -0.0590   0.8700   0.2071
  -3.000  -0.1688   0.10352   0.09820  -0.0648   0.8585   0.2244
  -2.500  -0.1319   0.09829   0.09291  -0.0676   0.8470   0.2458
  -1.500  -0.0547   0.09123   0.08569  -0.0784   0.8313   0.3131
  -1.000  -0.0508   0.09080   0.08533  -0.0780   0.8493   0.3471
  -0.500  -0.1106   0.09225   0.08705  -0.0688   0.9179   0.3465
