  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2422                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3774   0.00000  -0.00216  -0.0414   0.0000   0.0000
  -4.500  -0.3123   0.00000  -0.00215  -0.0429   0.0000   0.0000
  -4.000  -0.2472   0.00000  -0.00215  -0.0445   0.0000   0.0000
  -3.500  -0.1820   0.00000  -0.00215  -0.0461   0.0000   0.0000
  -3.000  -0.1168   0.00000  -0.00215  -0.0477   0.0000   0.0000
  -2.500  -0.0517   0.00000  -0.00215  -0.0493   0.0000   0.0000
  -2.000   0.0135   0.00000  -0.00215  -0.0509   0.0000   0.0000
  -1.500   0.0787   0.00000  -0.00215  -0.0526   0.0000   0.0000
  -1.000   0.1439   0.00000  -0.00215  -0.0542   0.0000   0.0000
  -0.500   0.2091   0.00000  -0.00215  -0.0558   0.0000   0.0000
   0.000   0.2742   0.00000  -0.00215  -0.0575   0.0000   0.0000
   0.500   0.3393   0.00000  -0.00215  -0.0591   0.0000   0.0000
   1.000   0.4045   0.00000  -0.00215  -0.0608   0.0000   0.0000
   1.500   0.4695   0.00000  -0.00215  -0.0624   0.0000   0.0000
   2.000   0.5346   0.00000  -0.00216  -0.0641   0.0000   0.0000
   2.500   0.5996   0.00000  -0.00216  -0.0658   0.0000   0.0000
   3.000   0.6645   0.00000  -0.00216  -0.0674   0.0000   0.0000
   3.500   0.7294   0.00000  -0.00217  -0.0691   0.0000   0.0000
   4.000   0.7943   0.00000  -0.00217  -0.0708   0.0000   0.0000
   4.500   0.8591   0.00000  -0.00217  -0.0725   0.0000   0.0000
   5.000   0.9238   0.00000  -0.00218  -0.0741   0.0000   0.0000
   5.500   0.9884   0.00000  -0.00218  -0.0758   0.0000   0.0000
   6.000   1.0530   0.00000  -0.00218  -0.0775   0.0000   0.0000
   6.500   1.1175   0.00000  -0.00219  -0.0792   0.0000   0.0000
   7.000   1.1819   0.00000  -0.00219  -0.0808   0.0000   0.0000
   7.500   1.2462   0.00000  -0.00220  -0.0825   0.0000   0.0000
   8.000   1.3105   0.00000  -0.00221  -0.0842   0.0000   0.0000
   8.500   1.3746   0.00000  -0.00221  -0.0858   0.0000   0.0000
   9.000   1.4386   0.00000  -0.00222  -0.0875   0.0000   0.0000
   9.500   1.5025   0.00000  -0.00222  -0.0892   0.0000   0.0000
  10.000   1.5663   0.00000  -0.00223  -0.0908   0.0000   0.0000
  10.500   1.6300   0.00000  -0.00224  -0.0925   0.0000   0.0000
  11.000   1.6935   0.00000  -0.00225  -0.0941   0.0000   0.0000
  11.500   1.7570   0.00000  -0.00225  -0.0957   0.0000   0.0000
  12.000   1.8203   0.00000  -0.00226  -0.0974   0.0000   0.0000
  12.500   1.8834   0.00000  -0.00227  -0.0990   0.0000   0.0000
  13.000   1.9464   0.00000  -0.00228  -0.1006   0.0000   0.0000
  13.500   2.0093   0.00000  -0.00228  -0.1022   0.0000   0.0000
  14.000   2.0720   0.00000  -0.00229  -0.1038   0.0000   0.0000
  14.500   2.1346   0.00000  -0.00230  -0.1054   0.0000   0.0000
  15.000   2.1970   0.00000  -0.00231  -0.1070   0.0000   0.0000
