  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2820                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1698   0.00000  -0.00191  -0.1072   0.0000   0.0000
  -4.500  -0.1056   0.00000  -0.00192  -0.1087   0.0000   0.0000
  -4.000  -0.0413   0.00000  -0.00192  -0.1102   0.0000   0.0000
  -3.500   0.0229   0.00000  -0.00192  -0.1117   0.0000   0.0000
  -3.000   0.0872   0.00000  -0.00192  -0.1132   0.0000   0.0000
  -2.500   0.1514   0.00000  -0.00193  -0.1147   0.0000   0.0000
  -2.000   0.2157   0.00000  -0.00193  -0.1161   0.0000   0.0000
  -1.500   0.2799   0.00000  -0.00193  -0.1176   0.0000   0.0000
  -1.000   0.3441   0.00000  -0.00194  -0.1191   0.0000   0.0000
  -0.500   0.4082   0.00000  -0.00194  -0.1206   0.0000   0.0000
   0.000   0.4724   0.00000  -0.00195  -0.1220   0.0000   0.0000
   0.500   0.5365   0.00000  -0.00195  -0.1235   0.0000   0.0000
   1.000   0.6005   0.00000  -0.00196  -0.1249   0.0000   0.0000
   1.500   0.6645   0.00000  -0.00196  -0.1263   0.0000   0.0000
   2.000   0.7285   0.00000  -0.00197  -0.1277   0.0000   0.0000
   2.500   0.7924   0.00000  -0.00198  -0.1291   0.0000   0.0000
   3.000   0.8563   0.00000  -0.00198  -0.1305   0.0000   0.0000
   3.500   0.9200   0.00000  -0.00199  -0.1319   0.0000   0.0000
   4.000   0.9838   0.00000  -0.00200  -0.1333   0.0000   0.0000
   4.500   1.0474   0.00000  -0.00201  -0.1347   0.0000   0.0000
   5.000   1.1110   0.00000  -0.00201  -0.1360   0.0000   0.0000
   5.500   1.1744   0.00000  -0.00202  -0.1374   0.0000   0.0000
   6.000   1.2378   0.00000  -0.00203  -0.1387   0.0000   0.0000
   6.500   1.3011   0.00000  -0.00204  -0.1400   0.0000   0.0000
   7.000   1.3643   0.00000  -0.00205  -0.1413   0.0000   0.0000
   7.500   1.4274   0.00000  -0.00206  -0.1426   0.0000   0.0000
   8.000   1.4904   0.00000  -0.00207  -0.1439   0.0000   0.0000
   8.500   1.5532   0.00000  -0.00208  -0.1451   0.0000   0.0000
   9.000   1.6160   0.00000  -0.00209  -0.1463   0.0000   0.0000
   9.500   1.6786   0.00000  -0.00210  -0.1476   0.0000   0.0000
  10.000   1.7411   0.00000  -0.00211  -0.1488   0.0000   0.0000
  10.500   1.8035   0.00000  -0.00212  -0.1500   0.0000   0.0000
  11.000   1.8657   0.00000  -0.00213  -0.1512   0.0000   0.0000
  11.500   1.9278   0.00000  -0.00214  -0.1523   0.0000   0.0000
  12.000   1.9897   0.00000  -0.00215  -0.1535   0.0000   0.0000
  12.500   2.0515   0.00000  -0.00217  -0.1546   0.0000   0.0000
  13.000   2.1132   0.00000  -0.00218  -0.1557   0.0000   0.0000
  13.500   2.1747   0.00000  -0.00219  -0.1568   0.0000   0.0000
  14.000   2.2360   0.00000  -0.00220  -0.1578   0.0000   0.0000
  14.500   2.2971   0.00000  -0.00221  -0.1589   0.0000   0.0000
  15.000   2.3581   0.00000  -0.00223  -0.1599   0.0000   0.0000
