  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3813                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.040 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.4609   0.03921   0.02915  -0.0564   1.0000   0.3117
  -4.500  -0.4077   0.03640   0.02617  -0.0570   1.0000   0.3622
  -4.000  -0.3616   0.03496   0.02485  -0.0543   1.0000   0.4189
  -3.500  -0.3157   0.03383   0.02375  -0.0516   1.0000   0.4851
  -3.000  -0.2824   0.03358   0.02369  -0.0449   1.0000   0.5449
  -2.500  -0.2473   0.03326   0.02340  -0.0393   1.0000   0.6105
  -2.000  -0.2228   0.03325   0.02349  -0.0308   1.0000   0.6681
  -1.500  -0.1997   0.03306   0.02330  -0.0227   1.0000   0.7287
  -1.000  -0.1754   0.03241   0.02263  -0.0158   1.0000   0.7964
  -0.500  -0.1542   0.03090   0.02109  -0.0093   1.0000   0.8739
   0.000  -0.0994   0.02909   0.01924  -0.0106   1.0000   0.9776
   0.500  -0.0488   0.02869   0.01870  -0.0180   1.0000   1.0000
   1.000   0.0195   0.02988   0.01965  -0.0275   1.0000   1.0000
   1.500   0.0824   0.03170   0.02131  -0.0350   1.0000   1.0000
   2.000   0.1372   0.03397   0.02348  -0.0408   1.0000   1.0000
   2.500   0.1848   0.03665   0.02613  -0.0455   1.0000   1.0000
   3.000   0.2526   0.04032   0.02983  -0.0540   0.9869   1.0000
   3.500   0.3751   0.04404   0.03365  -0.0702   0.9331   1.0000
   4.000   0.4656   0.04580   0.03558  -0.0791   0.8811   1.0000
   4.500   0.5671   0.04649   0.03652  -0.0876   0.8312   1.0000
   5.000   0.6565   0.04631   0.03663  -0.0923   0.7781   1.0000
   5.500   0.7658   0.04382   0.03457  -0.0959   0.7243   1.0000
   6.000   0.9344   0.03612   0.02740  -0.1018   0.6570   1.0000
   6.500   1.0489   0.03363   0.02477  -0.1035   0.5542   1.0000
   7.000   1.1057   0.03478   0.02544  -0.0999   0.4545   1.0000
   7.500   1.1459   0.03733   0.02754  -0.0952   0.3696   1.0000
   8.000   1.1835   0.04083   0.03082  -0.0911   0.3051   1.0000
   8.500   1.2228   0.04515   0.03509  -0.0880   0.2599   1.0000
   9.000   1.2572   0.05019   0.04032  -0.0847   0.2288   1.0000
   9.500   1.2726   0.05625   0.04695  -0.0793   0.2094   1.0000
  10.000   1.2805   0.06304   0.05422  -0.0739   0.1961   1.0000
  10.500   1.2446   0.07140   0.06334  -0.0651   0.1915   1.0000
  11.000   1.1709   0.08193   0.07442  -0.0566   0.1936   1.0000
  11.500   1.0888   0.09730   0.09006  -0.0559   0.1985   1.0000
  12.500   0.8484   0.16973   0.16227  -0.1091   0.3843   1.0000
  13.500   0.8712   0.18541   0.17799  -0.1126   0.3488   1.0000
  14.000   0.8844   0.19298   0.18558  -0.1146   0.3318   1.0000
  15.000   0.9138   0.20792   0.20055  -0.1191   0.2981   1.0000
