  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5211                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.040 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3566   0.08465   0.07928  -0.0059   1.0000   0.2719
  -4.500   0.1149   0.05116   0.04485  -0.0317   1.0000   1.0000
  -4.000   0.1164   0.04907   0.04300  -0.0295   1.0000   1.0000
  -3.500   0.0926   0.04869   0.04292  -0.0219   1.0000   0.9934
  -3.000  -0.0221   0.05304   0.04780   0.0042   1.0000   0.9450
  -2.500  -0.1325   0.05584   0.05108   0.0258   1.0000   0.8947
  -2.000  -0.2463   0.05725   0.05294   0.0451   1.0000   0.8454
  -1.500  -0.2617   0.05359   0.04931   0.0209   0.9597   0.6863
  -1.000   0.1652   0.04283   0.03394  -0.0808   0.8842   0.2371
  -0.500   0.3000   0.03918   0.02914  -0.0897   0.8339   0.2109
   0.000   0.4126   0.03554   0.02473  -0.0931   0.7795   0.2200
   0.500   0.5027   0.03180   0.02087  -0.0929   0.7260   0.2563
   1.000   0.5790   0.02814   0.01880  -0.0907   0.6755   1.0000
   1.500   0.6353   0.02917   0.01876  -0.0882   0.6309   1.0000
   2.000   0.6886   0.03052   0.01929  -0.0866   0.5977   1.0000
   2.500   0.7335   0.03265   0.02097  -0.0853   0.5710   1.0000
   3.000   0.7775   0.03520   0.02321  -0.0844   0.5522   1.0000
   3.500   0.8131   0.03860   0.02648  -0.0833   0.5368   1.0000
   4.000   0.8385   0.04302   0.03087  -0.0820   0.5237   1.0000
   4.500   0.8704   0.04728   0.03507  -0.0813   0.5149   1.0000
   5.000   0.7955   0.06215   0.05027  -0.0801   0.5120   1.0000
   5.500   0.7619   0.07383   0.06197  -0.0816   0.5146   1.0000
   6.000   0.7121   0.08789   0.07614  -0.0859   0.5478   1.0000
   7.000   0.5973   0.10830   0.09688  -0.0912   0.7006   1.0000
   7.500   0.6209   0.11326   0.10173  -0.0911   0.6822   1.0000
   8.000   0.6498   0.11863   0.10703  -0.0915   0.6625   1.0000
   8.500   0.6754   0.12410   0.11245  -0.0919   0.6455   1.0000
   9.000   0.7035   0.12997   0.11830  -0.0925   0.6283   1.0000
   9.500   0.7339   0.13646   0.12480  -0.0933   0.6110   1.0000
  10.000   0.7465   0.14104   0.12940  -0.0927   0.5943   1.0000
  10.500   0.7563   0.14513   0.13353  -0.0920   0.5759   1.0000
  11.000   0.7730   0.15000   0.13849  -0.0921   0.5576   1.0000
  11.500   0.7924   0.15546   0.14403  -0.0926   0.5422   1.0000
  12.000   0.8109   0.16070   0.14936  -0.0932   0.5251   1.0000
  12.500   0.8297   0.16618   0.15499  -0.0940   0.5098   1.0000
  13.000   0.8483   0.17172   0.16065  -0.0950   0.4945   1.0000
  13.500   0.8665   0.17721   0.16632  -0.0961   0.4788   1.0000
  14.000   0.8862   0.18321   0.17248  -0.0975   0.4647   1.0000
  14.500   0.9039   0.18880   0.17825  -0.0989   0.4489   1.0000
  15.000   0.9250   0.19542   0.18510  -0.1006   0.4348   1.0000
