  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6816                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.040 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3561   0.11215   0.10415   0.0041   1.0000   0.4693
  -4.500  -0.3587   0.10785   0.09994   0.0079   1.0000   0.4924
  -4.000  -0.3661   0.10351   0.09571   0.0121   1.0000   0.5105
  -3.000  -0.3305   0.05921   0.05055  -0.0675   1.0000   0.3387
  -2.500  -0.2586   0.05574   0.04676  -0.0774   1.0000   0.3773
  -2.000  -0.2221   0.05539   0.04644  -0.0751   1.0000   0.4085
  -1.000  -0.1351   0.05512   0.04609  -0.0755   1.0000   0.4866
  -0.500  -0.0977   0.05571   0.04668  -0.0742   1.0000   0.5272
   0.000  -0.0641   0.05664   0.04761  -0.0723   1.0000   0.5683
   0.500  -0.0332   0.05785   0.04884  -0.0700   1.0000   0.6097
   1.000  -0.0048   0.05928   0.05030  -0.0673   1.0000   0.6515
   1.500   0.0143   0.06063   0.05169  -0.0625   1.0000   0.6901
   2.000   0.0458   0.06238   0.05344  -0.0616   1.0000   0.7366
   2.500   0.0705   0.06382   0.05489  -0.0592   1.0000   0.7826
   3.000   0.1086   0.06574   0.05677  -0.0607   1.0000   0.8386
   3.500   0.1580   0.06766   0.05864  -0.0641   0.9883   0.9041
   4.000   0.1942   0.06804   0.05908  -0.0663   0.9672   0.9750
   4.500   0.3130   0.07142   0.06231  -0.0848   0.8975   1.0000
   5.000   0.4266   0.07451   0.06530  -0.1004   0.8457   1.0000
   5.500   0.5244   0.07780   0.06857  -0.1126   0.8088   1.0000
   6.000   0.6091   0.08100   0.07180  -0.1217   0.7738   1.0000
   6.500   0.6856   0.08415   0.07505  -0.1287   0.7392   1.0000
   7.000   0.7329   0.08805   0.07908  -0.1320   0.7047   1.0000
   7.500   0.7860   0.09183   0.08301  -0.1352   0.6702   1.0000
   8.000   0.8506   0.09472   0.08608  -0.1384   0.6354   1.0000
   8.500   0.9207   0.09658   0.08813  -0.1408   0.6002   1.0000
   9.000   0.9301   0.10292   0.09467  -0.1400   0.5653   1.0000
   9.500   0.9597   0.10779   0.09973  -0.1399   0.5309   1.0000
  11.500   1.0717   0.12731   0.12002  -0.1376   0.3995   1.0000
  12.000   1.0513   0.13912   0.13195  -0.1403   0.3767   1.0000
  12.500   1.0486   0.14898   0.14193  -0.1430   0.3558   1.0000
  13.000   1.0506   0.15870   0.15177  -0.1463   0.3386   1.0000
  13.500   1.0626   0.16765   0.16084  -0.1494   0.3234   1.0000
  14.000   1.0602   0.18043   0.17372  -0.1560   0.3246   1.0000
