  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1724                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.4651   0.00000  -0.00236  -0.0305   0.0000   0.0000
  -4.500  -0.3991   0.00000  -0.00236  -0.0324   0.0000   0.0000
  -4.000  -0.3331   0.00000  -0.00236  -0.0342   0.0000   0.0000
  -3.500  -0.2670   0.00000  -0.00236  -0.0360   0.0000   0.0000
  -3.000  -0.2009   0.00000  -0.00236  -0.0379   0.0000   0.0000
  -2.500  -0.1348   0.00000  -0.00236  -0.0397   0.0000   0.0000
  -2.000  -0.0687   0.00000  -0.00236  -0.0416   0.0000   0.0000
  -1.500  -0.0026   0.00000  -0.00236  -0.0434   0.0000   0.0000
  -1.000   0.0635   0.00000  -0.00236  -0.0453   0.0000   0.0000
  -0.500   0.1297   0.00000  -0.00236  -0.0471   0.0000   0.0000
   0.000   0.1958   0.00000  -0.00236  -0.0490   0.0000   0.0000
   0.500   0.2619   0.00000  -0.00236  -0.0508   0.0000   0.0000
   1.000   0.3279   0.00000  -0.00236  -0.0527   0.0000   0.0000
   1.500   0.3940   0.00000  -0.00237  -0.0545   0.0000   0.0000
   2.000   0.4600   0.00000  -0.00237  -0.0563   0.0000   0.0000
   2.500   0.5260   0.00000  -0.00237  -0.0582   0.0000   0.0000
   3.000   0.5919   0.00000  -0.00237  -0.0600   0.0000   0.0000
   3.500   0.6578   0.00000  -0.00238  -0.0618   0.0000   0.0000
   4.000   0.7237   0.00000  -0.00238  -0.0636   0.0000   0.0000
   4.500   0.7895   0.00000  -0.00238  -0.0655   0.0000   0.0000
   5.000   0.8552   0.00000  -0.00239  -0.0673   0.0000   0.0000
   5.500   0.9209   0.00000  -0.00239  -0.0691   0.0000   0.0000
   6.000   0.9865   0.00000  -0.00240  -0.0709   0.0000   0.0000
   6.500   1.0520   0.00000  -0.00240  -0.0726   0.0000   0.0000
   7.000   1.1174   0.00000  -0.00241  -0.0744   0.0000   0.0000
   7.500   1.1828   0.00000  -0.00241  -0.0762   0.0000   0.0000
   8.000   1.2480   0.00000  -0.00242  -0.0779   0.0000   0.0000
   8.500   1.3132   0.00000  -0.00242  -0.0797   0.0000   0.0000
   9.000   1.3783   0.00000  -0.00243  -0.0814   0.0000   0.0000
   9.500   1.4433   0.00000  -0.00244  -0.0831   0.0000   0.0000
  10.000   1.5081   0.00000  -0.00244  -0.0848   0.0000   0.0000
  10.500   1.5729   0.00000  -0.00245  -0.0865   0.0000   0.0000
  11.000   1.6375   0.00000  -0.00246  -0.0882   0.0000   0.0000
  11.500   1.7020   0.00000  -0.00246  -0.0899   0.0000   0.0000
  12.000   1.7664   0.00000  -0.00247  -0.0915   0.0000   0.0000
  12.500   1.8306   0.00000  -0.00248  -0.0932   0.0000   0.0000
  13.000   1.8947   0.00000  -0.00249  -0.0948   0.0000   0.0000
  13.500   1.9586   0.00000  -0.00249  -0.0964   0.0000   0.0000
  14.000   2.0224   0.00000  -0.00250  -0.0980   0.0000   0.0000
  14.500   2.0861   0.00000  -0.00251  -0.0996   0.0000   0.0000
  15.000   2.1496   0.00000  -0.00252  -0.1011   0.0000   0.0000
