  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9513                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.6385   0.00000  -0.00123  -0.2812   0.0000   0.0000
  -4.500   0.6999   0.00000  -0.00123  -0.2825   0.0000   0.0000
  -4.000   0.7612   0.00000  -0.00123  -0.2837   0.0000   0.0000
  -3.500   0.8224   0.00000  -0.00124  -0.2850   0.0000   0.0000
  -3.000   0.8836   0.00000  -0.00124  -0.2863   0.0000   0.0000
  -2.500   0.9447   0.00000  -0.00124  -0.2876   0.0000   0.0000
  -2.000   1.0057   0.00000  -0.00124  -0.2889   0.0000   0.0000
  -1.500   1.0666   0.00000  -0.00125  -0.2902   0.0000   0.0000
  -1.000   1.1275   0.00000  -0.00125  -0.2915   0.0000   0.0000
  -0.500   1.1883   0.00000  -0.00126  -0.2928   0.0000   0.0000
   0.000   1.2490   0.00000  -0.00126  -0.2942   0.0000   0.0000
   0.500   1.3096   0.00000  -0.00127  -0.2955   0.0000   0.0000
   1.000   1.3701   0.00000  -0.00127  -0.2969   0.0000   0.0000
   1.500   1.4305   0.00000  -0.00128  -0.2982   0.0000   0.0000
   2.000   1.4908   0.00000  -0.00129  -0.2996   0.0000   0.0000
   2.500   1.5510   0.00000  -0.00130  -0.3009   0.0000   0.0000
   3.000   1.6110   0.00000  -0.00131  -0.3023   0.0000   0.0000
   3.500   1.6709   0.00000  -0.00132  -0.3037   0.0000   0.0000
   4.000   1.7308   0.00000  -0.00133  -0.3051   0.0000   0.0000
   4.500   1.7904   0.00000  -0.00134  -0.3065   0.0000   0.0000
   5.000   1.8500   0.00000  -0.00135  -0.3078   0.0000   0.0000
   5.500   1.9094   0.00000  -0.00136  -0.3092   0.0000   0.0000
   6.000   1.9686   0.00000  -0.00137  -0.3106   0.0000   0.0000
   6.500   2.0277   0.00000  -0.00138  -0.3120   0.0000   0.0000
   7.000   2.0867   0.00000  -0.00140  -0.3134   0.0000   0.0000
   7.500   2.1454   0.00000  -0.00141  -0.3148   0.0000   0.0000
   8.000   2.2041   0.00000  -0.00142  -0.3162   0.0000   0.0000
   8.500   2.2625   0.00000  -0.00144  -0.3176   0.0000   0.0000
   9.000   2.3208   0.00000  -0.00145  -0.3190   0.0000   0.0000
   9.500   2.3789   0.00000  -0.00147  -0.3204   0.0000   0.0000
  10.000   2.4368   0.00000  -0.00149  -0.3218   0.0000   0.0000
  10.500   2.4946   0.00000  -0.00150  -0.3232   0.0000   0.0000
  11.000   2.5521   0.00000  -0.00152  -0.3246   0.0000   0.0000
  11.500   2.6095   0.00000  -0.00154  -0.3260   0.0000   0.0000
  12.000   2.6667   0.00000  -0.00156  -0.3274   0.0000   0.0000
  12.500   2.7236   0.00000  -0.00157  -0.3288   0.0000   0.0000
  13.000   2.7804   0.00000  -0.00159  -0.3302   0.0000   0.0000
  13.500   2.8369   0.00000  -0.00161  -0.3316   0.0000   0.0000
  14.000   2.8932   0.00000  -0.00163  -0.3329   0.0000   0.0000
  14.500   2.9493   0.00000  -0.00165  -0.3343   0.0000   0.0000
  15.000   3.0052   0.00000  -0.00167  -0.3357   0.0000   0.0000
