  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9817                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   1.3007   0.00000  -0.00153  -0.4921   0.0000   0.0000
  -4.500   1.3634   0.00000  -0.00154  -0.4943   0.0000   0.0000
  -4.000   1.4261   0.00000  -0.00155  -0.4964   0.0000   0.0000
  -3.500   1.4886   0.00000  -0.00156  -0.4985   0.0000   0.0000
  -3.000   1.5510   0.00000  -0.00157  -0.5006   0.0000   0.0000
  -2.500   1.6132   0.00000  -0.00158  -0.5026   0.0000   0.0000
  -2.000   1.6754   0.00000  -0.00159  -0.5046   0.0000   0.0000
  -1.500   1.7374   0.00000  -0.00160  -0.5066   0.0000   0.0000
  -1.000   1.7993   0.00000  -0.00161  -0.5086   0.0000   0.0000
  -0.500   1.8611   0.00000  -0.00162  -0.5105   0.0000   0.0000
   0.000   1.9227   0.00000  -0.00163  -0.5123   0.0000   0.0000
   0.500   1.9842   0.00000  -0.00164  -0.5142   0.0000   0.0000
   1.000   2.0455   0.00000  -0.00165  -0.5160   0.0000   0.0000
   1.500   2.1067   0.00000  -0.00166  -0.5178   0.0000   0.0000
   2.000   2.1677   0.00000  -0.00167  -0.5195   0.0000   0.0000
   2.500   2.2285   0.00000  -0.00168  -0.5212   0.0000   0.0000
   3.000   2.2892   0.00000  -0.00169  -0.5229   0.0000   0.0000
   3.500   2.3497   0.00000  -0.00171  -0.5245   0.0000   0.0000
   4.000   2.4100   0.00000  -0.00172  -0.5261   0.0000   0.0000
   4.500   2.4701   0.00000  -0.00173  -0.5276   0.0000   0.0000
   5.000   2.5301   0.00000  -0.00174  -0.5291   0.0000   0.0000
   5.500   2.5899   0.00000  -0.00175  -0.5306   0.0000   0.0000
   6.000   2.6494   0.00000  -0.00176  -0.5320   0.0000   0.0000
   6.500   2.7088   0.00000  -0.00178  -0.5334   0.0000   0.0000
   7.000   2.7679   0.00000  -0.00179  -0.5348   0.0000   0.0000
   7.500   2.8269   0.00000  -0.00180  -0.5361   0.0000   0.0000
   8.000   2.8856   0.00000  -0.00181  -0.5373   0.0000   0.0000
   8.500   2.9441   0.00000  -0.00182  -0.5386   0.0000   0.0000
   9.000   3.0024   0.00000  -0.00183  -0.5397   0.0000   0.0000
   9.500   3.0604   0.00000  -0.00185  -0.5409   0.0000   0.0000
  10.000   3.1183   0.00000  -0.00186  -0.5420   0.0000   0.0000
  10.500   3.1758   0.00000  -0.00187  -0.5430   0.0000   0.0000
  11.000   3.2332   0.00000  -0.00188  -0.5440   0.0000   0.0000
  11.500   3.2903   0.00000  -0.00189  -0.5450   0.0000   0.0000
  12.000   3.3471   0.00000  -0.00190  -0.5459   0.0000   0.0000
  12.500   3.4037   0.00000  -0.00192  -0.5468   0.0000   0.0000
  13.000   3.4601   0.00000  -0.00193  -0.5477   0.0000   0.0000
  13.500   3.5161   0.00000  -0.00194  -0.5484   0.0000   0.0000
  14.000   3.5719   0.00000  -0.00195  -0.5492   0.0000   0.0000
  14.500   3.6275   0.00000  -0.00196  -0.5499   0.0000   0.0000
  15.000   3.6827   0.00000  -0.00197  -0.5505   0.0000   0.0000
