  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5621                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.025 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0194   0.11494   0.10398  -0.0263   1.0000   1.0000
  -4.500  -0.0198   0.11214   0.10125  -0.0248   1.0000   1.0000
  -4.000  -0.0211   0.10950   0.09867  -0.0233   1.0000   1.0000
  -3.500  -0.0325   0.10723   0.09651  -0.0196   1.0000   0.9961
  -3.000  -0.4905   0.10549   0.09582   0.0301   1.0000   0.5368
  -2.500  -0.5236   0.09574   0.08598   0.0241   1.0000   0.5184
  -2.000  -0.5095   0.09073   0.08093   0.0247   1.0000   0.5311
  -1.500  -0.4921   0.08452   0.07453   0.0188   1.0000   0.5464
  -1.000  -0.4640   0.08041   0.07026   0.0153   1.0000   0.5699
  -0.500  -0.4348   0.07756   0.06730   0.0142   1.0000   0.5974
   0.000  -0.4030   0.07534   0.06494   0.0127   1.0000   0.6296
   0.500  -0.3667   0.07365   0.06309   0.0101   1.0000   0.6667
   1.000  -0.3301   0.07266   0.06197   0.0081   1.0000   0.7090
   1.500  -0.2973   0.07206   0.06129   0.0080   1.0000   0.7554
   2.000  -0.2671   0.07171   0.06091   0.0089   1.0000   0.8089
   2.500  -0.2357   0.07162   0.06086   0.0095   1.0000   0.8777
   3.000  -0.1685   0.07295   0.06236   0.0001   1.0000   0.9790
   3.500  -0.1316   0.07265   0.06187  -0.0095   1.0000   1.0000
   4.000  -0.0641   0.07660   0.06537  -0.0245   1.0000   1.0000
   4.500  -0.0046   0.08140   0.06969  -0.0354   1.0000   1.0000
   5.000   0.0425   0.08612   0.07401  -0.0423   1.0000   1.0000
   5.500   0.1093   0.09369   0.08118  -0.0523   0.9842   1.0000
   6.000   0.1702   0.10150   0.08866  -0.0605   0.9662   1.0000
   6.500   0.2137   0.10739   0.09434  -0.0654   0.9482   1.0000
   7.000   0.2485   0.11196   0.09879  -0.0684   0.9274   1.0000
   7.500   0.2866   0.11750   0.10422  -0.0720   0.9073   1.0000
   8.000   0.3240   0.12329   0.10992  -0.0755   0.8875   1.0000
   8.500   0.3608   0.12929   0.11585  -0.0788   0.8677   1.0000
   9.000   0.3954   0.13524   0.12176  -0.0818   0.8484   1.0000
   9.500   0.4286   0.14122   0.12773  -0.0846   0.8290   1.0000
  10.000   0.4618   0.14751   0.13401  -0.0874   0.8094   1.0000
  10.500   0.4939   0.15390   0.14042  -0.0901   0.7899   1.0000
  11.000   0.5211   0.15931   0.14583  -0.0921   0.7705   1.0000
  11.500   0.5445   0.16381   0.15037  -0.0937   0.7509   1.0000
  12.000   0.5672   0.16819   0.15479  -0.0953   0.7309   1.0000
  12.500   0.5906   0.17285   0.15950  -0.0971   0.7108   1.0000
  13.000   0.6140   0.17758   0.16429  -0.0989   0.6903   1.0000
  13.500   0.6376   0.18246   0.16922  -0.1010   0.6695   1.0000
  14.000   0.6616   0.18756   0.17439  -0.1031   0.6488   1.0000
  14.500   0.6855   0.19286   0.17975  -0.1054   0.6286   1.0000
  15.000   0.7092   0.19822   0.18519  -0.1077   0.6086   1.0000
