  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9421                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.025 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3406   0.18436   0.17844   0.0086   1.0000   0.4343
  -4.500  -0.3408   0.18104   0.17517   0.0109   1.0000   0.4622
  -4.000  -0.3507   0.17926   0.17344   0.0145   1.0000   0.4983
  -3.500  -0.3417   0.17522   0.16946   0.0169   1.0000   0.5389
  -3.000  -0.3375   0.17286   0.16715   0.0201   0.9992   0.5940
  -2.500  -0.3042   0.17200   0.16628   0.0206   0.9927   0.6933
  -2.000  -0.1077   0.15873   0.15175  -0.0145   1.0000   1.0000
  -1.500  -0.1091   0.15611   0.14917  -0.0139   1.0000   1.0000
  -1.000  -0.1106   0.15345   0.14654  -0.0133   1.0000   1.0000
  -0.500  -0.1123   0.15074   0.14385  -0.0126   1.0000   1.0000
   0.000  -0.1939   0.14443   0.13778   0.0072   1.0000   0.9637
   0.500  -0.3025   0.13740   0.13098   0.0285   0.9852   0.8858
   1.000  -0.4340   0.12940   0.12322   0.0483   0.9699   0.7968
   1.500  -0.2700   0.12425   0.11688  -0.0327   0.9480   0.4854
   2.000  -0.1341   0.12486   0.11649  -0.0668   0.9347   0.4210
   2.500  -0.0565   0.12455   0.11558  -0.0810   0.9214   0.4123
   3.000   0.0080   0.12547   0.11593  -0.0906   0.9094   0.4184
   3.500   0.0849   0.13030   0.12003  -0.1013   0.9000   0.4360
   4.000   0.1380   0.13221   0.12139  -0.1065   0.8859   0.4596
   4.500   0.1811   0.13429   0.12308  -0.1094   0.8745   0.4906
   5.000   0.2502   0.14210   0.13052  -0.1161   0.8644   0.5478
   5.500   0.2757   0.14164   0.13023  -0.1152   0.8505   0.6085
   6.000   0.2965   0.14131   0.13113  -0.1117   0.8405   0.9024
   6.500   0.3750   0.15042   0.13834  -0.1224   0.8267   1.0000
   7.000   0.3953   0.15078   0.13799  -0.1214   0.8128   1.0000
   7.500   0.4288   0.15562   0.14224  -0.1226   0.8029   1.0000
   8.000   0.4701   0.16191   0.14805  -0.1249   0.7890   1.0000
   8.500   0.4880   0.16295   0.14880  -0.1241   0.7772   1.0000
   9.000   0.5314   0.17129   0.15679  -0.1269   0.7670   1.0000
   9.500   0.5517   0.17222   0.15753  -0.1266   0.7529   1.0000
  10.000   0.5778   0.17621   0.16132  -0.1274   0.7434   1.0000
  10.500   0.6167   0.18317   0.16810  -0.1297   0.7301   1.0000
  11.000   0.6317   0.18369   0.16851  -0.1293   0.7192   1.0000
  11.500   0.6768   0.19416   0.17883  -0.1327   0.7085   1.0000
  12.000   0.6875   0.19228   0.17691  -0.1320   0.6958   1.0000
  12.500   0.7186   0.19872   0.18329  -0.1339   0.6868   1.0000
  13.000   0.7434   0.20175   0.18630  -0.1351   0.6732   1.0000
  13.500   0.7646   0.20509   0.18962  -0.1362   0.6641   1.0000
  14.000   0.7993   0.21239   0.19693  -0.1386   0.6513   1.0000
  14.500   0.8126   0.21269   0.19726  -0.1393   0.6412   1.0000
