  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3314                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.015 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.3961   0.07806   0.06628   0.0098   1.0000   0.5318
  -4.500  -0.4150   0.07201   0.06042   0.0116   1.0000   0.5296
  -4.000  -0.4307   0.06566   0.05410   0.0121   1.0000   0.5321
  -3.500  -0.4242   0.05970   0.04804   0.0123   1.0000   0.5511
  -3.000  -0.4037   0.05456   0.04278   0.0133   1.0000   0.5877
  -2.500  -0.3755   0.05042   0.03867   0.0165   1.0000   0.6488
  -2.000  -0.3352   0.04697   0.03542   0.0216   1.0000   0.7673
  -1.500  -0.1540   0.03984   0.02594  -0.0206   1.0000   1.0000
  -1.000  -0.1354   0.04049   0.02554  -0.0189   1.0000   1.0000
  -0.500  -0.1126   0.04162   0.02585  -0.0177   1.0000   1.0000
   0.000  -0.0881   0.04310   0.02666  -0.0168   1.0000   1.0000
   0.500  -0.0626   0.04487   0.02785  -0.0164   1.0000   1.0000
   1.000  -0.0365   0.04692   0.02940  -0.0163   1.0000   1.0000
   1.500  -0.0098   0.04921   0.03125  -0.0165   1.0000   1.0000
   2.000   0.0173   0.05171   0.03337  -0.0169   1.0000   1.0000
   2.500   0.0447   0.05441   0.03574  -0.0174   1.0000   1.0000
   3.000   0.0723   0.05729   0.03834  -0.0181   1.0000   1.0000
   3.500   0.0998   0.06036   0.04117  -0.0188   1.0000   1.0000
   4.000   0.1273   0.06360   0.04422  -0.0197   1.0000   1.0000
   4.500   0.1545   0.06702   0.04749  -0.0207   1.0000   1.0000
   5.000   0.1813   0.07063   0.05098  -0.0217   1.0000   1.0000
   5.500   0.2077   0.07443   0.05471  -0.0228   1.0000   1.0000
   6.000   0.2335   0.07842   0.05866  -0.0240   1.0000   1.0000
   6.500   0.2588   0.08260   0.06284  -0.0253   1.0000   1.0000
   7.000   0.2835   0.08699   0.06725  -0.0267   1.0000   1.0000
   7.500   0.3076   0.09157   0.07189  -0.0281   1.0000   1.0000
   8.000   0.3311   0.09635   0.07675  -0.0297   1.0000   1.0000
   8.500   0.3540   0.10131   0.08184  -0.0314   1.0000   1.0000
   9.000   0.3762   0.10647   0.08713  -0.0332   1.0000   1.0000
   9.500   0.3980   0.11182   0.09262  -0.0351   1.0000   1.0000
  10.000   0.4193   0.11735   0.09833  -0.0372   1.0000   1.0000
  10.500   0.4401   0.12304   0.10421  -0.0394   1.0000   1.0000
  11.000   0.4605   0.12891   0.11027  -0.0417   1.0000   1.0000
  11.500   0.4806   0.13494   0.11652  -0.0442   1.0000   1.0000
  12.000   0.5004   0.14114   0.12294  -0.0469   1.0000   1.0000
  12.500   0.5550   0.15370   0.13592  -0.0581   0.9585   1.0000
  13.000   0.5898   0.16188   0.14441  -0.0641   0.9151   1.0000
  13.500   0.6294   0.17293   0.15579  -0.0707   0.8726   1.0000
  14.000   0.6515   0.17824   0.16135  -0.0734   0.8326   1.0000
  14.500   0.6786   0.18579   0.16915  -0.0770   0.7926   1.0000
  15.000   0.7060   0.19407   0.17769  -0.0805   0.7546   1.0000
