  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8814                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1096   0.12107   0.10313  -0.0326   1.0000   1.0000
  -4.500  -0.1000   0.11628   0.09838  -0.0325   1.0000   1.0000
  -4.000  -0.0912   0.11166   0.09383  -0.0322   1.0000   1.0000
  -3.500  -0.0833   0.10722   0.08948  -0.0319   1.0000   1.0000
  -3.000  -0.0764   0.10295   0.08529  -0.0313   1.0000   1.0000
  -2.500  -0.0708   0.09886   0.08127  -0.0307   1.0000   1.0000
  -2.000  -0.0667   0.09495   0.07746  -0.0298   1.0000   1.0000
  -1.500  -0.0642   0.09121   0.07383  -0.0288   1.0000   1.0000
  -1.000  -0.0637   0.08762   0.07035  -0.0276   1.0000   1.0000
  -0.500  -0.0654   0.08415   0.06700  -0.0261   1.0000   1.0000
   0.000  -0.0693   0.08075   0.06370  -0.0245   1.0000   1.0000
   0.500  -0.0757   0.07735   0.06042  -0.0226   1.0000   1.0000
   1.000  -0.0843   0.07386   0.05705  -0.0205   1.0000   1.0000
   1.500  -0.0942   0.07018   0.05349  -0.0184   1.0000   1.0000
   2.000  -0.1022   0.06639   0.04979  -0.0171   1.0000   1.0000
   2.500  -0.0713   0.06432   0.04746  -0.0248   1.0000   1.0000
   3.000   0.0289   0.06679   0.04917  -0.0465   1.0000   1.0000
   3.500   0.1366   0.07149   0.05314  -0.0672   1.0000   1.0000
   4.000   0.2266   0.07654   0.05771  -0.0826   1.0000   1.0000
   4.500   0.3015   0.08167   0.06255  -0.0943   1.0000   1.0000
   5.000   0.3655   0.08690   0.06762  -0.1034   1.0000   1.0000
   5.500   0.4215   0.09226   0.07294  -0.1110   1.0000   1.0000
   6.000   0.4712   0.09779   0.07853  -0.1174   1.0000   1.0000
   6.500   0.5159   0.10351   0.08438  -0.1230   1.0000   1.0000
   7.000   0.5563   0.10945   0.09052  -0.1281   1.0000   1.0000
   7.500   0.5933   0.11560   0.09692  -0.1329   1.0000   1.0000
   8.000   0.6274   0.12199   0.10360  -0.1374   1.0000   1.0000
   8.500   0.6589   0.12859   0.11052  -0.1418   1.0000   1.0000
   9.000   0.6883   0.13540   0.11770  -0.1461   1.0000   1.0000
   9.500   0.7160   0.14243   0.12510  -0.1505   1.0000   1.0000
  10.000   0.7421   0.14968   0.13274  -0.1549   1.0000   1.0000
  10.500   0.7671   0.15713   0.14063  -0.1595   1.0000   1.0000
  11.000   0.7909   0.16479   0.14870  -0.1643   1.0000   1.0000
  11.500   0.8139   0.17265   0.15697  -0.1692   1.0000   1.0000
  12.000   0.8363   0.18073   0.16550  -0.1743   1.0000   1.0000
  12.500   0.8582   0.18901   0.17419  -0.1797   1.0000   1.0000
  13.000   0.8798   0.19750   0.18308  -0.1852   1.0000   1.0000
  13.500   0.9013   0.20618   0.19218  -0.1909   1.0000   1.0000
  15.000   0.9732   0.23200   0.21913  -0.2107   0.9849   1.0000
