  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8414                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.030 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.4448   0.14053   0.13446   0.0042   1.0000   0.3003
  -4.500  -0.4493   0.13570   0.12973   0.0066   1.0000   0.3171
  -4.000  -0.4602   0.13234   0.12647   0.0064   1.0000   0.3360
  -2.000  -0.4627   0.11161   0.10612   0.0237   1.0000   0.5038
  -0.500  -0.2452   0.09284   0.08710   0.0221   1.0000   0.9347
   0.000  -0.3338   0.08947   0.08398   0.0406   1.0000   0.9019
   0.500  -0.4121   0.08489   0.07964   0.0553   1.0000   0.8696
   1.000  -0.4115   0.08089   0.07561   0.0488   1.0000   0.8273
   1.500   0.0152   0.08672   0.07844  -0.0874   1.0000   0.3323
   2.000   0.0891   0.08709   0.07803  -0.0978   1.0000   0.3234
   2.500   0.1726   0.08984   0.07987  -0.1086   0.9950   0.3381
   3.500   0.3136   0.09735   0.08592  -0.1227   0.9746   0.4217
   4.000   0.3700   0.10097   0.08951  -0.1267   0.9635   0.5038
   5.000   0.4627   0.10795   0.09617  -0.1312   0.9320   1.0000
   5.500   0.5016   0.11295   0.10055  -0.1329   0.9154   1.0000
   6.000   0.5363   0.11776   0.10496  -0.1340   0.8992   1.0000
   6.500   0.5701   0.12261   0.10952  -0.1351   0.8827   1.0000
   7.000   0.6008   0.12728   0.11398  -0.1358   0.8665   1.0000
   7.500   0.6311   0.13203   0.11857  -0.1365   0.8499   1.0000
   8.000   0.6593   0.13665   0.12308  -0.1371   0.8338   1.0000
   8.500   0.6872   0.14134   0.12771  -0.1376   0.8174   1.0000
   9.000   0.7137   0.14598   0.13232  -0.1381   0.8014   1.0000
   9.500   0.7399   0.15068   0.13701  -0.1387   0.7853   1.0000
  10.000   0.7653   0.15540   0.14176  -0.1394   0.7694   1.0000
  10.500   0.7904   0.16019   0.14660  -0.1402   0.7536   1.0000
  11.000   0.8153   0.16505   0.15152  -0.1410   0.7377   1.0000
  11.500   0.8399   0.17005   0.15663  -0.1420   0.7222   1.0000
  12.000   0.8643   0.17509   0.16178  -0.1431   0.7061   1.0000
  12.500   0.8887   0.18036   0.16720  -0.1444   0.6904   1.0000
  13.000   0.9125   0.18562   0.17261  -0.1458   0.6741   1.0000
  13.500   0.9358   0.19094   0.17812  -0.1472   0.6577   1.0000
  14.000   0.9585   0.19631   0.18368  -0.1488   0.6411   1.0000
  14.500   0.9791   0.20126   0.18883  -0.1503   0.6238   1.0000
  15.000   0.9990   0.20619   0.19400  -0.1520   0.6062   1.0000
