  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4313                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1325   0.00000  -0.00121  -0.0852   0.0000   0.0000
  -4.500  -0.0715   0.00000  -0.00120  -0.0859   0.0000   0.0000
  -4.000  -0.0105   0.00000  -0.00120  -0.0866   0.0000   0.0000
  -3.500   0.0506   0.00000  -0.00120  -0.0874   0.0000   0.0000
  -3.000   0.1116   0.00000  -0.00119  -0.0882   0.0000   0.0000
  -2.500   0.1727   0.00000  -0.00119  -0.0890   0.0000   0.0000
  -2.000   0.2337   0.00000  -0.00119  -0.0898   0.0000   0.0000
  -1.500   0.2947   0.00000  -0.00119  -0.0906   0.0000   0.0000
  -1.000   0.3557   0.00000  -0.00118  -0.0914   0.0000   0.0000
  -0.500   0.4166   0.00000  -0.00118  -0.0922   0.0000   0.0000
   0.000   0.4775   0.00000  -0.00118  -0.0931   0.0000   0.0000
   0.500   0.5384   0.00000  -0.00118  -0.0940   0.0000   0.0000
   1.000   0.5992   0.00000  -0.00119  -0.0948   0.0000   0.0000
   1.500   0.6600   0.00000  -0.00119  -0.0957   0.0000   0.0000
   2.000   0.7208   0.00000  -0.00119  -0.0966   0.0000   0.0000
   2.500   0.7815   0.00000  -0.00119  -0.0976   0.0000   0.0000
   3.000   0.8421   0.00000  -0.00120  -0.0985   0.0000   0.0000
   3.500   0.9027   0.00000  -0.00120  -0.0994   0.0000   0.0000
   4.000   0.9632   0.00000  -0.00121  -0.1004   0.0000   0.0000
   4.500   1.0236   0.00000  -0.00121  -0.1014   0.0000   0.0000
   5.000   1.0839   0.00000  -0.00122  -0.1023   0.0000   0.0000
   5.500   1.1442   0.00000  -0.00122  -0.1033   0.0000   0.0000
   6.000   1.2044   0.00000  -0.00123  -0.1043   0.0000   0.0000
   6.500   1.2645   0.00000  -0.00124  -0.1053   0.0000   0.0000
   7.000   1.3245   0.00000  -0.00125  -0.1063   0.0000   0.0000
   7.500   1.3843   0.00000  -0.00126  -0.1073   0.0000   0.0000
   8.000   1.4441   0.00000  -0.00127  -0.1084   0.0000   0.0000
   8.500   1.5038   0.00000  -0.00128  -0.1094   0.0000   0.0000
   9.000   1.5634   0.00000  -0.00129  -0.1104   0.0000   0.0000
   9.500   1.6228   0.00000  -0.00130  -0.1115   0.0000   0.0000
  10.000   1.6821   0.00000  -0.00131  -0.1126   0.0000   0.0000
  10.500   1.7413   0.00000  -0.00133  -0.1136   0.0000   0.0000
  11.000   1.8004   0.00000  -0.00134  -0.1147   0.0000   0.0000
  11.500   1.8593   0.00000  -0.00135  -0.1158   0.0000   0.0000
  12.000   1.9181   0.00000  -0.00137  -0.1169   0.0000   0.0000
  12.500   1.9767   0.00000  -0.00138  -0.1180   0.0000   0.0000
  13.000   2.0352   0.00000  -0.00140  -0.1191   0.0000   0.0000
  13.500   2.0935   0.00000  -0.00141  -0.1202   0.0000   0.0000
  14.000   2.1517   0.00000  -0.00143  -0.1213   0.0000   0.0000
  14.500   2.2097   0.00000  -0.00145  -0.1224   0.0000   0.0000
  15.000   2.2675   0.00000  -0.00146  -0.1235   0.0000   0.0000
