  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9414                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.5378   0.00000  -0.00136  -0.2367   0.0000   0.0000
  -4.500   0.5997   0.00000  -0.00135  -0.2379   0.0000   0.0000
  -4.000   0.6615   0.00000  -0.00135  -0.2391   0.0000   0.0000
  -3.500   0.7233   0.00000  -0.00135  -0.2403   0.0000   0.0000
  -3.000   0.7850   0.00000  -0.00135  -0.2415   0.0000   0.0000
  -2.500   0.8467   0.00000  -0.00135  -0.2428   0.0000   0.0000
  -2.000   0.9083   0.00000  -0.00135  -0.2441   0.0000   0.0000
  -1.500   0.9698   0.00000  -0.00136  -0.2454   0.0000   0.0000
  -1.000   1.0313   0.00000  -0.00136  -0.2467   0.0000   0.0000
  -0.500   1.0927   0.00000  -0.00136  -0.2480   0.0000   0.0000
   0.000   1.1540   0.00000  -0.00136  -0.2494   0.0000   0.0000
   0.500   1.2152   0.00000  -0.00137  -0.2508   0.0000   0.0000
   1.000   1.2763   0.00000  -0.00137  -0.2522   0.0000   0.0000
   1.500   1.3373   0.00000  -0.00138  -0.2536   0.0000   0.0000
   2.000   1.3983   0.00000  -0.00138  -0.2550   0.0000   0.0000
   2.500   1.4591   0.00000  -0.00139  -0.2565   0.0000   0.0000
   3.000   1.5198   0.00000  -0.00139  -0.2579   0.0000   0.0000
   3.500   1.5804   0.00000  -0.00140  -0.2594   0.0000   0.0000
   4.000   1.6408   0.00000  -0.00141  -0.2609   0.0000   0.0000
   4.500   1.7012   0.00000  -0.00142  -0.2624   0.0000   0.0000
   5.000   1.7614   0.00000  -0.00142  -0.2639   0.0000   0.0000
   5.500   1.8215   0.00000  -0.00143  -0.2655   0.0000   0.0000
   6.000   1.8814   0.00000  -0.00144  -0.2670   0.0000   0.0000
   6.500   1.9412   0.00000  -0.00145  -0.2686   0.0000   0.0000
   7.000   2.0009   0.00000  -0.00146  -0.2702   0.0000   0.0000
   7.500   2.0604   0.00000  -0.00147  -0.2718   0.0000   0.0000
   8.000   2.1197   0.00000  -0.00149  -0.2734   0.0000   0.0000
   8.500   2.1789   0.00000  -0.00150  -0.2750   0.0000   0.0000
   9.000   2.2379   0.00000  -0.00151  -0.2766   0.0000   0.0000
   9.500   2.2967   0.00000  -0.00152  -0.2782   0.0000   0.0000
  10.000   2.3554   0.00000  -0.00154  -0.2799   0.0000   0.0000
  10.500   2.4139   0.00000  -0.00155  -0.2815   0.0000   0.0000
  11.000   2.4722   0.00000  -0.00157  -0.2832   0.0000   0.0000
  11.500   2.5303   0.00000  -0.00158  -0.2849   0.0000   0.0000
  12.000   2.5882   0.00000  -0.00160  -0.2866   0.0000   0.0000
  12.500   2.6460   0.00000  -0.00161  -0.2883   0.0000   0.0000
  13.000   2.7035   0.00000  -0.00163  -0.2900   0.0000   0.0000
  13.500   2.7608   0.00000  -0.00165  -0.2917   0.0000   0.0000
  14.000   2.8179   0.00000  -0.00166  -0.2934   0.0000   0.0000
  14.500   2.8748   0.00000  -0.00168  -0.2951   0.0000   0.0000
  15.000   2.9315   0.00000  -0.00170  -0.2968   0.0000   0.0000
