  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2613                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2919   0.00000  -0.00117  -0.0709   0.0000   0.0000
  -4.500  -0.2311   0.00000  -0.00117  -0.0717   0.0000   0.0000
  -4.000  -0.1702   0.00000  -0.00117  -0.0725   0.0000   0.0000
  -3.500  -0.1093   0.00000  -0.00117  -0.0733   0.0000   0.0000
  -3.000  -0.0483   0.00000  -0.00116  -0.0741   0.0000   0.0000
  -2.500   0.0126   0.00000  -0.00116  -0.0749   0.0000   0.0000
  -2.000   0.0735   0.00000  -0.00116  -0.0757   0.0000   0.0000
  -1.500   0.1344   0.00000  -0.00116  -0.0765   0.0000   0.0000
  -1.000   0.1953   0.00000  -0.00116  -0.0774   0.0000   0.0000
  -0.500   0.2562   0.00000  -0.00117  -0.0782   0.0000   0.0000
   0.000   0.3171   0.00000  -0.00117  -0.0790   0.0000   0.0000
   0.500   0.3780   0.00000  -0.00117  -0.0798   0.0000   0.0000
   1.000   0.4388   0.00000  -0.00117  -0.0806   0.0000   0.0000
   1.500   0.4996   0.00000  -0.00118  -0.0814   0.0000   0.0000
   2.000   0.5603   0.00000  -0.00118  -0.0822   0.0000   0.0000
   2.500   0.6210   0.00000  -0.00119  -0.0830   0.0000   0.0000
   3.000   0.6817   0.00000  -0.00119  -0.0838   0.0000   0.0000
   3.500   0.7423   0.00000  -0.00120  -0.0846   0.0000   0.0000
   4.000   0.8028   0.00000  -0.00121  -0.0854   0.0000   0.0000
   4.500   0.8633   0.00000  -0.00121  -0.0862   0.0000   0.0000
   5.000   0.9237   0.00000  -0.00122  -0.0870   0.0000   0.0000
   5.500   0.9841   0.00000  -0.00123  -0.0878   0.0000   0.0000
   6.000   1.0444   0.00000  -0.00124  -0.0886   0.0000   0.0000
   6.500   1.1046   0.00000  -0.00125  -0.0893   0.0000   0.0000
   7.000   1.1647   0.00000  -0.00126  -0.0901   0.0000   0.0000
   7.500   1.2247   0.00000  -0.00127  -0.0909   0.0000   0.0000
   8.000   1.2847   0.00000  -0.00128  -0.0916   0.0000   0.0000
   8.500   1.3445   0.00000  -0.00129  -0.0924   0.0000   0.0000
   9.000   1.4042   0.00000  -0.00131  -0.0931   0.0000   0.0000
   9.500   1.4639   0.00000  -0.00132  -0.0939   0.0000   0.0000
  10.000   1.5234   0.00000  -0.00133  -0.0946   0.0000   0.0000
  10.500   1.5828   0.00000  -0.00135  -0.0954   0.0000   0.0000
  11.000   1.6421   0.00000  -0.00136  -0.0961   0.0000   0.0000
  11.500   1.7012   0.00000  -0.00138  -0.0968   0.0000   0.0000
  12.000   1.7602   0.00000  -0.00139  -0.0975   0.0000   0.0000
  12.500   1.8191   0.00000  -0.00141  -0.0983   0.0000   0.0000
  13.000   1.8779   0.00000  -0.00142  -0.0990   0.0000   0.0000
  13.500   1.9365   0.00000  -0.00144  -0.0997   0.0000   0.0000
  14.000   1.9950   0.00000  -0.00146  -0.1003   0.0000   0.0000
  14.500   2.0533   0.00000  -0.00147  -0.1010   0.0000   0.0000
  15.000   2.1114   0.00000  -0.00149  -0.1017   0.0000   0.0000
