  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9221                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.4180   0.00000  -0.00224  -0.1536   0.0000   0.0000
  -4.500   0.4833   0.00000  -0.00223  -0.1551   0.0000   0.0000
  -4.000   0.5485   0.00000  -0.00223  -0.1566   0.0000   0.0000
  -3.500   0.6137   0.00000  -0.00222  -0.1581   0.0000   0.0000
  -3.000   0.6789   0.00000  -0.00221  -0.1597   0.0000   0.0000
  -2.500   0.7440   0.00000  -0.00221  -0.1614   0.0000   0.0000
  -2.000   0.8090   0.00000  -0.00220  -0.1631   0.0000   0.0000
  -1.500   0.8740   0.00000  -0.00220  -0.1648   0.0000   0.0000
  -1.000   0.9389   0.00000  -0.00219  -0.1666   0.0000   0.0000
  -0.500   1.0038   0.00000  -0.00219  -0.1685   0.0000   0.0000
   0.000   1.0685   0.00000  -0.00219  -0.1704   0.0000   0.0000
   0.500   1.1332   0.00000  -0.00218  -0.1723   0.0000   0.0000
   1.000   1.1978   0.00000  -0.00218  -0.1743   0.0000   0.0000
   1.500   1.2623   0.00000  -0.00218  -0.1763   0.0000   0.0000
   2.000   1.3268   0.00000  -0.00217  -0.1784   0.0000   0.0000
   2.500   1.3911   0.00000  -0.00217  -0.1805   0.0000   0.0000
   3.000   1.4553   0.00000  -0.00217  -0.1827   0.0000   0.0000
   3.500   1.5194   0.00000  -0.00217  -0.1849   0.0000   0.0000
   4.000   1.5833   0.00000  -0.00217  -0.1872   0.0000   0.0000
   4.500   1.6472   0.00000  -0.00217  -0.1895   0.0000   0.0000
   5.000   1.7109   0.00000  -0.00217  -0.1918   0.0000   0.0000
   5.500   1.7745   0.00000  -0.00217  -0.1942   0.0000   0.0000
   6.000   1.8380   0.00000  -0.00217  -0.1966   0.0000   0.0000
   6.500   1.9013   0.00000  -0.00218  -0.1991   0.0000   0.0000
   7.000   1.9645   0.00000  -0.00218  -0.2016   0.0000   0.0000
   7.500   2.0275   0.00000  -0.00218  -0.2041   0.0000   0.0000
   8.000   2.0904   0.00000  -0.00218  -0.2067   0.0000   0.0000
   8.500   2.1531   0.00000  -0.00219  -0.2093   0.0000   0.0000
   9.000   2.2157   0.00000  -0.00219  -0.2119   0.0000   0.0000
   9.500   2.2780   0.00000  -0.00220  -0.2146   0.0000   0.0000
  10.000   2.3403   0.00000  -0.00220  -0.2173   0.0000   0.0000
  10.500   2.4023   0.00000  -0.00221  -0.2201   0.0000   0.0000
  11.000   2.4641   0.00000  -0.00221  -0.2228   0.0000   0.0000
  11.500   2.5258   0.00000  -0.00222  -0.2256   0.0000   0.0000
  12.000   2.5873   0.00000  -0.00223  -0.2285   0.0000   0.0000
  12.500   2.6485   0.00000  -0.00223  -0.2313   0.0000   0.0000
  13.000   2.7096   0.00000  -0.00224  -0.2342   0.0000   0.0000
  13.500   2.7705   0.00000  -0.00225  -0.2372   0.0000   0.0000
  14.000   2.8311   0.00000  -0.00226  -0.2401   0.0000   0.0000
  14.500   2.8916   0.00000  -0.00227  -0.2431   0.0000   0.0000
  15.000   2.9518   0.00000  -0.00228  -0.2461   0.0000   0.0000
