 
# QPROP Version 1.22
# 
# Propeller_1919                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   4000.      0.000  0.4346      0.8825E-02   3.697       5.413    0.7931   0.8611   0.0000   0.00000  0.8712E-01  0.2853E-01   7.6654   0.0000   4.293       0.000       0.6313  0.1017    
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0057  0.0070  23.668   0.7367  0.05403     1085  0.007   0.0000   0.8014  0.7183       18.69      0.3082E-01
   0.0080  0.0109  21.118   0.6368  0.02442     2372  0.009   0.0000   0.8845  0.9900       18.24      0.4226E-01
   0.0103  0.0145  18.721   0.5744  0.01460     4079  0.012   0.0000   0.9184   1.238       17.61      0.5247E-01
   0.0126  0.0178  16.475   0.5286  0.01119     6160  0.015   0.0000   0.9290   1.465       16.94      0.6166E-01
   0.0149  0.0208  14.382   0.4924  0.01041     8565  0.018   0.0000   0.9267   1.674       16.28      0.6995E-01
   0.0171  0.0236  12.440   0.4629  0.01083    11241  0.020   0.0000   0.9169   1.866       15.65      0.7748E-01
   0.0194  0.0261  10.651   0.4384  0.01177    14136  0.023   0.0000   0.9027   2.043       15.05      0.8433E-01
   0.0217  0.0283   9.015   0.4234  0.03156    17191  0.026   0.0000   0.7622   2.219       14.58      0.9122E-01
   0.0241  0.0303   7.530   0.5036  0.05144    20219  0.029   0.0000   0.7113   2.611       15.61      0.1084    
   0.0264  0.0320   6.197   0.5702  0.07275    23299  0.031   0.0000   0.6702   2.972       16.29      0.1242    
   0.0286  0.0334   5.017   0.6247  0.09297    26388  0.034   0.0000   0.6387   3.304       16.71      0.1387    
   0.0310  0.0345   3.989   0.6681  0.11064    29439  0.036   0.0000   0.6149   3.610       16.92      0.1519    
   0.0333  0.0353   3.113   0.7016  0.12493    32403  0.039   0.0000   0.5972   3.889       16.97      0.1637    
   0.0356  0.0359   2.389   0.7260  0.13540    35231  0.042   0.0000   0.5845   4.141       16.90      0.1742    
   0.0379  0.0362   1.817   0.7419  0.14185    37870  0.045   0.0000   0.5759   4.368       16.72      0.1833    
   0.0402  0.0363   1.397   0.7498  0.14424    40268  0.047   0.0000   0.5711   4.567       16.45      0.1912    
   0.0425  0.0360   1.130   0.7498  0.14266    42372  0.050   0.0000   0.5697   4.739       16.10      0.1977    
   0.0447  0.0355   1.015   0.7418  0.13733    44126  0.053   0.0000   0.5715   4.881       15.69      0.2028    
   0.0470  0.0347   1.051   0.7254  0.12855    45475  0.056   0.0000   0.5764   4.994       15.22      0.2065    
   0.0493  0.0337   1.240   0.7001  0.11682    46362  0.059   0.0000   0.5845   5.074       14.70      0.2088    
   0.0516  0.0324   1.582   0.6650  0.10280    46726  0.062   0.0000   0.5956   5.124       14.14      0.2098    
   0.0539  0.0308   2.075   0.6193  0.08748    46505  0.065   0.0000   0.6092   5.152       13.56      0.2099    
   0.0563  0.0289   2.721   0.5617  0.07239    45628  0.068   0.0000   0.6235   5.182       13.05      0.2103    
   0.0585  0.0267   3.518   0.4909  0.06072    43995  0.070   0.0000   0.6301   5.318       12.85      0.2154    
   0.0609  0.0243   4.468   0.4032  0.07004    41276  0.073   0.0000   0.5725   6.210       14.58      0.2553    
