 
# QPROP Version 1.22
# 
# Propeller_2004                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
 GVCALC: Not converged.  Res a CL =  6.477611147497828E-004
 -9.129329655064691E-002  0.240769738491340     
#   0.000   4000.      0.000  0.2732      0.3339E-02   1.399       5.370    0.3623   0.7191   0.0000   0.00000  0.3370E-01  0.5885E-02   5.3826   0.0000   1.945       0.000       0.2801  0.2715E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0058  0.0071  23.576   0.6556  0.03047     1094  0.007   0.0000   0.8816  0.8590       22.45      0.3430E-01
   0.0084  0.0091  20.855   0.6096  0.02089     2069  0.010   0.0000   0.9041   1.155       20.44      0.4487E-01
   0.0111  0.0109  18.305   0.5515  0.01618     3301  0.013   0.0000   0.9110   1.404       18.67      0.5335E-01
   0.0137  0.0126  15.926   0.4923  0.01379     4759  0.016   0.0000   0.9086   1.608       17.08      0.6000E-01
   0.0163  0.0142  13.717   0.4361  0.01259     6406  0.019   0.0000   0.8991   1.769       15.62      0.6505E-01
   0.0189  0.0155  11.678   0.3846  0.01204     8207  0.023   0.0000   0.8833   1.893       14.27      0.6873E-01
   0.0215  0.0167   9.810   0.3384  0.01185    10125  0.026   0.0000   0.8617   1.983       13.04      0.7124E-01
   0.0242  0.0178   8.112   0.2978  0.01183    12120  0.029   0.0000   0.8345   2.044       11.92      0.7281E-01
   0.0268  0.0187   6.585   0.2626  0.01190    14155  0.032   0.0000   0.8025   2.082       10.90      0.7364E-01
   0.0294  0.0194   5.228   0.2328  0.01199    16190  0.036   0.0000   0.7667   2.103       9.988      0.7394E-01
   0.0320  0.0200   4.042   0.2080  0.01206    18189  0.039   0.0000   0.7291   2.112       9.183      0.7392E-01
   0.0346  0.0204   3.027   0.2151  0.03376    20080  0.042   0.0000   0.4915   2.258       9.068      0.7895E-01
   0.0373  0.0206   2.181   0.2286  0.03984    21855  0.045   0.0000   0.4647   2.428       9.066      0.8491E-01
   0.0399  0.0207   1.507   0.2393  0.04456    23488  0.049   0.0000   0.4457   2.576       8.984      0.9005E-01
   0.0425  0.0206   1.002   0.2474  0.04746    24942  0.052   0.0000   0.4341   2.700       8.831      0.9431E-01
   0.0451  0.0204   0.668   0.2528  0.04831    26182  0.055   0.0000   0.4294   2.798       8.614      0.9763E-01
   0.0477  0.0200   0.505   0.2557  0.04706    27172  0.058   0.0000   0.4314   2.869       8.340      0.9995E-01
   0.0503  0.0194   0.512   0.2560  0.04383    27873  0.061   0.0000   0.4403   2.911       8.011      0.1012    
   0.0530  0.0187   0.690   0.2536  0.03892    28248  0.065   0.0000   0.4566   2.921       7.633      0.1014    
   0.0556  0.0178   1.038   0.2486  0.03280    28260  0.068   0.0000   0.4813   2.899       7.208      0.1004    
   0.0582  0.0167   1.557   0.2408  0.02640    27869  0.071   0.0000   0.5137   2.861       6.787      0.9897E-01
   0.0608  0.0155   2.246   0.2875  0.00908    26999  0.074   0.0000   0.7927   3.089       7.015      0.1069    
   0.0635  0.0141   3.105   0.3385  0.00845    25651  0.078   0.0000   0.8349   3.363       7.330      0.1166    
   0.0661  0.0126   4.135   0.3850  0.00801    23784  0.081   0.0000   0.8661   3.735       7.829      0.1298    
   0.0687  0.0109   5.336   0.3680  0.00848    21335  0.084   0.0000   0.8698   4.441       8.991      0.1553    
