 
# QPROP Version 1.22
# 
# Propeller_1883                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   4000.      0.000 -0.6432E-02  0.6666E-03  0.2792       5.349    0.1524   0.3427   0.0000   0.00000 -0.1004E-02  0.1577E-02 NaN        0.0000  0.8149       0.000      -0.0095  0.1629E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0057  0.0055  23.559   1.0474  0.03607      823  0.006   0.0000   0.9165  0.9221       25.10      0.4067E-01
   0.0082  0.0065  20.803   0.9442  0.02522     1419  0.009   0.0000   0.9272   1.180       21.73      0.4947E-01
   0.0107  0.0074  18.218   0.8068  0.01956     2142  0.012   0.0000   0.9261   1.366       18.88      0.5520E-01
   0.0131  0.0082  15.803   0.6629  0.01599     2981  0.015   0.0000   0.9174   1.482       16.34      0.5823E-01
   0.0156  0.0090  13.558   0.5251  0.01353     3922  0.019   0.0000   0.9005   1.531       14.00      0.5881E-01
   0.0180  0.0097  11.483   0.3996  0.01175     4951  0.022   0.0000   0.8714   1.514       11.82      0.5715E-01
   0.0205  0.0104   9.577   0.2895  0.01041     6053  0.025   0.0000   0.8221   1.435       9.767      0.5344E-01
   0.0230  0.0110   7.842   0.1967  0.00940     7213  0.028   0.0000   0.7372   1.298       7.833      0.4784E-01
   0.0254  0.0116   6.277   0.1218  0.00867     8416  0.031   0.0000   0.5919   1.108       6.007      0.4051E-01
   0.0279  0.0120   4.882   0.0651  0.00821     9647  0.034   0.0000   0.3690  0.8695       4.283      0.3163E-01
   0.0303  0.0125   3.657   0.0263  0.00803    10891  0.037   0.0000   0.1303  0.5888       2.659      0.2134E-01
   0.0328  0.0128   2.602   0.0050  0.00819    12134  0.040   0.0000   0.0116  0.2717       1.134      0.9833E-02
   0.0353  0.0131   1.717   0.0000  0.00876    13361  0.043   0.0000   0.0000 -0.7447E-01   179.7     -0.2694E-02
   0.0377  0.0134   1.002   0.0000  0.00969    14561  0.046   0.0000  -0.0007 -0.4178       178.5     -0.1512E-01
   0.0402  0.0136   0.457   0.0000  0.01086    15722  0.049   0.0000  -0.0019 -0.7341       177.5     -0.2661E-01
   0.0426  0.0137   0.082  -0.0409  0.01132    16841  0.052   0.0000   0.1511 -0.8914       177.1     -0.3232E-01
   0.0451  0.0138  -0.123  -0.0915  0.01149    17906  0.055   0.0000   0.2833 -0.9428       177.1     -0.3419E-01
   0.0475  0.0138  -0.158  -0.1134  0.01220    18900  0.059   0.0000   0.3157 -0.9942       177.1     -0.3605E-01
   0.0500  0.0138  -0.023  -0.1080  0.01355    19809  0.062   0.0000   0.2835  -1.046       177.1     -0.3792E-01
   0.0525  0.0137   0.283  -0.0774  0.01570    20622  0.065   0.0000   0.1958  -1.097       177.1     -0.3978E-01
   0.0549  0.0135   0.758  -0.0234  0.01892    21326  0.068   0.0000   0.0560  -1.149       177.1     -0.4165E-01
   0.0574  0.0133   1.403   0.0000  0.02106    21919  0.071   0.0000  -0.0016 -0.9495       177.7     -0.3440E-01
   0.0599  0.0130   2.218   0.0000  0.02195    22380  0.074   0.0000  -0.0004 -0.4772       178.9     -0.1727E-01
   0.0623  0.0126   3.203   0.0013  0.02256    22684  0.077   0.0000   0.0003  0.1863      0.4090      0.6739E-02
   0.0648  0.0122   4.359   0.0262  0.02402    22812  0.080   0.0000   0.0348  0.9274       1.960      0.3359E-01
