 
# QPROP Version 1.22
# 
# Propeller_1516                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   4000.      0.000  0.2479E-01  0.1979E-03  0.8290E-01   5.345    0.1155   0.1342   0.0000   0.00000  0.4968E-02  0.6399E-03   1.8305   0.0000  0.6176       0.000       0.0505  0.5610E-02
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0057  0.0120  23.508   0.5593  0.02391     1824  0.006   0.0000   0.8858  0.7975       21.18      0.3532E-01
   0.0080  0.0139  20.655   0.5205  0.01763     3021  0.009   0.0000   0.8983   1.008       18.62      0.4321E-01
   0.0103  0.0157  17.977   0.4603  0.01360     4436  0.012   0.0000   0.9009   1.164       16.42      0.4870E-01
   0.0126  0.0172  15.475   0.3939  0.01100     6037  0.015   0.0000   0.8957   1.269       14.43      0.5210E-01
   0.0149  0.0186  13.147   0.3282  0.00930     7789  0.018   0.0000   0.8821   1.327       12.63      0.5366E-01
   0.0171  0.0199  10.994   0.2669  0.00819     9658  0.021   0.0000   0.8582   1.341       10.96      0.5359E-01
   0.0194  0.0210   9.016   0.2117  0.00745    11611  0.024   0.0000   0.8204   1.317       9.430      0.5210E-01
   0.0217  0.0219   7.214   0.1635  0.00695    13610  0.027   0.0000   0.7637   1.258       8.016      0.4940E-01
   0.0241  0.0227   5.586   0.1226  0.00659    15623  0.029   0.0000   0.6824   1.171       6.720      0.4571E-01
   0.0264  0.0233   4.134   0.0889  0.00632    17613  0.032   0.0000   0.5729   1.061       5.542      0.4124E-01
   0.0286  0.0237   2.856   0.0620  0.00611    19548  0.035   0.0000   0.4396  0.9352       4.483      0.3623E-01
   0.0310  0.0240   1.753   0.0415  0.00593    21393  0.038   0.0000   0.2996  0.8010       3.549      0.3096E-01
   0.0333  0.0241   0.826   0.0265  0.00578    23116  0.041   0.0000   0.1782  0.6660       2.744      0.2571E-01
   0.0356  0.0241   0.073   0.0162  0.00564    24685  0.044   0.0000   0.0932  0.5391       2.076      0.2078E-01
   0.0379  0.0239  -0.504   0.0097  0.00552    26069  0.047   0.0000   0.0449  0.4292       1.552      0.1654E-01
   0.0402  0.0235  -0.906   0.0061  0.00542    27235  0.049   0.0000   0.0221  0.3461       1.180      0.1333E-01
   0.0425  0.0230  -1.134   0.0044  0.00534    28153  0.052   0.0000   0.0134  0.2997      0.9659      0.1154E-01
   0.0447  0.0223  -1.186   0.0043  0.00529    28791  0.055   0.0000   0.0125  0.2991      0.9144      0.1152E-01
   0.0470  0.0215  -1.064   0.0059  0.00526    29117  0.058   0.0000   0.0192  0.3522       1.024      0.1356E-01
   0.0493  0.0205  -0.766   0.0102  0.00525    29099  0.061   0.0000   0.0413  0.4639       1.286      0.1787E-01
   0.0516  0.0193  -0.293   0.0194  0.00525    28702  0.064   0.0000   0.0971  0.6354       1.684      0.2449E-01
   0.0539  0.0179   0.355   0.0367  0.00526    27895  0.066   0.0000   0.2097  0.8628       2.190      0.3327E-01
   0.0563  0.0165   1.177   0.0655  0.00526    26646  0.069   0.0000   0.3753   1.141       2.778      0.4402E-01
   0.0585  0.0148   2.175   0.1034  0.00531    24922  0.072   0.0000   0.5398   1.481       3.468      0.5723E-01
   0.0609  0.0130   3.348   0.1229  0.00553    22684  0.075   0.0000   0.6332   1.987       4.485      0.7699E-01
