 
# QPROP Version 1.22
# 
# Propeller_4222                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   4000.      0.000 -0.7025E-01  0.3941E-03  0.1651       5.346    0.1310   0.2358   0.0000   0.00000 -0.1408E-01  0.1274E-02 NaN        0.0000  0.7001       0.000      -0.1168  0.6969E-02
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0057  0.0064  23.461   0.9323  0.04867      925  0.006   0.0000   0.8856  0.9842       28.14      0.4874E-01
   0.0080  0.0073  20.518   0.8322  0.03042     1525  0.009   0.0000   0.9091   1.238       24.01      0.5712E-01
   0.0103  0.0081  17.754   0.6975  0.02203     2234  0.012   0.0000   0.9112   1.407       20.48      0.6175E-01
   0.0126  0.0088  15.169   0.5560  0.01727     3037  0.015   0.0000   0.9006   1.494       17.32      0.6311E-01
   0.0149  0.0095  12.764   0.4212  0.01422     3922  0.018   0.0000   0.8762   1.499       14.41      0.6155E-01
   0.0171  0.0101  10.538   0.3001  0.01212     4872  0.021   0.0000   0.8299   1.427       11.70      0.5729E-01
   0.0194  0.0106   8.492   0.1971  0.01063     5873  0.024   0.0000   0.7428   1.280       9.157      0.5057E-01
   0.0217  0.0111   6.625   0.1144  0.00960     6909  0.027   0.0000   0.5795   1.064       6.755      0.4155E-01
   0.0241  0.0115   4.938   0.0536  0.00897     7965  0.030   0.0000   0.3152  0.7854       4.485      0.3043E-01
   0.0264  0.0119   3.430   0.0155  0.00869     9025  0.032   0.0000   0.0664  0.4505       2.341      0.1737E-01
   0.0286  0.0122   2.101   0.0003  0.00878    10076  0.035   0.0000   0.0002  0.6685E-01  0.3192      0.2574E-02
   0.0310  0.0124   0.952   0.0000  0.00915    11103  0.038   0.0000  -0.0007 -0.3422       178.5     -0.1319E-01
   0.0333  0.0126  -0.018  -0.0207  0.00928    12099  0.041   0.0000   0.0980 -0.6952       177.1     -0.2684E-01
   0.0356  0.0128  -0.808  -0.1672  0.00793    13070  0.044   0.0000   0.5123 -0.7433       177.1     -0.2869E-01
   0.0379  0.0128  -1.419  -0.2759  0.00713    13993  0.047   0.0000   0.6588 -0.7914       177.1     -0.3055E-01
   0.0402  0.0129  -1.850  -0.3467  0.00666    14856  0.049   0.0000   0.7221 -0.8395       177.1     -0.3241E-01
   0.0425  0.0128  -2.102  -0.3797  0.00638    15649  0.052   0.0000   0.7480 -0.8876       177.1     -0.3426E-01
   0.0447  0.0127  -2.175  -0.3747  0.00622    16359  0.055   0.0000   0.7503 -0.9357       177.1     -0.3612E-01
   0.0470  0.0125  -2.068  -0.3319  0.00615    16974  0.058   0.0000   0.7292 -0.9838       177.1     -0.3798E-01
   0.0493  0.0123  -1.782  -0.2511  0.00619    17482  0.061   0.0000   0.6693  -1.032       177.1     -0.3983E-01
   0.0516  0.0120  -1.316  -0.1324  0.00640    17873  0.064   0.0000   0.5074  -1.080       177.1     -0.4169E-01
   0.0539  0.0117  -0.671   0.0000  0.00671    18136  0.066   0.0000  -0.0022  -1.049       177.3     -0.4049E-01
   0.0563  0.0113   0.154   0.0000  0.00616    18272  0.069   0.0000  -0.0003 -0.4356       178.9     -0.1678E-01
   0.0585  0.0108   1.158   0.0046  0.00590    18238  0.072   0.0000   0.0109  0.3505      0.8189      0.1350E-01
   0.0609  0.0103   2.341   0.0448  0.00596    18019  0.075   0.0000   0.2612   1.207       2.717      0.4657E-01
