 
# QPROP Version 1.22
# 
# Propeller_2996                                                                  
# 
# Dummy motor for RPM-fixed runs                                                  
#   0.10000      R  (Ohms)                      
#   0.10000      Io (Amps)                      
#    750.00      Kv (rpm/Volt)                  
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
#   0.000   4000.      0.000  0.3927      0.2773E-02   1.162       5.365    0.3178   0.6813   0.0000   0.00000  0.3878E-01  0.3701E-02   6.1044   0.0000   1.705       0.000       0.5351 -0.1116E-01
# 
#  radius   chord   beta      Cl       Cd       Re    Mach     effi     effp    Wa(m/s)     Aswirl      adv_wake
   0.0059  0.0076  24.321   0.3604  0.35758     1237  0.007   0.0000   0.1580  0.6324       15.42      0.2195E-01
   0.0087  0.0086  23.015   0.4401  0.24654     2080  0.010   0.0000   0.2750  0.9079       15.00      0.3139E-01
   0.0115  0.0096  21.777   0.4941  0.17112     3063  0.014   0.0000   0.3905   1.170       14.60      0.4030E-01
   0.0142  0.0105  20.607   0.5295  0.11670     4169  0.017   0.0000   0.5044   1.416       14.18      0.4858E-01
   0.0170  0.0113  19.506   0.5513  0.07674     5380  0.020   0.0000   0.6156   1.644       13.74      0.5621E-01
   0.0198  0.0120  18.473   0.5630  0.04731     6676  0.024   0.0000   0.7229   1.854       13.29      0.6316E-01
   0.0226  0.0127  17.508   0.5674  0.02574     8040  0.027   0.0000   0.8253   2.047       12.83      0.6946E-01
   0.0253  0.0132  16.612   0.5666  0.01004     9452  0.031   0.0000   0.9217   2.222       12.37      0.7514E-01
   0.0281  0.0137  15.784   0.5625 -0.00128    10892  0.034   0.0000   1.0114   2.381       11.92      0.8023E-01
   0.0309  0.0141  15.025   0.5563 -0.00933    12341  0.037   0.0000   1.0938   2.525       11.48      0.8481E-01
   0.0337  0.0145  14.334   0.5492 -0.01497    13779  0.041   0.0000   1.1684   2.655       11.05      0.8891E-01
   0.0365  0.0147  13.711   0.5422 -0.01881    15186  0.044   0.0000   1.2344   2.773       10.64      0.9262E-01
   0.0393  0.0149  13.157   0.5359 -0.02131    16543  0.048   0.0000   1.2909   2.881       10.26      0.9600E-01
   0.0420  0.0149  12.671   0.5309 -0.02281    17829  0.051   0.0000   1.3366   2.981       9.897      0.9910E-01
   0.0448  0.0149  12.254   0.5278 -0.02352    19025  0.054   0.0000   1.3700   3.074       9.559      0.1020    
   0.0476  0.0149  11.905   0.5269 -0.02360    20111  0.058   0.0000   1.3895   3.161       9.246      0.1047    
   0.0504  0.0147  11.624   0.5286 -0.02313    21066  0.061   0.0000   1.3939   3.245       8.957      0.1073    
   0.0531  0.0144  11.412   0.5328 -0.02216    21872  0.065   0.0000   1.3825   3.326       8.691      0.1098    
   0.0559  0.0141  11.268   0.5394 -0.02067    22508  0.068   0.0000   1.3553   3.404       8.448      0.1123    
   0.0587  0.0137  11.193   0.5480 -0.01858    22955  0.072   0.0000   1.3127   3.483       8.228      0.1147    
   0.0615  0.0132  11.186   0.5570 -0.01578    23193  0.075   0.0000   1.2559   3.565       8.036      0.1173    
   0.0643  0.0126  11.247   0.5639 -0.01206    23201  0.078   0.0000   1.1861   3.658       7.885      0.1203    
   0.0670  0.0120  11.377   0.5626 -0.00723    22958  0.082   0.0000   1.1053   3.781       7.809      0.1243    
   0.0698  0.0113  11.575   0.5386 -0.00121    22440  0.085   0.0000   1.0167   3.988       7.911      0.1311    
   0.0726  0.0104  11.841   0.4332  0.00515    21601  0.088   0.0000   0.9258   4.521       8.647      0.1492    
