config_id,radius,ring height,ring thickness,blade count,inner thickness,inner max pos,inner camber,inner chord,inner angle,mid radial pos,mid chord,mid angle,outer thickness,outer max pos,outer camber,outer chord,outer angle,m_hub_kg,m_blades_kg,m_outer_ring_kg,m_total_kg,naca_hub,naca_inner,naca_mid,naca_outer,qprop_ok,V,rpm,Dbeta,T,Q,Pshaft,CT,CP,FOM,eff_aero,cl_avg,cd_avg,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,frontal_area_m2,T_static_N,Pshaft_ref_W,Q_ref_Nm,T_over_W_static,h_max_m,flight_time_s,hover_time_s,v_max_up_m_s,v_impact_m_s,rpm_impact,spin_stop_time_s,inner_solidity,mid_radius_mm,mid_solidity,mid_thickness,inner_abs_thickness_mm,mid_abs_thickness_mm,outer_abs_thickness_mm,min_blade_abs_thickness_mm,max_section_solidity
4555,76,4.0,2.0,4,16,7,4,7,24,0.6,11,10,15,4,8,10,9,0.000633,0.002286,0.002325,0.005245,4716,4716,6515,8415,True,0.0,4000.0,0.0,0.6234,0.006979,2.924,0.05535,0.008153,0.79836,1.36638,0.9875,0.008042,True,True,4000.0,0.005245,1.8e-05,0.001169,0.6234,2.923357,0.006979,12.116337,33.474483,9.783989,2.727757,18.293496,-7.285776,405.381888,,0.540162,45.6,0.153571,15.4,1.12,1.694,1.5,1.12,0.540162
4563,70,4.0,2.0,5,22,5,4,6,18,0.4,25,9,21,3,6,13,7,0.000633,0.016751,0.002142,0.019526,4522,4522,5422,6321,True,0.0,4000.0,0.0,0.3402,0.003285,1.376,0.04197,0.005789,0.74255,1.30178,0.3398,0.008855,True,True,4000.0,0.019526,4.1e-05,0.001093,0.3402,1.376018,0.003285,1.776045,11.601876,6.06835,1.752629,4.83301,-9.121303,1862.806272,,0.578745,28.0,0.710513,21.6,1.32,5.4,2.73,1.32,0.710513
4580,75,4.0,2.0,5,20,6,7,6,25,0.6,25,14,7,3,2,19,5,0.000633,0.009636,0.002295,0.012564,7619,7620,4412,2307,True,0.0,4000.0,0.0,0.3928,0.00416,1.743,0.03677,0.005193,0.6788,1.22616,0.2394,0.01151,True,True,4000.0,0.012564,3.3e-05,0.001156,0.3928,1.742537,0.00416,3.18694,29.248212,8.821113,2.621299,10.561903,-10.272999,1099.35835,,0.578745,45.0,0.442097,12.2,1.2,3.05,1.33,1.2,0.578745
4596,79,4.0,2.0,5,18,5,8,7,21,0.5,22,7,16,6,8,18,5,0.000633,0.012119,0.002417,0.015169,8518,8518,8517,8616,True,0.0,4000.0,0.0,0.5153,0.008151,3.414,0.03918,0.007846,0.49436,0.99228,0.2991,0.03263,True,True,4000.0,0.015169,4.3e-05,0.001207,0.5153,3.414283,0.008151,3.462792,23.580192,7.098545,1.907956,10.220241,-11.084507,953.38196,,0.675203,39.5,0.443216,17.0,1.26,3.74,2.88,1.26,0.675203
4722,76,4.0,2.0,5,20,5,7,6,24,0.5,11,7,19,3,7,10,6,0.000633,0.003662,0.002325,0.006621,7520,7520,7420,7319,True,0.0,4000.0,0.0,0.4154,0.003845,1.611,0.03687,0.004492,0.78819,1.3543,0.5114,0.008909,True,True,4000.0,0.006621,2.1e-05,0.001169,0.4154,1.61059,0.003845,6.395597,38.816013,11.471503,3.542952,14.856737,-7.891163,674.351765,,0.578745,38.0,0.230356,19.5,1.2,2.145,1.9,1.2,0.578745
4762,68,4.0,2.0,3,13,7,2,10,22,0.6,21,5,13,5,1,14,4,0.000633,0.004071,0.002081,0.006785,2713,2713,1613,1513,True,0.0,4000.0,0.0,0.01715,0.000707,0.2963,0.002375,0.001441,0.04018,0.18616,0.0297,0.02427,True,False,4000.0,0.006785,1.7e-05,0.001068,0.01715,0.296147,0.000707,0.257651,0.0,0.0,0.0,0.0,0.0,4000.0,,0.578745,40.8,0.245754,13.0,1.3,2.73,1.82,1.3,0.578745
4845,76,4.0,2.0,5,17,2,3,6,25,0.6,25,9,16,6,9,14,2,0.000633,0.012208,0.002325,0.015166,3217,3217,7416,9616,True,0.0,4000.0,0.0,1.088,0.02096,8.78,0.09661,0.02448,0.61302,1.1459,0.7503,0.05098,True,True,4000.0,0.015166,4e-05,0.001169,1.088,8.779704,0.02096,7.312713,25.555831,6.222901,1.350546,14.632965,-12.138068,453.170628,,0.578745,45.6,0.43628,16.4,1.02,4.1,2.24,1.02,0.578745
4903,78,4.0,2.0,6,20,3,2,5,25,0.4,25,8,17,6,8,13,2,0.000633,0.019246,0.002386,0.022266,2320,2320,4419,8617,True,0.0,4000.0,0.0,1.167,0.02863,11.99,0.09334,0.02937,0.48589,0.98054,0.7441,0.1185,True,True,4000.0,0.022266,5.8e-05,0.001194,1.167,11.992506,0.02863,5.34266,19.590081,5.343334,1.115053,11.307559,-13.144467,549.309547,,0.578745,31.2,0.765168,18.8,1.0,4.7,2.21,1.0,0.765168
4942,64,5.0,2.5,5,19,6,3,6,20,0.4,26,17,15,2,6,25,6,0.000633,0.016686,0.00306,0.020378,3619,3619,4518,6215,True,0.0,4000.0,0.0,0.4085,0.004331,1.814,0.07212,0.01195,0.81061,1.37978,0.4236,0.00603,True,True,4000.0,0.020378,3.9e-05,0.001219,0.4085,1.814165,0.004331,2.043397,12.357869,5.75198,1.60364,5.578921,-9.715002,1575.581547,,0.578745,25.6,0.808209,17.4,1.14,4.524,3.75,1.14,0.808209
4977,76,4.0,2.0,5,21,6,3,6,19,0.6,18,11,20,2,7,12,5,0.000633,0.008408,0.002325,0.011367,3621,3621,5420,7220,True,0.0,4000.0,0.0,0.6635,0.007331,3.071,0.0589,0.008564,0.83466,1.40712,0.601,0.007072,True,True,4000.0,0.011367,3.2e-05,0.001169,0.6635,3.070802,0.007331,5.950255,37.80764,9.340884,2.588626,15.757054,-10.437569,647.75123,,0.578745,45.6,0.314122,20.4,1.26,3.672,2.4,1.26,0.578745
