config_id,geometry_ok,stl_path,volume_mm3,volume_cm3,volume_m3,n_vertices,n_triangles,selected_output_name,error_message,step_ok,step_path,step_error
1002,False,stl\prop_1002.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1002.step,
1003,False,stl\prop_1003.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1003.step,
1004,False,stl\prop_1004.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1004.step,
1005,False,stl\prop_1005.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1005.step,
1006,False,stl\prop_1006.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1006.step,
1007,False,stl\prop_1007.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1007.step,
1008,False,stl\prop_1008.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1008.step,
1009,False,stl\prop_1009.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1009.step,
1010,False,stl\prop_1010.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1010.step,
1011,False,stl\prop_1011.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1011.step,
1012,False,stl\prop_1012.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1012.step,
1013,False,stl\prop_1013.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1013.step,
1014,False,stl\prop_1014.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1014.step,
1015,False,stl\prop_1015.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1015.step,
1016,False,stl\prop_1016.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1016.step,
1017,False,stl\prop_1017.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1017.step,
1018,False,stl\prop_1018.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1018.step,
1019,False,stl\prop_1019.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1019.step,
1020,False,stl\prop_1020.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1020.step,
1021,False,stl\prop_1021.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1021.step,
1022,False,stl\prop_1022.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1022.step,
1023,False,stl\prop_1023.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1023.step,
1024,False,stl\prop_1024.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1024.step,
1025,False,stl\prop_1025.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1025.step,
1026,False,stl\prop_1026.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1026.step,
1027,False,stl\prop_1027.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1027.step,
1028,False,stl\prop_1028.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1028.step,
1029,False,stl\prop_1029.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1029.step,
1030,False,stl\prop_1030.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1030.step,
1031,False,stl\prop_1031.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1031.step,
1032,False,stl\prop_1032.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1032.step,
1033,False,stl\prop_1033.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1033.step,
1034,False,stl\prop_1034.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1034.step,
1035,False,stl\prop_1035.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1035.step,
1036,False,stl\prop_1036.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1036.step,
1037,False,stl\prop_1037.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1037.step,
1038,False,stl\prop_1038.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1038.step,
1039,False,stl\prop_1039.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1039.step,
1040,False,stl\prop_1040.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1040.step,
1041,False,stl\prop_1041.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1041.step,
1042,False,stl\prop_1042.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1042.step,
1043,False,stl\prop_1043.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1043.step,
1044,False,stl\prop_1044.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1044.step,
1045,False,stl\prop_1045.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1045.step,
1046,False,stl\prop_1046.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1046.step,
1047,False,stl\prop_1047.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1047.step,
1048,False,stl\prop_1048.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1048.step,
1049,False,stl\prop_1049.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1049.step,
1050,False,stl\prop_1050.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1050.step,
1051,False,stl\prop_1051.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1051.step,
1052,False,stl\prop_1052.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1052.step,
1053,False,stl\prop_1053.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1053.step,
1054,False,stl\prop_1054.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1054.step,
1055,False,stl\prop_1055.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1055.step,
1056,False,stl\prop_1056.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1056.step,
1057,False,stl\prop_1057.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1057.step,
1058,False,stl\prop_1058.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1058.step,
1059,False,stl\prop_1059.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1059.step,
1060,False,stl\prop_1060.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1060.step,
1061,False,stl\prop_1061.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1061.step,
1062,False,stl\prop_1062.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1062.step,
1063,False,stl\prop_1063.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1063.step,
1064,False,stl\prop_1064.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1064.step,
1065,False,stl\prop_1065.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1065.step,
1066,False,stl\prop_1066.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1066.step,
1067,False,stl\prop_1067.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1067.step,
1068,False,stl\prop_1068.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1068.step,
1069,False,stl\prop_1069.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1069.step,
1070,False,stl\prop_1070.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1070.step,
1071,False,stl\prop_1071.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1071.step,
1072,False,stl\prop_1072.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1072.step,
1073,False,stl\prop_1073.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1073.step,
1074,False,stl\prop_1074.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1074.step,
1075,False,stl\prop_1075.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1075.step,
1076,False,stl\prop_1076.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1076.step,
1077,False,stl\prop_1077.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1077.step,
1078,False,stl\prop_1078.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1078.step,
1079,False,stl\prop_1079.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1079.step,
1080,False,stl\prop_1080.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1080.step,
1081,False,stl\prop_1081.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1081.step,
1082,False,stl\prop_1082.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1082.step,
1083,False,stl\prop_1083.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1083.step,
1084,False,stl\prop_1084.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1084.step,
1085,False,stl\prop_1085.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1085.step,
1086,False,stl\prop_1086.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1086.step,
1087,False,stl\prop_1087.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1087.step,
1088,False,stl\prop_1088.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1088.step,
1089,False,stl\prop_1089.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1089.step,
1090,False,stl\prop_1090.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1090.step,
1091,False,stl\prop_1091.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1091.step,
1092,False,stl\prop_1092.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1092.step,
1093,False,stl\prop_1093.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1093.step,
1094,False,stl\prop_1094.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1094.step,
1095,False,stl\prop_1095.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1095.step,
1096,False,stl\prop_1096.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1096.step,
1097,False,stl\prop_1097.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1097.step,
1098,False,stl\prop_1098.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1098.step,
1099,False,stl\prop_1099.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1099.step,
1100,False,stl\prop_1100.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1100.step,
1101,False,stl\prop_1101.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1101.step,
1102,False,stl\prop_1102.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1102.step,
1103,False,stl\prop_1103.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1103.step,
1104,False,stl\prop_1104.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1104.step,
1105,False,stl\prop_1105.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1105.step,
1106,False,stl\prop_1106.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1106.step,
1107,False,stl\prop_1107.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1107.step,
1108,False,stl\prop_1108.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1108.step,
1109,False,stl\prop_1109.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1109.step,
1110,False,stl\prop_1110.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1110.step,
1111,False,stl\prop_1111.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1111.step,
1112,False,stl\prop_1112.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1112.step,
1113,False,stl\prop_1113.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1113.step,
1114,False,stl\prop_1114.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1114.step,
1115,False,stl\prop_1115.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1115.step,
1116,False,stl\prop_1116.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1116.step,
1117,False,stl\prop_1117.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1117.step,
1118,False,stl\prop_1118.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1118.step,
1119,False,stl\prop_1119.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1119.step,
1120,False,stl\prop_1120.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1120.step,
1121,False,stl\prop_1121.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1121.step,
1122,False,stl\prop_1122.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1122.step,
1123,False,stl\prop_1123.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1123.step,
1124,False,stl\prop_1124.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1124.step,
1125,False,stl\prop_1125.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1125.step,
1126,False,stl\prop_1126.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1126.step,
1127,False,stl\prop_1127.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1127.step,
1128,False,stl\prop_1128.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1128.step,
1129,False,stl\prop_1129.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1129.step,
1130,False,stl\prop_1130.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1130.step,
1131,False,stl\prop_1131.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1131.step,
1132,False,stl\prop_1132.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1132.step,
1133,False,stl\prop_1133.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1133.step,
1134,False,stl\prop_1134.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1134.step,
1135,False,stl\prop_1135.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1135.step,
1136,False,stl\prop_1136.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1136.step,
1137,False,stl\prop_1137.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1137.step,
1138,False,stl\prop_1138.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1138.step,
1139,False,stl\prop_1139.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1139.step,
1140,False,stl\prop_1140.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1140.step,
1141,False,stl\prop_1141.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1141.step,
1142,False,stl\prop_1142.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1142.step,
1143,False,stl\prop_1143.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1143.step,
1144,False,stl\prop_1144.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1144.step,
1145,False,stl\prop_1145.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1145.step,
1146,False,stl\prop_1146.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1146.step,
1147,False,stl\prop_1147.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1147.step,
1148,False,stl\prop_1148.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1148.step,
1149,False,stl\prop_1149.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1149.step,
1150,False,stl\prop_1150.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1150.step,
1151,False,stl\prop_1151.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1151.step,
1152,False,stl\prop_1152.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1152.step,
1153,False,stl\prop_1153.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1153.step,
1154,False,stl\prop_1154.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1154.step,
1155,False,stl\prop_1155.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1155.step,
1156,False,stl\prop_1156.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1156.step,
1157,False,stl\prop_1157.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1157.step,
1158,False,stl\prop_1158.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1158.step,
1159,False,stl\prop_1159.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1159.step,
1160,False,stl\prop_1160.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1160.step,
1161,False,stl\prop_1161.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1161.step,
1162,False,stl\prop_1162.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1162.step,
1163,False,stl\prop_1163.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1163.step,
1164,False,stl\prop_1164.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1164.step,
1165,False,stl\prop_1165.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1165.step,
1166,False,stl\prop_1166.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1166.step,
1167,False,stl\prop_1167.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1167.step,
1168,False,stl\prop_1168.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1168.step,
1169,False,stl\prop_1169.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1169.step,
1170,False,stl\prop_1170.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1170.step,
1171,False,stl\prop_1171.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1171.step,
1172,False,stl\prop_1172.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1172.step,
1173,False,stl\prop_1173.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1173.step,
1174,False,stl\prop_1174.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1174.step,
1175,False,stl\prop_1175.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1175.step,
1176,False,stl\prop_1176.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1176.step,
1177,False,stl\prop_1177.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1177.step,
1178,False,stl\prop_1178.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1178.step,
1179,False,stl\prop_1179.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1179.step,
1180,False,stl\prop_1180.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1180.step,
1181,False,stl\prop_1181.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1181.step,
1182,False,stl\prop_1182.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1182.step,
1183,False,stl\prop_1183.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1183.step,
1184,False,stl\prop_1184.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1184.step,
1185,False,stl\prop_1185.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1185.step,
1186,False,stl\prop_1186.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1186.step,
1187,False,stl\prop_1187.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1187.step,
1188,False,stl\prop_1188.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1188.step,
1189,False,stl\prop_1189.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1189.step,
1190,False,stl\prop_1190.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1190.step,
1191,False,stl\prop_1191.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1191.step,
1192,False,stl\prop_1192.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1192.step,
1193,False,stl\prop_1193.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1193.step,
1194,False,stl\prop_1194.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1194.step,
1195,False,stl\prop_1195.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1195.step,
1196,False,stl\prop_1196.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1196.step,
1197,False,stl\prop_1197.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1197.step,
1198,False,stl\prop_1198.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1198.step,
1199,False,stl\prop_1199.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1199.step,
1200,False,stl\prop_1200.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1200.step,
1201,False,stl\prop_1201.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1201.step,
1202,False,stl\prop_1202.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1202.step,
1203,False,stl\prop_1203.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1203.step,
1204,False,stl\prop_1204.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1204.step,
1205,False,stl\prop_1205.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1205.step,
1206,False,stl\prop_1206.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1206.step,
1207,False,stl\prop_1207.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1207.step,
1208,False,stl\prop_1208.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1208.step,
1209,False,stl\prop_1209.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1209.step,
1210,False,stl\prop_1210.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1210.step,
1211,False,stl\prop_1211.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1211.step,
1212,False,stl\prop_1212.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1212.step,
1213,False,stl\prop_1213.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1213.step,
1214,False,stl\prop_1214.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1214.step,
1215,False,stl\prop_1215.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1215.step,
1216,False,stl\prop_1216.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1216.step,
1217,False,stl\prop_1217.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1217.step,
1218,False,stl\prop_1218.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1218.step,
1219,False,stl\prop_1219.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1219.step,
1220,False,stl\prop_1220.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1220.step,
1221,False,stl\prop_1221.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1221.step,
1222,False,stl\prop_1222.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1222.step,
1223,False,stl\prop_1223.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1223.step,
1224,False,stl\prop_1224.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1224.step,
1225,False,stl\prop_1225.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1225.step,
1226,False,stl\prop_1226.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1226.step,
1227,False,stl\prop_1227.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1227.step,
1228,False,stl\prop_1228.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1228.step,
1229,False,stl\prop_1229.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1229.step,
1230,False,stl\prop_1230.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1230.step,
1231,False,stl\prop_1231.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1231.step,
1232,False,stl\prop_1232.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1232.step,
1233,False,stl\prop_1233.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1233.step,
1234,False,stl\prop_1234.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1234.step,
1235,False,stl\prop_1235.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1235.step,
1236,False,stl\prop_1236.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1236.step,
1237,False,stl\prop_1237.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1237.step,
1238,False,stl\prop_1238.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1238.step,
1239,False,stl\prop_1239.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1239.step,
1240,False,stl\prop_1240.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1240.step,
1241,False,stl\prop_1241.stl,,,,,,MeshFinal,'DataTree' object has no attribute 'append',False,step\prop_1241.step,
