config_id,naca_hub,re_hub,tier_hub,naca_mid,re_mid,tier_mid,naca_outer,re_outer,tier_outer,hub_CL0,hub_CL_a,hub_CLmin,hub_CLmax,hub_CD0,hub_CD2u,hub_CD2l,hub_CLCD0,hub_REref,hub_REexp,hub_xfoil_ok,mid_CL0,mid_CL_a,mid_CLmin,mid_CLmax,mid_CD0,mid_CD2u,mid_CD2l,mid_CLCD0,mid_REref,mid_REexp,mid_xfoil_ok,outer_CL0,outer_CL_a,outer_CLmin,outer_CLmax,outer_CD0,outer_CD2u,outer_CD2l,outer_CLCD0,outer_REref,outer_REexp,outer_xfoil_ok
2831,2418,10000,inviscid,2417,15000,inviscid,3416,30000,viscous,0.2683,7.2068,-0.3471,2.0271,0.0086,0.02,0.02,0.2683,10000,-0.5,False,0.2663,7.1538,-0.3445,2.0122,0.0084,0.02,0.02,0.2663,15000,-0.5,False,-0.1939,3.9766,-0.5264,0.6814,0.02978,0.092122,0.092122,-0.5062,30000,-0.5,True
2832,0021,10000,inviscid,0021,20000,inviscid,0020,30000,inviscid,0.0007,7.3892,-0.6136,1.8224,0.0092,0.02,0.02,0.0007,10000,-0.5,False,0.0007,7.3892,-0.6136,1.8224,0.0092,0.02,0.02,0.0007,20000,-0.5,False,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,30000,-0.5,False
2833,3422,10000,inviscid,7615,35000,viscous,9713,25000,viscous,0.4122,7.412,-0.229,2.2122,0.0094,0.02,0.02,0.4122,10000,-0.5,False,0.0033,5.2069,-0.4337,0.9922,0.06534,0.125564,0.125564,0.0171,35000,-0.5,True,-0.0924,7.0791,-0.3688,1.1334,0.075222,0.10853,0.10853,0.098,25000,-0.5,True
2834,2521,10000,inviscid,3519,15000,inviscid,7414,30000,viscous,0.2988,7.3666,-0.3316,2.095,0.0092,0.02,0.02,0.2988,10000,-0.5,False,0.4421,7.2453,-0.1871,2.1989,0.0088,0.02,0.02,0.4421,15000,-0.5,False,-0.0735,5.3052,-0.4354,0.9103,0.074375,0.151367,0.151367,0.024,30000,-0.5,True
2835,7422,10000,inviscid,8519,25000,inviscid,9613,60000,viscous,0.955,7.3613,0.2849,2.7062,0.0094,0.02,0.02,0.955,10000,-0.5,False,1.1634,7.1687,0.4967,2.8533,0.0088,0.02,0.02,1.1634,25000,-0.5,False,0.2248,5.8531,-0.4341,1.5946,0.079751,0.063741,0.063741,0.1884,60000,-0.5,True
2836,2622,10000,inviscid,3618,10000,inviscid,3615,20000,viscous,0.336,7.417,-0.3011,2.1422,0.0094,0.02,0.02,0.336,10000,-0.5,False,0.4917,7.1854,-0.1355,2.2304,0.0086,0.02,0.02,0.4917,10000,-0.5,False,-0.1043,3.4987,-0.439,0.7191,0.040681,0.244732,0.244732,-0.0992,20000,-0.5,True
2837,6423,10000,inviscid,2521,25000,inviscid,0020,30000,inviscid,0.8252,7.4286,0.1575,2.6017,0.0096,0.02,0.02,0.8252,10000,-0.5,False,0.2988,7.3666,-0.3316,2.095,0.0092,0.02,0.02,0.2988,25000,-0.5,False,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,30000,-0.5,False
2838,7421,10000,inviscid,7316,20000,inviscid,7314,30000,viscous,0.9491,7.3081,0.2838,2.6876,0.0092,0.02,0.02,0.9491,10000,-0.5,False,0.8541,7.0591,0.2154,2.5375,0.0082,0.02,0.02,0.8541,20000,-0.5,False,-0.1813,6.1542,-0.4057,0.8928,0.07795,0.084431,0.084431,-0.2111,30000,-0.5,True
2839,6616,10000,viscous,5714,15000,viscous,4812,20000,viscous,-0.1333,4.7582,-0.1214,0.7423,0.066708,0.173002,0.173002,-0.055,10000,-0.5,True,-0.0519,4.7583,-0.3649,0.8365,0.047346,0.187314,0.187314,0.008,15000,-0.5,True,0.0135,4.8086,-0.4271,0.9037,0.034548,0.136367,0.136367,-0.0031,20000,-0.5,True
2840,1622,10000,inviscid,3521,20000,inviscid,9417,30000,inviscid,0.1685,7.4313,-0.4595,1.9894,0.0094,0.02,0.02,0.1685,10000,-0.5,False,0.4475,7.3533,-0.191,2.2306,0.0092,0.02,0.02,0.4475,20000,-0.5,False,1.1821,7.073,0.5222,2.8471,0.0084,0.02,0.02,1.1821,30000,-0.5,False
2841,4722,10000,inviscid,3517,20000,viscous,2310,35000,viscous,0.7709,7.3687,0.1114,2.5362,0.0094,0.02,0.02,0.7709,10000,-0.5,False,-0.1828,3.2673,-0.4664,0.6508,0.046943,0.212452,0.212452,-0.2204,20000,-0.5,True,-0.0251,7.4613,-0.4191,1.0286,0.02277,0.01,0.01,0.0141,35000,-0.5,True
2842,7521,10000,inviscid,7618,10000,inviscid,7711,20000,viscous,1.0339,7.2919,0.3649,2.7628,0.0092,0.02,0.02,1.0339,10000,-0.5,False,1.1305,7.1109,0.4706,2.8083,0.0086,0.02,0.02,1.1305,10000,-0.5,False,0.1046,5.7105,-0.321,1.0619,0.050191,0.185993,0.185993,0.2454,20000,-0.5,True
2843,2714,10000,viscous,4610,35000,viscous,6508,25000,viscous,-0.0758,3.071,-0.0864,0.5605,0.045489,0.325972,0.325972,-0.0359,10000,-0.5,True,0.045,7.1286,-0.3703,1.2587,0.02875,0.01,0.01,0.1221,35000,-0.5,True,0.2828,3.7533,-0.317,1.3787,0.04155,0.229771,0.229771,0.3018,25000,-0.5,True
2844,7422,10000,inviscid,6619,25000,viscous,6718,30000,viscous,0.955,7.3613,0.2849,2.7062,0.0094,0.02,0.02,0.955,10000,-0.5,False,-0.3059,5.5292,-0.4575,0.7841,0.072448,0.156363,0.156363,-0.1415,25000,-0.5,True,-0.2576,5.7162,-0.3647,0.8805,0.06785,0.129625,0.129625,-0.1237,30000,-0.5,True
2845,2521,10000,inviscid,2618,20000,inviscid,2715,25000,viscous,0.2988,7.3666,-0.3316,2.095,0.0092,0.02,0.02,0.2988,10000,-0.5,False,0.3286,7.2005,-0.2899,2.0819,0.0086,0.02,0.02,0.3286,20000,-0.5,False,-0.1778,4.9157,-0.4805,0.5125,0.018132,0.050043,0.050043,-0.6845,25000,-0.5,True
2846,2723,10000,inviscid,2521,30000,viscous,3319,50000,inviscid,0.3903,7.4657,-0.254,2.205,0.0096,0.02,0.02,0.3903,10000,-0.5,False,-0.3598,3.8685,-0.5831,0.5041,0.056627,0.150958,0.150958,-0.4019,30000,-0.5,True,0.3763,7.2534,-0.2496,2.1395,0.0088,0.02,0.02,0.3763,50000,-0.5,False
2847,1819,10000,inviscid,1817,10000,inviscid,2711,20000,viscous,0.2372,7.2619,-0.3809,2.0117,0.0088,0.02,0.02,0.2372,10000,-0.5,False,0.2351,7.1543,-0.3738,1.9832,0.0084,0.02,0.02,0.2351,10000,-0.5,False,-0.0503,5.2587,-0.4681,0.7658,0.004279,0.032532,0.032532,-0.825,20000,-0.5,True
2848,4714,10000,viscous,5712,25000,viscous,6711,40000,viscous,-0.0552,4.0785,-0.1125,0.6929,0.049478,0.204812,0.204812,-0.0148,10000,-0.5,True,0.0699,4.799,-0.4094,1.0028,0.03715,0.199262,0.199262,0.1168,25000,-0.5,True,0.1402,6.7441,-0.4182,1.52,0.04263,0.01,0.01,0.297,40000,-0.5,True
2849,1617,10000,inviscid,3516,20000,viscous,5416,30000,viscous,0.1638,7.1602,-0.4414,1.9181,0.0084,0.02,0.02,0.1638,10000,-0.5,False,-0.1514,3.365,-0.4579,0.6744,0.043543,0.208517,0.208517,-0.1914,20000,-0.5,True,-0.1442,4.4906,-0.4151,0.7751,0.05389,0.123723,0.123723,-0.2391,30000,-0.5,True
2850,9218,10000,inviscid,9317,15000,inviscid,9716,25000,inviscid,1.0483,7.167,0.3886,2.7454,0.0086,0.02,0.02,1.0483,10000,-0.5,False,1.1021,7.0946,0.4454,2.7778,0.0084,0.02,0.02,1.1021,15000,-0.5,False,1.6198,6.9188,0.9462,3.2177,0.0082,0.02,0.02,1.6198,25000,-0.5,False
2851,2422,10000,inviscid,2422,10000,inviscid,4421,30000,viscous,0.2753,7.4236,-0.3585,2.0871,0.0094,0.02,0.02,0.2753,10000,-0.5,False,0.2753,7.4236,-0.3585,2.0871,0.0094,0.02,0.02,0.2753,10000,-0.5,False,-0.3982,5.1098,-0.5999,0.5918,0.059931,0.114078,0.114078,-0.4685,30000,-0.5,True
2852,8524,10000,inviscid,5521,30000,viscous,2418,50000,inviscid,1.1979,7.4333,0.5071,2.9507,0.0098,0.02,0.02,1.1979,10000,-0.5,False,-0.3718,5.2913,-0.5354,0.6606,0.069592,0.122992,0.122992,-0.336,30000,-0.5,True,0.2683,7.2068,-0.3471,2.0271,0.0086,0.02,0.02,0.2683,50000,-0.5,False
2853,1618,10000,inviscid,1617,20000,inviscid,0013,45000,viscous,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,10000,-0.5,False,0.1638,7.1602,-0.4414,1.9181,0.0084,0.02,0.02,0.1638,20000,-0.5,False,-0.0257,6.9371,-0.6031,0.8391,0.023744,0.036275,0.036275,0.214,45000,-0.5,True
2854,5523,10000,inviscid,6621,25000,inviscid,7816,55000,viscous,0.7512,7.4318,0.0877,2.5334,0.0096,0.02,0.02,0.7512,10000,-0.5,False,0.9901,7.2909,0.3239,2.7216,0.0092,0.02,0.02,0.9901,25000,-0.5,False,0.0471,6.5583,-0.4413,1.6523,0.05901,0.01,0.01,0.077,55000,-0.5,True
2855,9621,10000,inviscid,7518,20000,inviscid,5414,30000,viscous,1.463,7.224,0.7735,3.1466,0.0092,0.02,0.02,1.463,10000,-0.5,False,1.0149,7.1331,0.3603,2.7059,0.0086,0.02,0.02,1.0149,20000,-0.5,False,-0.0495,4.126,-0.4357,0.8357,0.048136,0.131381,0.131381,-0.1612,30000,-0.5,True
2856,1621,10000,inviscid,1618,15000,inviscid,1712,25000,viscous,0.1676,7.3769,-0.4558,1.9751,0.0092,0.02,0.02,0.1676,10000,-0.5,False,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,15000,-0.5,False,-0.1653,6.808,-0.5161,0.744,0.02694,0.01,0.01,-0.0583,25000,-0.5,True
2857,3320,10000,inviscid,4411,35000,viscous,5405,50000,viscous,0.3789,7.3078,-0.2516,2.1554,0.009,0.02,0.02,0.3789,10000,-0.5,False,0.0602,5.5417,-0.3605,0.5982,0.032744,0.085211,0.085211,-0.0672,35000,-0.5,True,0.3193,7.0483,-0.288,1.2352,0.022487,0.013137,0.013137,-0.1532,50000,-0.5,True
2858,3822,10000,inviscid,3618,30000,viscous,3313,45000,viscous,0.7112,7.3737,0.055,2.4818,0.0094,0.02,0.02,0.7112,10000,-0.5,False,-0.296,4.7067,-0.5303,0.6788,0.046159,0.141761,0.141761,-0.2982,30000,-0.5,True,0.2712,3.6348,-0.4397,0.6609,0.027583,0.34629,0.34629,0.3238,45000,-0.5,True
2859,0023,10000,inviscid,2421,25000,inviscid,5718,25000,viscous,0.0006,7.4986,-0.6227,1.8493,0.0096,0.02,0.02,0.0006,10000,-0.5,False,0.2736,7.3691,-0.3557,2.0721,0.0092,0.02,0.02,0.2736,25000,-0.5,False,-0.3174,5.6107,-0.4376,0.7906,0.059475,0.168332,0.168332,-0.1451,25000,-0.5,True
2860,5417,10000,viscous,4413,20000,viscous,2409,35000,viscous,-0.1659,3.6613,-0.2247,0.6183,0.06635,0.163038,0.163038,-0.2245,10000,-0.5,True,-0.0175,3.4299,-0.4067,0.78,0.040588,0.172376,0.172376,-0.1186,20000,-0.5,True,-0.0462,7.7429,-0.4074,0.9837,0.02143,0.01,0.01,0.0401,35000,-0.5,True
2861,8620,10000,inviscid,8719,20000,inviscid,8818,40000,viscous,1.3004,7.1947,0.6232,2.9876,0.009,0.02,0.02,1.3004,10000,-0.5,False,1.4776,7.1025,0.7972,3.1302,0.0088,0.02,0.02,1.4776,20000,-0.5,False,-0.1509,4.5843,-0.4091,1.0061,0.064048,0.038945,0.038945,-0.7011,40000,-0.5,True
2862,3319,10000,inviscid,4416,20000,viscous,8610,40000,viscous,0.3763,7.2534,-0.2496,2.1395,0.0088,0.02,0.02,0.3763,10000,-0.5,False,-0.1466,3.5259,-0.4592,0.7056,0.047096,0.159339,0.159339,-0.2586,20000,-0.5,True,0.2923,4.6755,-0.4113,1.6321,0.058838,0.154184,0.154184,0.3034,40000,-0.5,True
2863,3323,10000,inviscid,2421,15000,inviscid,0019,20000,inviscid,0.3864,7.47,-0.2581,2.2023,0.0096,0.02,0.02,0.3864,10000,-0.5,False,0.2736,7.3691,-0.3557,2.0721,0.0092,0.02,0.02,0.2736,15000,-0.5,False,0.0007,7.2807,-0.6046,1.7956,0.0088,0.02,0.02,0.0007,20000,-0.5,False
2864,8319,10000,inviscid,7318,10000,inviscid,2513,30000,inviscid,0.9959,7.2068,0.3362,2.7064,0.0088,0.02,0.02,0.9959,10000,-0.5,False,0.8669,7.164,0.2186,2.5754,0.0086,0.02,0.02,0.8669,10000,-0.5,False,0.2835,6.9351,-0.3103,1.9744,0.008,0.02,0.02,0.2835,30000,-0.5,False
2865,4517,10000,viscous,4514,15000,viscous,3409,20000,viscous,-0.1652,3.541,-0.1643,0.5809,0.059369,0.179171,0.179171,-0.2018,10000,-0.5,True,-0.0448,3.6059,-0.4065,0.7408,0.045858,0.188986,0.188986,-0.0853,15000,-0.5,True,0.1046,3.3407,-0.3848,0.8284,0.030696,0.258955,0.258955,0.1134,20000,-0.5,True
2866,2623,10000,inviscid,7321,35000,inviscid,8220,20000,inviscid,0.3376,7.4714,-0.304,2.1572,0.0096,0.02,0.02,0.3376,10000,-0.5,False,0.8849,7.322,0.2225,2.631,0.0092,0.02,0.02,0.8849,35000,-0.5,False,0.947,7.2755,0.2846,2.6775,0.009,0.02,0.02,0.947,20000,-0.5,False
2867,1419,10000,inviscid,3516,25000,viscous,6713,20000,viscous,0.1354,7.2707,-0.4773,1.919,0.0088,0.02,0.02,0.1354,10000,-0.5,False,-0.1609,3.5473,-0.4999,0.6869,0.04013,0.175804,0.175804,-0.2359,25000,-0.5,True,-0.023,5.5648,-0.3854,0.9571,0.047223,0.184192,0.184192,0.0959,20000,-0.5,True
2868,2223,10000,inviscid,6322,15000,inviscid,8322,20000,inviscid,0.2435,7.4822,-0.3932,2.0719,0.0096,0.02,0.02,0.2435,10000,-0.5,False,0.7647,7.3856,0.1043,2.5346,0.0094,0.02,0.02,0.7647,15000,-0.5,False,1.0161,7.3641,0.3421,2.7639,0.0094,0.02,0.02,1.0161,20000,-0.5,False
2869,4319,10000,inviscid,4318,25000,viscous,3317,45000,inviscid,0.5011,7.2444,-0.1317,2.2538,0.0088,0.02,0.02,0.5011,10000,-0.5,False,-0.267,4.0911,-0.5143,0.647,0.042849,0.092673,0.092673,-0.5914,25000,-0.5,True,0.371,7.146,-0.2457,2.108,0.0084,0.02,0.02,0.371,45000,-0.5,False
2870,8721,10000,inviscid,5618,30000,viscous,2514,40000,viscous,1.4927,7.2074,0.8028,3.1702,0.0092,0.02,0.02,1.4927,10000,-0.5,False,-0.2443,5.2291,-0.4434,0.7754,0.059556,0.145836,0.145836,-0.1686,30000,-0.5,True,-0.1602,7.8003,-0.5203,1.0788,0.02901,0.01,0.01,-0.1279,40000,-0.5,True
2871,5617,10000,viscous,3412,30000,viscous,1309,45000,viscous,-0.1546,4.0819,-0.1336,0.6575,0.064808,0.193142,0.193142,-0.1062,10000,-0.5,True,-0.0538,5.2487,-0.4266,0.5009,0.023758,0.059853,0.059853,-0.3913,30000,-0.5,True,-0.0096,7.154,-0.4634,0.8725,0.019117,0.042097,0.042097,0.2082,45000,-0.5,True
2872,9720,10000,inviscid,8817,30000,viscous,8816,30000,viscous,1.6558,7.1259,0.9628,3.3023,0.009,0.02,0.02,1.6558,10000,-0.5,False,-0.2888,5.5053,-0.3094,0.9915,0.079537,0.097473,0.097473,-0.141,30000,-0.5,True,-0.2324,5.6002,-0.3232,1.0284,0.075652,0.103463,0.103463,-0.0909,30000,-0.5,True
2873,2423,10000,inviscid,2422,15000,inviscid,3518,25000,viscous,0.2769,7.478,-0.3616,2.1021,0.0096,0.02,0.02,0.2769,10000,-0.5,False,0.2753,7.4236,-0.3585,2.0871,0.0094,0.02,0.02,0.2753,15000,-0.5,False,-0.2123,3.3131,-0.5262,0.6325,0.04453,0.145458,0.145458,-0.3576,25000,-0.5,True
2874,0020,10000,inviscid,1520,10000,inviscid,4318,20000,viscous,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,10000,-0.5,False,0.149,7.3244,-0.4689,1.9447,0.009,0.02,0.02,0.149,10000,-0.5,False,-0.2333,3.3405,-0.4956,0.6318,0.04453,0.111801,0.111801,-0.539,20000,-0.5,True
2875,9223,10000,inviscid,5421,10000,inviscid,3520,20000,inviscid,1.0851,7.4238,0.4019,2.843,0.0096,0.02,0.02,1.0851,10000,-0.5,False,0.6807,7.3343,0.0295,2.4435,0.0092,0.02,0.02,0.6807,10000,-0.5,False,0.4448,7.2995,-0.189,2.2147,0.009,0.02,0.02,0.4448,20000,-0.5,False
2876,3421,10000,inviscid,2520,10000,inviscid,1618,20000,inviscid,0.4097,7.358,-0.2269,2.1965,0.0092,0.02,0.02,0.4097,10000,-0.5,False,0.2971,7.3123,-0.3288,2.0801,0.009,0.02,0.02,0.2971,10000,-0.5,False,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,20000,-0.5,False
2877,9513,10000,inviscid,6513,30000,viscous,3412,35000,viscous,1.2515,6.842,0.6066,2.8549,0.008,0.02,0.02,1.2515,10000,-0.5,False,0.0622,4.1582,-0.3667,0.9303,0.054323,0.181092,0.181092,0.0664,30000,-0.5,True,-0.017,5.7441,-0.4265,0.8219,0.029782,0.060865,0.060865,-0.2013,35000,-0.5,True
2878,3322,10000,inviscid,3422,20000,inviscid,3621,55000,viscous,0.3839,7.4161,-0.2559,2.1866,0.0094,0.02,0.02,0.3839,10000,-0.5,False,0.4122,7.412,-0.229,2.2122,0.0094,0.02,0.02,0.4122,20000,-0.5,False,-0.1228,5.2189,-0.6741,0.6167,0.052291,0.112181,0.112181,0.0154,55000,-0.5,True
2879,0020,10000,inviscid,1420,10000,inviscid,9719,25000,inviscid,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,10000,-0.5,False,0.1363,7.3254,-0.4809,1.9332,0.009,0.02,0.02,0.1363,10000,-0.5,False,1.6472,7.0742,0.9589,3.2815,0.0088,0.02,0.02,1.6472,25000,-0.5,False
2880,4422,10000,inviscid,7316,35000,inviscid,9212,30000,inviscid,0.5488,7.4006,-0.0997,2.3368,0.0094,0.02,0.02,0.5488,10000,-0.5,False,0.8541,7.0591,0.2154,2.5375,0.0082,0.02,0.02,0.8541,35000,-0.5,False,0.9993,6.8652,0.3676,2.6249,0.008,0.02,0.02,0.9993,30000,-0.5,False
2881,1423,10000,inviscid,2616,20000,inviscid,2714,20000,viscous,0.1389,7.4888,-0.4921,1.9758,0.0096,0.02,0.02,0.1389,10000,-0.5,False,0.3246,7.0925,-0.2847,2.0516,0.0082,0.02,0.02,0.3246,20000,-0.5,False,-0.0839,3.182,-0.4006,0.6996,0.035545,0.336706,0.336706,-0.0502,20000,-0.5,True
2882,8713,10000,viscous,4510,25000,viscous,0008,25000,viscous,-0.214,7.7587,-0.2937,0.9615,0.065014,0.121321,0.121321,0.0364,10000,-0.5,True,0.1323,3.5234,-0.3514,1.1557,0.033819,0.245837,0.245837,0.1418,25000,-0.5,True,-0.0414,5.9194,-0.5428,0.7086,0.020281,0.191424,0.191424,0.1918,25000,-0.5,True
2883,8717,10000,inviscid,3512,35000,viscous,1510,30000,viscous,1.4615,6.9983,0.7909,3.0896,0.0084,0.02,0.02,1.4615,10000,-0.5,False,-0.0668,6.5337,-0.439,1.1733,0.02919,0.01,0.01,-0.016,35000,-0.5,True,-0.1173,7.5181,-0.4886,0.8358,0.02237,0.01,0.01,-0.0198,30000,-0.5,True
2884,7523,10000,inviscid,8523,15000,inviscid,9622,25000,inviscid,1.0458,7.3982,0.3672,2.8001,0.0096,0.02,0.02,1.0458,10000,-0.5,False,1.1913,7.3803,0.5053,2.9315,0.0096,0.02,0.02,1.1913,15000,-0.5,False,1.4709,7.2764,0.7766,3.1669,0.0094,0.02,0.02,1.4709,25000,-0.5,False
2885,7520,10000,inviscid,6619,25000,viscous,5719,35000,viscous,1.0277,7.2382,0.3635,2.7439,0.009,0.02,0.02,1.0277,10000,-0.5,False,-0.3059,5.5292,-0.4575,0.7841,0.072448,0.156363,0.156363,-0.1415,25000,-0.5,True,-0.2957,5.6627,-0.4925,0.808,0.062764,0.107055,0.107055,-0.2407,35000,-0.5,True
2886,8824,10000,inviscid,8822,10000,inviscid,7718,20000,viscous,1.7964,7.3011,1.0802,3.4767,0.0098,0.02,0.02,1.7964,10000,-0.5,False,1.7815,7.1959,1.075,3.4368,0.0094,0.02,0.02,1.7815,10000,-0.5,False,-0.3696,6.3738,-0.3866,0.8769,0.07446,0.168816,0.168816,-0.0682,20000,-0.5,True
2887,4615,10000,viscous,3614,15000,viscous,0008,30000,viscous,-0.089,3.8219,-0.1281,0.6486,0.052937,0.193747,0.193747,-0.0842,10000,-0.5,True,-0.0631,3.4839,-0.2907,0.7049,0.041752,0.247979,0.247979,-0.0489,15000,-0.5,True,-0.0311,5.9803,-0.5356,0.7102,0.016067,0.21307,0.21307,0.2238,30000,-0.5,True
2888,0024,10000,inviscid,1524,10000,inviscid,6223,25000,inviscid,0.0007,7.553,-0.6273,1.8628,0.0098,0.02,0.02,0.0007,10000,-0.5,False,0.1524,7.5423,-0.4838,2.0017,0.0098,0.02,0.02,0.1524,10000,-0.5,False,0.7268,7.4484,0.0635,2.5147,0.0096,0.02,0.02,0.7268,25000,-0.5,False
2889,2422,10000,inviscid,4422,15000,inviscid,5422,20000,viscous,0.2753,7.4236,-0.3585,2.0871,0.0094,0.02,0.02,0.2753,10000,-0.5,False,0.5488,7.4006,-0.0997,2.3368,0.0094,0.02,0.02,0.5488,15000,-0.5,False,-0.4429,4.7414,-0.5462,0.5962,0.077267,0.17691,0.17691,-0.3392,20000,-0.5,True
2890,5319,10000,viscous,5418,10000,viscous,5709,30000,viscous,-0.2296,3.2132,-0.3602,0.5405,0.071072,0.138102,0.138102,-0.3976,10000,-0.5,True,-0.1946,3.5557,-0.1894,0.5906,0.070256,0.16739,0.16739,-0.2433,10000,-0.5,True,0.1601,6.8257,-0.3666,1.3376,0.03187,0.01,0.01,0.1647,30000,-0.5,True
2891,4719,10000,inviscid,5617,15000,viscous,6509,35000,viscous,0.7597,7.2076,0.1145,2.4861,0.0088,0.02,0.02,0.7597,10000,-0.5,False,-0.1508,4.1274,-0.3964,0.7327,0.060701,0.209401,0.209401,-0.0883,15000,-0.5,True,0.2546,3.8299,-0.3869,1.4445,0.042048,0.192741,0.192741,0.2364,35000,-0.5,True
2892,5521,10000,inviscid,6617,25000,viscous,7713,20000,viscous,0.7427,7.3243,0.0886,2.499,0.0092,0.02,0.02,0.7427,10000,-0.5,False,-0.1851,5.1875,-0.4202,0.8454,0.065023,0.177163,0.177163,-0.0549,25000,-0.5,True,-0.0242,5.9371,-0.3473,1.008,0.056251,0.189782,0.189782,0.159,20000,-0.5,True
2893,4319,10000,inviscid,6519,10000,inviscid,9718,25000,inviscid,0.5011,7.2444,-0.1317,2.2538,0.0088,0.02,0.02,0.5011,10000,-0.5,False,0.8782,7.2016,0.2261,2.5952,0.0088,0.02,0.02,0.8782,10000,-0.5,False,1.6383,7.0218,0.9549,3.2603,0.0086,0.02,0.02,1.6383,25000,-0.5,False
2894,3618,10000,inviscid,5410,30000,viscous,6407,30000,viscous,0.4917,7.1854,-0.1355,2.2304,0.0086,0.02,0.02,0.4917,10000,-0.5,False,0.139,3.5558,-0.3567,0.9589,0.038854,0.185739,0.185739,0.0695,30000,-0.5,True,0.2765,3.6549,-0.3377,1.3309,0.042608,0.265008,0.265008,0.3132,30000,-0.5,True
2895,4619,10000,viscous,5618,10000,viscous,7714,25000,viscous,-0.1888,3.0815,-0.1445,0.5423,0.068389,0.21707,0.21707,-0.1849,10000,-0.5,True,-0.1771,3.8515,-0.1415,0.6306,0.069259,0.201717,0.201717,-0.1242,10000,-0.5,True,-0.0487,5.7555,-0.3137,1.0107,0.060823,0.18366,0.18366,0.1274,25000,-0.5,True
2896,8614,10000,viscous,7513,25000,viscous,5311,35000,inviscid,-0.2613,7.5863,-0.3364,0.9016,0.070493,0.130258,0.130258,-0.0057,10000,-0.5,True,0.0506,4.4927,-0.3905,0.9559,0.065137,0.2073,0.2073,0.1323,25000,-0.5,True,0.5876,6.8113,-0.0143,2.2277,0.008,0.02,0.02,0.5876,35000,-0.5,False
2897,7710,10000,viscous,7710,10000,viscous,4810,20000,viscous,0.0467,6.4046,-0.3306,0.9821,0.051191,0.102194,0.102194,0.0926,10000,-0.5,True,0.0467,6.4046,-0.3306,0.9821,0.051191,0.102194,0.102194,0.0926,10000,-0.5,True,0.0415,6.6865,-0.4416,1.1425,0.0324,0.01,0.01,0.0442,20000,-0.5,True
2898,3622,10000,inviscid,4519,15000,viscous,8413,20000,inviscid,0.5027,7.4009,-0.1431,2.294,0.0094,0.02,0.02,0.5027,10000,-0.5,False,-0.2063,3.1406,-0.3609,0.6137,0.062919,0.199662,0.199662,-0.2371,15000,-0.5,True,1.0227,6.8775,0.3888,2.6501,0.008,0.02,0.02,1.0227,20000,-0.5,False
2899,2623,10000,inviscid,2523,25000,inviscid,1323,45000,inviscid,0.3376,7.4714,-0.304,2.1572,0.0096,0.02,0.02,0.3376,10000,-0.5,False,0.3023,7.4751,-0.3375,2.1251,0.0096,0.02,0.02,0.3023,25000,-0.5,False,0.1293,7.4898,-0.5011,1.9672,0.0096,0.02,0.02,0.1293,45000,-0.5,False
2900,4323,10000,inviscid,4321,10000,inviscid,7410,25000,viscous,0.5145,7.4599,-0.1369,2.3194,0.0096,0.02,0.02,0.5145,10000,-0.5,False,0.508,7.3521,-0.134,2.2867,0.0092,0.02,0.02,0.508,10000,-0.5,False,0.1101,4.4495,-0.3537,1.0057,0.06236,0.21101,0.21101,0.1935,25000,-0.5,True
2901,8519,10000,inviscid,6617,15000,viscous,4715,25000,viscous,1.1634,7.1687,0.4967,2.8533,0.0088,0.02,0.02,1.1634,10000,-0.5,False,-0.2719,5.7803,-0.3947,0.7856,0.063867,0.168989,0.168989,-0.108,15000,-0.5,True,-0.1252,4.6789,-0.4588,0.8183,0.040938,0.187125,0.187125,-0.0827,25000,-0.5,True
2902,5223,10000,inviscid,7421,20000,inviscid,8620,25000,inviscid,0.6065,7.4562,-0.0503,2.4044,0.0096,0.02,0.02,0.6065,10000,-0.5,False,0.9491,7.3081,0.2838,2.6876,0.0092,0.02,0.02,0.9491,20000,-0.5,False,1.3004,7.1947,0.6232,2.9876,0.009,0.02,0.02,1.3004,25000,-0.5,False
2903,6518,10000,viscous,5517,10000,viscous,3616,25000,viscous,-0.1835,4.1033,-0.1719,0.664,0.078067,0.192275,0.192275,-0.1121,10000,-0.5,True,-0.1578,3.8883,-0.1588,0.637,0.065669,0.179316,0.179316,-0.1548,10000,-0.5,True,-0.1466,3.6122,-0.4874,0.6983,0.041212,0.199742,0.199742,-0.1751,25000,-0.5,True
2904,0024,10000,inviscid,1423,25000,inviscid,3222,25000,inviscid,0.0007,7.553,-0.6273,1.8628,0.0098,0.02,0.02,0.0007,10000,-0.5,False,0.1389,7.4888,-0.4921,1.9758,0.0096,0.02,0.02,0.1389,25000,-0.5,False,0.3624,7.419,-0.2764,2.1673,0.0094,0.02,0.02,0.3624,25000,-0.5,False
