"config_id","naca_hub","naca_inner","naca_mid","naca_outer"
4518,"6621","6622","7615","7611"
4519,"5624","5624","4524","2323"
4520,"6521","6521","5519","3415"
4521,"6618","6618","6515","5312"
4522,"2421","2422","5518","8613"
4523,"5317","5318","3412","1508"
4524,"2823","2823","4621","8216"
4525,"8722","8722","4520","1418"
4526,"3318","3318","4318","6417"
4527,"4422","4422","4320","4320"
4528,"4818","4819","7813","9810"
4529,"5622","5622","6521","7420"
4530,"0020","0021","1715","1711"
4531,"4722","4723","2618","1614"
4532,"4722","4722","4622","5522"
4533,"8322","8323","7418","6508"
4534,"1318","1318","1317","1413"
4535,"3623","3624","4619","8608"
4536,"4221","4222","5418","6713"
4537,"6719","6719","6719","7518"
4538,"1621","1621","3619","6614"
4539,"6520","6520","6618","7813"
4540,"2322","2322","4521","6720"
4541,"3421","3421","5518","7614"
4542,"5616","5616","5614","2705"
4543,"8523","9523","2420","0019"
4544,"1520","1520","1420","2319"
4545,"4621","4622","6516","6514"
4546,"8521","8521","6619","3717"
4547,"3821","3821","3620","4419"
4548,"3622","3622","5619","7615"
4549,"8323","8323","6522","5722"
4550,"1522","1522","0019","0018"
4551,"5323","5323","4421","3616"
4552,"5620","5621","3617","0012"
4553,"5419","5419","6419","7518"
4554,"8619","8619","7519","5318"
4555,"4716","4716","6515","8415"
4556,"5620","5621","4616","4613"
4557,"1623","1623","2623","5621"
4558,"8419","8419","6317","4214"
4559,"3718","3718","3615","3509"
4560,"8620","8620","6617","4713"
4561,"0019","0019","0017","2408"
4562,"5820","5820","7715","9712"
4563,"4522","4522","5422","6321"
4564,"6724","6724","7619","9514"
4565,"7722","7722","4518","2316"
4566,"3518","3518","5416","9212"
4567,"5419","5419","7418","7418"
4568,"2820","2821","2616","2311"
4569,"8617","8617","8616","5610"
4570,"2420","2420","3319","5217"
4571,"6219","6220","7613","8809"
4572,"7617","7617","4515","2513"
4573,"8822","8822","7721","3517"
4574,"7221","7221","7420","8619"
4575,"6621","6622","7712","8706"
4576,"7318","7318","6316","4312"
4577,"2423","2424","4420","9312"
4578,"5222","5223","3415","0006"
4579,"3418","3418","3416","3410"
4580,"7619","7620","4412","2307"
4581,"3522","3522","2418","2316"
4582,"6318","6319","8315","9312"
4583,"4316","4316","5315","7411"
4584,"2819","2819","3718","4617"
4585,"4713","4713","5713","8612"
4586,"7421","7421","6416","5413"
4587,"2521","2521","6619","8618"
4588,"0022","0023","1420","4711"
4589,"0022","0023","2516","3514"
4590,"4522","4522","3519","1616"
4591,"7721","7721","5718","2714"
4592,"4823","4823","4821","2610"
4593,"7216","7216","4514","3614"
4594,"5516","5517","4312","3208"
4595,"2622","2622","2521","2419"
4596,"8518","8518","8517","8616"
4597,"4524","4524","3524","0021"
4598,"9319","9319","8417","4613"
4599,"9417","9417","8416","4311"
4600,"1219","1219","2415","3512"
4601,"7421","7421","6420","6420"
4602,"2315","2315","1511","1609"
4603,"8823","8824","6720","2411"
4604,"3523","3523","4521","7617"
4605,"1422","1422","5419","9315"
4606,"2421","2421","2420","5513"
4607,"7815","7815","7815","8714"
4608,"2321","2322","4418","5415"
4609,"2621","2621","1720","1719"
4610,"1418","1418","2417","7310"
4611,"8821","8822","7618","3210"
4612,"2619","2619","2714","3809"
4613,"4618","4618","2615","2614"
4614,"7313","7313","5612","3811"
4615,"7624","7624","5322","5222"
4616,"3717","3718","4513","4309"
4617,"2718","2718","5617","7617"
4618,"7322","7323","5418","4514"
4619,"5422","5422","6421","9615"
4620,"8716","8716","7716","5715"
4621,"3518","3518","3517","3613"
4622,"7522","7522","7520","7517"
4623,"6417","6417","6416","3412"
4624,"4420","4420","4519","4815"
4625,"3723","3723","5521","8318"
4626,"3719","3719","3719","6518"
4627,"3323","3324","3419","2512"
4628,"1621","1622","0015","0013"
4629,"2321","2322","6216","8212"
4630,"7523","7524","8419","9415"
4631,"6815","6815","5814","5813"
4632,"3323","3323","4421","6618"
4633,"9521","9521","6517","4515"
4634,"5816","5816","6613","8410"
4635,"9419","9419","5514","3611"
4636,"2523","2523","4523","9622"
4637,"1619","1619","5618","9617"
4638,"6421","6422","7418","8513"
4639,"6722","6722","3618","1616"
4640,"9319","9319","7316","3308"
4641,"1619","1619","2617","6612"
4642,"1316","1316","1315","1212"
4643,"6320","6321","4516","2710"
4644,"5224","5224","5323","3615"
4645,"3717","3717","3616","4312"
4646,"1718","1718","1717","0015"
4647,"4521","4521","6517","8513"
4648,"6818","6819","3611","1406"
4649,"5420","5421","5516","5613"
4650,"8421","8421","7618","7816"
4651,"1318","1318","3316","5214"
4652,"8318","8318","7416","5614"
4653,"4322","4322","4321","6313"
4654,"2323","2324","3320","4309"
4655,"7519","7519","7417","6315"
4656,"7619","7619","7416","8212"
4657,"7719","7719","5616","3514"
4658,"8719","8719","7717","4712"
4659,"7517","7517","7515","6413"
4660,"6620","6620","6619","7616"
4661,"6713","6713","5611","4206"
4662,"7722","7722","6722","2721"
4663,"9522","9522","8519","7613"
4664,"8617","8617","8617","6414"
4665,"1318","1318","2417","6613"
4666,"6422","6423","5519","3714"
4667,"6422","6423","5416","4411"
4668,"1723","1723","5622","6622"
4669,"7720","7720","7619","7315"
4670,"2820","2820","3719","5415"
4671,"1212","1212","3311","6409"
4672,"4321","4322","4617","4813"
4673,"4721","4722","2817","0013"
4674,"6521","6521","5418","1311"
4675,"7418","7419","2511","1509"
4676,"4723","4724","2714","1707"
4677,"5321","5321","5519","5817"
4678,"2321","2322","5516","7712"
4679,"9517","9517","8516","6515"
4680,"5419","5420","6415","7508"
4681,"0016","0017","2612","3710"
4682,"1418","1418","1416","1413"
4683,"3222","3223","3320","4412"
4684,"2821","2821","2720","2313"
4685,"9622","9622","7620","3714"
4686,"6623","6623","5622","4621"
4687,"2718","2718","1718","0018"
4688,"6720","6720","4518","0015"
4689,"2323","2323","3523","4823"
4690,"9718","9718","9717","6511"
4691,"0024","0024","1622","7812"
4692,"8522","8522","8521","7216"
4693,"5322","5322","5420","3710"
4694,"1521","1522","2513","2508"
4695,"3824","3824","4723","8319"
4696,"7722","7722","6622","5522"
4697,"7423","7423","7421","7708"
4698,"9418","9418","8514","7511"
4699,"1523","1523","1521","2308"
4700,"7523","7523","5321","4219"
4701,"1622","1622","3620","4619"
4702,"4721","4721","5819","5818"
4703,"0022","0022","4419","7617"
4704,"2419","2419","2417","3313"
4705,"4322","4322","3321","2319"
4706,"3720","3720","5418","5317"
4707,"2718","2718","2516","1214"
4708,"3619","3619","7417","8416"
4709,"3617","3617","4615","6709"
4710,"1420","1420","1518","4807"
4711,"8423","8423","8421","7210"
4712,"3221","3221","6320","9419"
4713,"3419","3420","6614","8711"
4714,"5621","5621","6518","8410"
4715,"8220","8220","6319","1616"
4716,"6720","6720","5618","2415"
4717,"4513","4513","5612","6711"
4718,"1321","1321","3417","5415"
4719,"6523","6524","5520","1611"
4720,"8222","8223","8418","7711"
4721,"8618","8618","7717","5813"
4722,"7520","7520","7420","7319"
4723,"9619","9619","7618","5616"
4724,"2520","2521","3519","8506"
4725,"9316","9316","8413","6605"
4726,"0023","0023","0019","0014"
4727,"8516","8516","7515","4310"
4728,"3219","3220","5316","8406"
4729,"2822","2822","2619","2618"
4730,"5622","5622","7619","8617"
4731,"6520","6520","6519","4514"
4732,"4720","4720","3818","3817"
4733,"4622","4623","4620","3712"
4734,"1622","1622","5618","8615"
4735,"7719","7719","8418","9217"
4736,"2823","2823","3721","9412"
4737,"2520","2520","2518","2614"
4738,"4621","4622","4616","4509"
4739,"5721","5722","6618","7512"
4740,"4414","4414","5413","9411"
4741,"2219","2220","1514","0010"
4742,"1320","1320","5418","7517"
4743,"7216","7216","7412","7411"
4744,"2819","2819","5417","6316"
4745,"7619","7619","5617","3715"
4746,"1321","1321","2419","5613"
4747,"2622","2623","2414","2209"
4748,"5520","5520","4517","3413"
4749,"1620","0021","5614","9610"
4750,"2720","2720","4618","4617"
4751,"5524","5524","5523","3617"
4752,"7422","8423","3615","1613"
4753,"2521","2522","3518","6510"
4754,"7222","7222","5221","1217"
4755,"8621","8621","9418","9316"
4756,"4422","4422","2522","2522"
4757,"7418","7418","7314","6209"
4758,"2721","1722","7514","9412"
4759,"4320","4320","4418","4417"
4760,"6616","6616","5615","4513"
4761,"1720","1721","4513","5511"
4762,"2713","2713","1613","1513"
4763,"6816","6816","6715","4311"
4764,"7720","7721","5514","4410"
4765,"8419","8420","6315","5311"
4766,"7622","7622","5417","4416"
4767,"7822","7823","6719","2310"
4768,"4619","4619","5619","6618"
4769,"0021","0021","2718","5711"
4770,"8418","8418","7315","6313"
4771,"0022","0022","1318","3214"
4772,"9722","9723","9718","8613"
4773,"7719","7720","5512","4406"
4774,"7623","7623","6623","4522"
4775,"6424","6424","7620","7718"
4776,"5520","5520","5520","8417"
4777,"6422","6423","5413","4407"
4778,"5721","5721","5519","5518"
4779,"5620","5620","5718","5814"
4780,"9624","9624","8623","4616"
4781,"6422","6422","4618","3715"
4782,"8817","8817","7817","1815"
4783,"6218","6218","5314","3509"
4784,"4820","4820","5818","9712"
4785,"7815","7815","8714","9613"
4786,"5420","5420","2318","0017"
4787,"1321","1321","3421","4421"
4788,"7521","7521","7420","7218"
4789,"3723","3724","4311","4207"
4790,"1321","1322","2711","2807"
4791,"7723","7724","4719","2715"
4792,"1720","1720","2720","8617"
4793,"9820","9820","8716","7512"
4794,"3615","3615","4514","4513"
4795,"7422","7422","6419","3312"
4796,"3419","3420","4515","5609"
4797,"2420","2421","3417","4311"
4798,"9621","9621","7618","5614"
4799,"7323","7323","4320","1417"
4800,"4517","4518","6513","8607"
4801,"3612","2612","7407","9306"
4802,"1218","1218","1218","2318"
4803,"4519","4519","4519","7618"
4804,"8616","8616","7516","4216"
4805,"6322","6322","7318","9314"
4806,"5219","5219","4317","2713"
4807,"4521","4521","5520","7618"
4808,"9223","9223","6318","3513"
4809,"1321","1321","2421","5520"
4810,"1319","1319","2315","4411"
4811,"5318","5318","4416","4416"
4812,"0021","0022","1716","2509"
4813,"5521","5521","3518","2517"
4814,"1421","1422","5616","8812"
4815,"6622","6622","6622","6319"
4816,"0022","0023","4613","7606"
4817,"1623","1623","2519","3417"
4818,"7715","7715","6614","4513"
4819,"2511","2511","2411","1310"
4820,"8623","8624","5516","2406"
4821,"5721","5721","5619","4414"
4822,"3419","3419","3517","4713"
4823,"1517","1517","2416","3316"
4824,"6520","6520","4718","3718"
4825,"9722","9723","5618","1413"
4826,"1623","1623","5421","7219"
4827,"7223","7223","5421","4420"
4828,"1415","1415","1312","1311"
4829,"5318","5318","5315","5412"
4830,"3613","3613","4413","5213"
4831,"0014","0014","2510","3408"
4832,"1320","1320","4418","5417"
4833,"4222","4223","6414","6411"
4834,"6222","6223","6320","7511"
4835,"5318","5318","4316","2312"
4836,"9521","9521","7621","5820"
4837,"6417","6417","4615","4715"
4838,"3721","3722","3716","2809"
4839,"4819","4819","5617","5516"
4840,"9517","9517","8516","2311"
4841,"0021","0021","1517","1315"
4842,"3722","3722","1620","0018"
4843,"8618","8618","7514","6511"
4844,"7619","7619","7718","8816"
4845,"3217","3217","7416","9616"
4846,"1722","1722","2421","3220"
4847,"2418","2418","0013","0012"
4848,"3723","3723","2619","2517"
4849,"3620","3620","4520","6319"
4850,"8324","8324","8322","8414"
4851,"1720","1721","1617","1208"
4852,"8522","8522","6420","4418"
4853,"8521","8521","7518","6512"
4854,"7315","7315","6415","2712"
4855,"4323","4323","2419","1416"
4856,"9721","9721","5718","4717"
4857,"2522","2522","2521","4314"
4858,"2517","2517","2512","2510"
4859,"2223","2223","4321","7519"
4860,"4818","4818","4817","4514"
4861,"5320","5320","6319","8216"
4862,"8816","8817","7411","7309"
4863,"1322","1322","1419","0013"
4864,"8317","8317","5316","1215"
4865,"4320","4320","3416","3513"
4866,"6220","6220","6318","7515"
4867,"4719","4720","6612","7506"
4868,"4724","4724","7522","9420"
4869,"8321","8321","7319","1511"
4870,"2620","2620","3520","5219"
4871,"2521","2521","6421","8321"
4872,"7622","7622","5620","4619"
4873,"7522","7523","9315","9313"
4874,"5824","5824","4721","1414"
4875,"3216","3216","2316","2416"
4876,"7723","7724","4619","2615"
4877,"2323","2323","2520","2816"
4878,"1423","1423","1521","1812"
4879,"2621","2621","3517","4413"
4880,"5622","5622","5618","5616"
4881,"8617","8618","7510","7405"
4882,"3823","3823","3822","2719"
4883,"4517","4517","4415","5312"
4884,"4821","4821","4820","3512"
4885,"4419","4419","3419","2319"
4886,"6221","6221","6319","5714"
4887,"1520","1520","5618","8616"
4888,"5421","5421","5420","4714"
4889,"3415","3415","5415","7414"
4890,"6421","6421","6519","6618"
4891,"9518","9519","7515","6512"
4892,"1821","1821","1818","0012"
4893,"6421","6421","6421","7518"
4894,"3720","3720","4719","7715"
4895,"7321","7321","8416","8413"
4896,"1518","1518","2315","3213"
4897,"3819","3819","4718","9313"
4898,"2722","2722","3721","7513"
4899,"4321","4321","6320","8320"
4900,"8321","8321","7319","2611"
4901,"4324","4324","3523","3722"
4902,"1622","1623","2719","6809"
4903,"2320","2320","4419","8617"
4904,"0020","0021","3416","5412"
4905,"9721","9721","9719","8511"
4906,"1218","1218","2218","5218"
4907,"3721","3721","5620","7418"
4908,"8721","8721","4518","2416"
4909,"2322","2322","2319","2215"
4910,"4514","4514","5613","6712"
4911,"9817","9817","9515","9313"
4912,"6321","6322","5317","5313"
4913,"9423","9423","9522","8620"
4914,"9415","9415","6613","5712"
4915,"5719","5719","7517","7416"
4916,"1318","1319","2416","4509"
4917,"9318","9318","7616","7716"
4918,"3422","3422","3520","4618"
4919,"5224","5224","6223","9319"
4920,"5321","5321","4318","1311"
4921,"3518","3518","7617","9716"
4922,"8623","8624","5515","3509"
4923,"9623","9623","7623","1523"
4924,"3321","3321","3320","3317"
4925,"4823","4823","4819","4714"
4926,"1421","1422","4715","5813"
4927,"0020","0020","0020","1619"
4928,"8520","8520","6419","2218"
4929,"8523","8524","5420","2316"
4930,"5622","5622","7422","8222"
4931,"4623","4623","4621","7811"
4932,"4323","4324","4318","3311"
4933,"2323","2323","2521","3719"
4934,"8719","8719","5519","2218"
4935,"2521","2521","1420","0019"
4936,"0021","0021","0019","1813"
4937,"6622","6623","4516","3514"
4938,"0022","0022","4318","6316"
4939,"9424","9424","8423","2320"
4940,"1719","1719","2718","6611"
4941,"2519","2520","5615","7712"
4942,"3619","3619","4518","6215"
4943,"9617","9617","8417","8217"
4944,"4522","4522","4521","4620"
4945,"8416","8416","7415","1612"
4946,"4618","4618","3518","2317"
4947,"4821","4822","3716","2509"
4948,"7323","7323","7419","7511"
4949,"1219","1219","3216","7308"
4950,"2517","2517","4616","9712"
4951,"6821","6821","6820","7717"
4952,"0022","0022","3620","7818"
4953,"2322","2322","5420","8618"
4954,"7223","7224","6321","3607"
4955,"5512","5512","5512","5412"
4956,"0019","0020","2417","7408"
4957,"2320","1320","7516","9515"
4958,"4419","4419","4417","3512"
4959,"5517","5517","4615","3811"
4960,"7322","7322","6322","4422"
4961,"9419","9419","7518","2716"
4962,"7324","7324","8523","9722"
4963,"0013","0013","1713","5611"
4964,"1320","1321","2516","4710"
4965,"7523","7523","6321","6221"
4966,"1220","0020","5419","7519"
4967,"7721","7722","6517","5414"
4968,"3322","3323","5614","5711"
4969,"6514","6514","5514","3514"
4970,"4624","4624","3521","2317"
4971,"8422","8422","7419","5516"
4972,"1711","1711","2711","2711"
4973,"2517","2517","3516","4613"
4974,"3814","3814","5713","8512"
4975,"8522","8523","8615","8610"
4976,"3416","3416","4413","8507"
4977,"3621","3621","5420","7220"
4978,"5321","5321","4418","3416"
4979,"4420","4420","2615","1714"
4980,"3721","3721","3620","2417"
4981,"1418","1418","2515","4611"
4982,"5614","5614","5614","6614"
4983,"1518","1518","3713","4712"
4984,"4720","4721","5715","5711"
4985,"3722","3723","4818","5815"
4986,"7519","7519","5519","1518"
4987,"5324","5324","6324","8423"
4988,"1522","1522","5418","8316"
4989,"1518","1518","1417","1316"
4990,"8322","8322","8321","9319"
4991,"1622","1623","2718","3812"
4992,"6621","6621","7618","8712"
4993,"1721","1721","3520","3520"
4994,"8418","8418","7417","2213"
4995,"0023","0024","5518","7616"
4996,"2419","2419","3418","7517"
4997,"3722","3723","2719","1814"
4998,"8322","8322","8320","8217"
4999,"0023","0023","3420","5418"
