"config_id","naca_hub","naca_inner","naca_mid","naca_outer"
3697,"6514","6514","4412","1210"
3698,"1320","1320","5318","8316"
3699,"4521","4521","5519","9414"
3700,"6221","6221","6320","5716"
3701,"8221","8222","7318","6409"
3702,"3624","3624","3622","4711"
3703,"1217","1217","2316","5614"
3704,"8219","8219","5517","3715"
3705,"6522","6523","6417","6313"
3706,"3724","3724","3623","2421"
3707,"8322","8322","7422","1722"
3708,"2617","2617","2516","5210"
3709,"4521","4522","3518","1509"
3710,"7223","7223","5422","2721"
3711,"4722","4722","6521","7320"
3712,"7720","7720","6719","0013"
3713,"2223","2223","2321","1617"
3714,"0019","0019","3514","4513"
3715,"2223","2223","4422","5621"
3716,"3323","3323","4320","5314"
3717,"5312","5312","6411","6410"
3718,"2723","2723","2722","1621"
3719,"8422","8423","8418","7513"
3720,"3323","3324","4420","6710"
3721,"4818","4818","4615","5411"
3722,"8619","8619","8618","7312"
3723,"0020","0021","3312","5307"
3724,"0021","0021","5518","6517"
3725,"1219","1219","4417","8715"
3726,"7419","7420","5313","4309"
3727,"8719","8719","8718","8617"
3728,"2324","2324","3520","3618"
3729,"3719","3720","6716","9610"
3730,"7521","7521","5517","2512"
3731,"6519","6520","7612","7610"
3732,"6323","6323","2421","1420"
3733,"6221","6222","8414","9412"
3734,"1722","1722","3721","7718"
3735,"8422","8422","6521","0017"
3736,"7313","7313","3511","0010"
3737,"4524","4524","5523","6521"
3738,"0022","0022","1221","3318"
3739,"0021","0021","3617","6412"
3740,"2619","2619","7715","8714"
3741,"5719","5720","4813","4809"
3742,"8516","8516","7516","3616"
3743,"1420","1420","1418","1312"
3744,"7322","7322","7420","7617"
3745,"7321","7321","5319","4318"
3746,"5821","5822","4714","4708"
3747,"3217","3217","4314","7707"
3748,"9519","9519","8516","6413"
3749,"1616","1616","1615","3412"
3750,"4423","4423","4519","3614"
3751,"3623","3623","3522","2320"
3752,"1419","1420","3413","6305"
3753,"6817","6817","4715","0010"
3754,"4515","4515","5513","6411"
3755,"7222","8222","3421","0020"
3756,"4314","4314","4513","4713"
3757,"5521","5522","6618","8712"
3758,"3421","3421","2521","2521"
3759,"7718","7719","5711","4706"
3760,"5523","5523","7319","8218"
3761,"6616","6617","5713","4807"
3762,"2723","2724","1311","1207"
3763,"4816","4817","3510","3408"
3764,"7421","7421","5320","4219"
3765,"1622","1622","2721","3820"
3766,"8322","8322","8422","8521"
3767,"4723","4723","3621","2317"
3768,"5621","5621","7720","8720"
3769,"5721","5722","5617","6510"
3770,"2521","2522","3617","5710"
3771,"3723","3723","5519","6417"
3772,"0023","0023","2521","7317"
3773,"5622","5622","4619","2712"
3774,"6211","6211","7310","9508"
3775,"5618","5618","5618","8518"
3776,"4723","4724","5620","7512"
3777,"7317","7317","6316","3312"
3778,"1617","1617","2715","2713"
3779,"2213","2213","2213","2213"
3780,"7621","7621","5619","4618"
3781,"7523","7523","7522","6521"
3782,"3217","3217","2415","1614"
3783,"9419","9419","7614","5811"
3784,"4318","4318","5316","7310"
3785,"7517","7518","7614","8708"
3786,"9621","9621","8621","2419"
3787,"8324","8324","7421","6515"
3788,"7522","8522","3521","0021"
3789,"1321","1321","2419","7811"
3790,"9221","9221","9319","8710"
3791,"3822","3823","3414","3311"
3792,"7721","7721","6719","4717"
3793,"6623","6623","6622","7719"
3794,"0015","0015","4513","8710"
3795,"5322","5322","5420","5616"
3796,"5422","5422","5420","4609"
3797,"7221","7221","6320","1816"
3798,"1719","1719","4716","8613"
3799,"4419","4420","2314","1211"
3800,"1720","1720","2719","5615"
3801,"1323","1323","4322","7420"
3802,"8223","8223","6321","0015"
3803,"4218","4219","4510","4705"
3804,"8618","8619","3511","2509"
3805,"5622","5622","5622","6622"
3806,"0023","0024","0018","1411"
3807,"3220","3221","4214","4210"
3808,"1623","1623","1521","2315"
3809,"5321","5321","6419","7517"
3810,"7520","7521","5516","3611"
3811,"6521","6521","5519","3613"
3812,"6621","6621","6720","5819"
3813,"3719","3719","6517","8316"
3814,"1316","1317","3313","7305"
3815,"8318","8318","8215","8213"
3816,"4423","4423","5422","8617"
3817,"8313","8313","4513","2713"
3818,"6324","6324","7322","7321"
3819,"1523","1523","2519","4415"
3820,"8719","8720","6714","4707"
3821,"8624","8624","7523","3218"
3822,"8618","8618","4713","1710"
3823,"1524","1524","2623","3820"
3824,"5323","5323","5722","5822"
3825,"6320","6320","5419","3617"
3826,"5522","5522","4421","1219"
3827,"6822","6823","5719","3311"
3828,"1620","1620","2618","8810"
3829,"7319","7320","8315","8312"
3830,"7422","7423","5315","3310"
3831,"8718","8718","7717","3514"
3832,"6723","6723","1719","0018"
3833,"2724","2724","4520","5317"
3834,"7323","7324","4520","1814"
3835,"6718","6718","5517","5517"
3836,"2324","2324","4722","4821"
3837,"1518","1518","2617","6816"
3838,"8718","8718","4617","2617"
3839,"2817","2817","5715","7614"
3840,"6219","6219","6218","8410"
3841,"2621","2622","7617","8615"
3842,"2419","2419","3418","6210"
3843,"3322","3322","3519","4816"
3844,"0013","0013","1713","2613"
3845,"2723","2724","5619","8514"
3846,"6818","6818","6715","6611"
3847,"2722","2722","4518","6415"
3848,"4721","4721","3620","1416"
3849,"7719","7719","6719","5618"
3850,"1421","1422","1316","1312"
3851,"7323","7323","7519","8715"
3852,"4320","4321","5317","7308"
3853,"1418","1419","4515","6612"
3854,"2621","2621","3621","7319"
3855,"1623","1624","3621","7613"
3856,"5323","5323","3421","2420"
3857,"3420","3420","5315","7312"
3858,"6621","6622","5617","4610"
3859,"7815","7815","3611","1409"
3860,"4520","4520","6520","9520"
3861,"4221","4222","6317","8410"
3862,"3524","3524","3521","3615"
3863,"7720","7720","9517","9416"
3864,"2322","2322","3321","7513"
3865,"0021","0021","4718","6616"
3866,"3418","3418","4418","8315"
3867,"1523","1523","2521","6510"
3868,"7519","8519","2315","0014"
3869,"5721","5721","6617","7412"
3870,"7421","7421","5616","4615"
3871,"4621","4622","8411","9307"
3872,"6721","6721","4520","2320"
3873,"7517","7517","8615","9712"
3874,"5518","5518","4514","2609"
3875,"4321","4321","5320","9417"
3876,"2420","2420","3419","4419"
3877,"2220","2220","2219","5315"
3878,"6723","6723","5622","3318"
3879,"2518","2519","3615","3612"
3880,"3820","3821","2717","1714"
3881,"8321","8321","7421","5521"
3882,"0023","0023","2522","4521"
3883,"5423","5423","4422","2320"
3884,"1721","1722","1618","0010"
3885,"4624","4624","5523","7321"
3886,"5421","5421","6519","8716"
3887,"3722","3723","4719","5609"
3888,"6515","6515","6515","4712"
3889,"1623","1623","2521","3316"
3890,"7621","7622","5617","1505"
3891,"2624","2624","6624","8624"
3892,"6417","6417","6216","6216"
3893,"5220","5221","7514","7612"
3894,"9619","9619","4415","1312"
3895,"4315","4315","2515","0014"
3896,"4819","4819","5418","5218"
3897,"4320","4321","3414","1605"
3898,"4418","4418","5415","7512"
3899,"3421","3422","2417","0006"
3900,"4321","4321","5519","6718"
3901,"3722","3723","5719","8613"
3902,"4721","4721","6619","7618"
3903,"0024","0024","2422","4521"
3904,"1518","0018","5414","9311"
3905,"2816","2816","7612","8611"
3906,"0021","0021","1517","3612"
3907,"3621","3621","7718","9716"
3908,"8321","8322","6517","4713"
3909,"1223","1223","3321","6519"
3910,"2523","2524","6418","7416"
3911,"0018","0018","0018","0017"
3912,"6616","6617","4614","0006"
3913,"8322","8322","6421","2819"
3914,"1617","1617","1615","2513"
3915,"1319","1320","1614","1810"
3916,"8619","8619","7718","7718"
3917,"1421","1421","1420","4214"
3918,"2615","2615","2512","2408"
3919,"0024","0024","2322","8216"
3920,"5420","5420","5417","4510"
3921,"5619","5619","4716","1810"
3922,"8624","8624","7622","6720"
3923,"7617","7618","6410","6307"
3924,"7424","7424","7424","7521"
3925,"1219","1219","0017","0017"
3926,"7521","7521","7520","7417"
3927,"4819","4819","4616","3412"
3928,"3519","3519","3519","6518"
3929,"6721","6721","6719","6613"
3930,"6420","6421","3517","0011"
3931,"8316","8316","4415","3415"
3932,"1521","1521","2621","4720"
3933,"5821","5822","3717","2613"
3934,"2317","2317","2414","2610"
3935,"1421","1421","1421","4618"
3936,"2414","2414","2413","1311"
3937,"5321","5322","5515","5610"
3938,"6624","6624","7523","7523"
3939,"6517","6517","6414","5208"
3940,"8815","8815","7612","6409"
3941,"4822","4822","6517","6415"
3942,"9219","9219","6317","4415"
3943,"7518","7518","7516","7511"
3944,"5621","5621","6519","6518"
3945,"2521","2522","2517","1412"
3946,"2520","2520","4619","5619"
3947,"1818","0019","6413","8311"
3948,"6521","6522","4614","3611"
3949,"5713","5713","6712","9609"
3950,"2423","2423","2522","2521"
3951,"8720","8720","6719","1716"
3952,"8522","8522","5618","2814"
3953,"4523","4524","4619","4813"
3954,"4722","4722","4721","3717"
3955,"6722","6722","4617","2514"
3956,"2414","2414","3511","3609"
3957,"9418","9418","8517","7517"
3958,"3421","3421","4519","6713"
3959,"5320","5321","3416","2412"
3960,"3718","3718","4517","5316"
3961,"5722","5723","6516","7312"
3962,"0020","0021","4614","6709"
3963,"5219","5219","5318","7711"
3964,"3616","3616","4614","8708"
3965,"8522","8522","8518","9514"
3966,"8321","8321","7418","6615"
3967,"2421","2421","2420","0013"
3968,"4511","4511","4611","4710"
3969,"6818","6818","5717","2310"
3970,"1224","1224","2323","9620"
3971,"5520","5520","4718","3816"
3972,"4818","4819","5715","8606"
3973,"1717","1717","3615","7210"
3974,"8521","8522","8516","8508"
3975,"8422","8422","7620","6718"
3976,"9522","9522","8318","7215"
3977,"6424","6424","7522","9717"
3978,"7419","7419","7417","7415"
3979,"5217","5218","3413","1510"
3980,"2416","2416","3416","4316"
3981,"9317","9317","8316","6213"
3982,"3719","3719","4618","5516"
3983,"4820","4821","5512","5306"
3984,"3620","3621","1715","0011"
3985,"4223","4224","3216","3213"
3986,"6715","6715","3713","0011"
3987,"3724","3724","4721","6613"
3988,"7821","7822","3513","2410"
3989,"7421","7422","8615","8810"
3990,"2723","2723","2623","2523"
3991,"3822","3822","4820","5718"
3992,"6822","6822","4822","3822"
3993,"1824","1824","5621","9318"
3994,"5222","5223","7312","7308"
3995,"3714","3714","2613","1310"
3996,"4319","4319","4316","5213"
3997,"1823","1823","3719","5615"
3998,"7624","7624","5622","3519"
3999,"9716","9717","8614","7206"
4000,"6421","6421","5419","1513"
4001,"6518","6518","6515","7409"
4002,"2418","1418","6316","9314"
4003,"5322","5323","4319","3414"
4004,"4616","4617","8310","9208"
4005,"5721","5721","5721","7619"
4006,"4619","4619","3617","2715"
4007,"3523","3524","3315","3209"
4008,"0018","0018","3417","7416"
4009,"6324","6324","6323","5322"
4010,"9722","9723","8720","4611"
4011,"3620","3620","4616","6708"
4012,"4616","4616","7515","9414"
4013,"5524","5524","5619","4814"
4014,"5420","5421","7515","8511"
4015,"2516","2516","2515","5510"
4016,"4720","4721","1512","0009"
4017,"3620","3620","2616","1612"
4018,"9712","9712","9709","8706"
4019,"0020","0020","0018","1810"
4020,"8821","8821","7719","6416"
4021,"0021","0022","1418","2308"
4022,"4522","4522","3521","2519"
4023,"2819","2819","3714","4611"
4024,"5820","5820","5817","6810"
4025,"1515","1515","1414","0012"
4026,"5617","5617","3616","1715"
4027,"8420","8421","5312","3306"
4028,"3721","3721","3519","3316"
4029,"3823","3823","5721","7519"
4030,"0019","0019","3419","6619"
4031,"5622","5622","5621","8315"
4032,"7621","7621","7520","7419"
4033,"1216","1216","2314","4411"
4034,"8820","8820","7718","1208"
4035,"4217","4217","4616","4815"
4036,"9615","9615","8311","8210"
4037,"8721","8721","7620","5519"
4038,"2418","2418","4618","6718"
4039,"4321","4321","6418","9611"
4040,"5421","5421","6519","8615"
4041,"2620","2620","2719","3817"
4042,"5321","5322","5415","5511"
4043,"1722","1722","2722","4621"
4044,"5617","5617","5515","5412"
4045,"2423","2424","1420","0011"
4046,"5819","5820","8615","9513"
4047,"4620","4620","4619","3613"
4048,"9420","9421","5314","3310"
4049,"5719","5720","4716","2611"
4050,"2520","2521","5414","6412"
4051,"3519","3519","3414","3413"
4052,"4423","4423","5422","6320"
4053,"4322","4322","5320","7317"
4054,"3421","3421","2520","2519"
4055,"3619","3619","3319","3219"
4056,"1518","1518","1516","1514"
4057,"7323","7323","7323","5620"
4058,"8619","8619","8618","7617"
4059,"3415","3415","3413","2508"
4060,"1316","1316","1416","3815"
4061,"7316","7316","5514","4712"
4062,"6715","6715","6714","8807"
4063,"2422","2423","1413","1410"
4064,"5719","5719","4718","1513"
4065,"6219","6220","7710","7807"
4066,"1517","1517","1517","2717"
4067,"2522","2523","1417","1313"
4068,"8517","9517","5716","2815"
4069,"2417","2417","5615","7813"
4070,"7816","7816","7715","6514"
4071,"7419","7420","5614","4612"
4072,"5322","5322","5320","3511"
4073,"5618","5618","5617","5412"
4074,"4821","4821","1616","0015"
4075,"4317","4317","4416","4612"
4076,"1722","1722","3620","8415"
4077,"6624","6624","6622","3512"
4078,"3619","3619","3619","4318"
4079,"3715","3715","2714","1613"
4080,"1621","1621","2619","8407"
4081,"1421","1421","2518","2517"
4082,"3722","3723","5812","6808"
4083,"6219","6219","4418","2518"
4084,"1716","1716","2716","4615"
4085,"5721","5721","6617","7515"
4086,"2418","2418","1615","1614"
4087,"5621","5621","6618","7712"
4088,"5822","5822","6618","6516"
4089,"4721","4721","4618","5515"
4090,"8322","8323","4517","1713"
4091,"7420","7421","4614","3612"
4092,"7519","7519","7415","7412"
4093,"8319","8319","8419","9618"
4094,"3722","3722","1722","0022"
4095,"8721","8721","7619","5515"
4096,"1319","1319","3317","5315"
4097,"3418","3418","2514","2513"
4098,"5624","5624","4622","1710"
4099,"0023","0023","1522","6418"
4100,"8322","8322","7320","6319"
4101,"7716","7716","3414","1212"
4102,"6721","6721","3619","1518"
4103,"9618","9618","5616","3615"
4104,"4623","4623","4621","1612"
4105,"5323","5323","7319","8318"
4106,"3419","3419","2519","2619"
4107,"7823","7823","8619","8517"
4108,"6715","6715","6411","6209"
4109,"7523","7523","5421","2318"
4110,"5621","5621","6621","8520"
4111,"2319","2319","3316","4412"
4112,"6514","6514","6413","6210"
4113,"2719","2719","2719","4617"
4114,"2522","2522","2522","5520"
4115,"6217","6217","5316","0010"
4116,"3517","3517","5413","7311"
4117,"8323","8323","8521","8719"
4118,"4418","4418","4417","1311"
4119,"9818","9818","9817","8715"
4120,"8521","8521","7420","5217"
4121,"3620","3621","4717","5811"
4122,"6518","6518","5518","4517"
4123,"8623","8623","7523","6422"
4124,"7320","7320","6317","4414"
4125,"8219","8219","7218","5314"
4126,"1721","1721","3819","4818"
4127,"7320","7320","7516","7614"
4128,"8520","8520","5517","2614"
4129,"8316","8316","8315","7409"
4130,"7720","7720","6719","3413"
4131,"2621","2622","2616","2708"
4132,"3715","3715","3612","2509"
4133,"2620","2620","4617","7514"
4134,"3422","3423","5316","7211"
4135,"8324","8324","8320","9416"
4136,"5321","5322","4417","1706"
4137,"4718","4718","6417","7216"
4138,"2219","2220","3314","3310"
4139,"7519","7519","6519","2718"
4140,"3623","3623","5523","9222"
4141,"0018","0018","3317","9514"
4142,"5515","5515","5513","5512"
4143,"2614","2615","2611","3606"
4144,"5321","5321","7417","8416"
4145,"3722","3723","4720","8711"
4146,"6721","6722","5716","5712"
4147,"8723","8723","7621","6316"
4148,"1621","1622","1616","2509"
4149,"3215","3215","2413","1809"
4150,"3722","3722","4721","6720"
4151,"3321","3322","4415","4411"
4152,"4620","4621","3516","1411"
4153,"8221","8221","7319","6416"
4154,"6322","6323","5514","5611"
4155,"9716","9717","5709","4707"
4156,"7316","7316","5414","1510"
4157,"5422","5423","2615","1713"
4158,"4518","4518","5516","6514"
4159,"1616","1617","4410","5308"
4160,"1516","1516","2415","4312"
4161,"5524","5524","6419","7316"
4162,"9321","9321","8320","7216"
4163,"3223","3223","4521","5719"
4164,"3517","3517","4515","8409"
4165,"0014","0014","0014","1613"
4166,"4515","4515","4515","7514"
4167,"7621","7622","5517","4414"
4168,"8316","8316","7413","6610"
4169,"0016","0016","0015","1512"
4170,"5713","5713","7613","9412"
4171,"2424","2424","2323","3222"
4172,"6719","6720","4414","3210"
4173,"3321","3321","3321","5321"
4174,"6721","6721","6518","6215"
4175,"3622","3622","4522","6422"
4176,"7211","7211","7311","6711"
4177,"0018","0018","1317","2416"
4178,"2822","2822","2517","2314"
4179,"7323","7324","5318","2410"
4180,"2421","2421","4421","6421"
4181,"7420","7420","5619","4719"
4182,"7623","7624","5519","0009"
4183,"6318","6318","4316","1214"
4184,"7622","7622","3421","1320"
4185,"2423","2423","4417","5414"
4186,"7316","7316","7515","8714"
4187,"7718","7718","7616","7615"
4188,"7521","7521","6519","5613"
4189,"7223","7223","4421","1619"
4190,"0019","0020","3415","5412"
4191,"8819","8820","4713","2608"
4192,"8617","8617","7614","6508"
4193,"8222","8223","8417","9710"
4194,"8414","8414","6212","5211"
4195,"3717","3718","3612","3508"
4196,"9820","9821","5413","2208"
4197,"6713","6713","3613","0012"
4198,"1420","1421","5214","6212"
4199,"1420","1420","2418","3514"
4200,"2722","2722","1620","1518"
4201,"5416","5416","5515","4714"
4202,"2617","2617","3516","5414"
4203,"4421","4421","5519","8715"
4204,"6619","6619","5618","2615"
4205,"8719","8720","4513","2409"
4206,"5621","5622","4413","3207"
4207,"7223","7223","7318","7316"
4208,"7822","7822","7820","7709"
4209,"8419","8420","6415","3309"
4210,"4622","4622","7420","8420"
4211,"3521","3521","3419","4314"
4212,"4619","4619","6418","7418"
4213,"3519","3519","3517","2614"
4214,"1720","1721","5415","7211"
4215,"4423","4424","4421","2308"
4216,"1721","1722","2514","2308"
4217,"5221","5221","5321","5718"
4218,"5621","5622","4517","3410"
4219,"8324","8324","7521","7619"
4220,"1314","1314","1312","2310"
4221,"8822","8823","8413","8310"
4222,"9717","9717","8716","1613"
4223,"5321","5322","5319","5312"
4224,"5323","5323","6419","6517"
4225,"3422","3423","2417","1509"
4226,"6522","6523","7519","8509"
4227,"7523","7523","6622","4820"
4228,"4523","4524","3620","1812"
4229,"5422","5422","4421","2517"
4230,"1721","1721","1720","1718"
4231,"3723","3724","3516","3307"
4232,"6421","6421","6520","5814"
4233,"4314","4314","3514","3514"
4234,"1322","1323","2519","3813"
4235,"7322","7323","6317","4409"
4236,"6724","6724","4622","0018"
4237,"6313","6313","7412","9510"
4238,"5424","5424","5523","5522"
4239,"1214","1214","1410","1409"
4240,"5616","5616","6515","7414"
4241,"4620","4620","4519","3214"
4242,"7621","7622","5618","2713"
4243,"8418","8418","6417","1516"
4244,"3620","3620","3719","3817"
4245,"5220","5220","3420","1719"
4246,"1814","1814","1713","2612"
4247,"7320","7320","3618","1816"
4248,"1614","1614","2512","5307"
4249,"7519","7519","7515","8410"
4250,"6221","6221","6320","6718"
4251,"6620","6621","4617","2711"
4252,"6421","6421","6420","6416"
4253,"4819","4819","3718","0013"
4254,"9621","9621","5417","2215"
4255,"6523","6524","2414","0007"
4256,"2219","2219","4318","8715"
4257,"2817","2818","3713","4710"
4258,"8222","8222","6418","5517"
4259,"8622","8623","4717","1813"
4260,"9518","9518","5615","3713"
4261,"3723","3723","3418","3317"
4262,"5419","5419","3615","1810"
4263,"1620","1620","2618","3514"
4264,"6521","6522","2417","0013"
4265,"7422","7422","7419","8512"
4266,"7714","7714","7614","6214"
4267,"5717","5717","5715","5711"
4268,"6320","6321","4510","3506"
4269,"4517","4517","5517","8517"
4270,"6420","6420","5418","3316"
4271,"7520","7520","6618","5715"
4272,"7421","7421","5617","5616"
4273,"9822","9822","7719","3611"
4274,"8317","8317","7316","6413"
4275,"3721","3721","5820","6820"
4276,"7622","7622","6519","4211"
4277,"4420","4420","4419","1414"
4278,"7519","7519","5617","3616"
4279,"4421","4421","4419","4316"
4280,"5622","5623","4619","0010"
4281,"3219","3220","1316","0013"
4282,"1522","1522","3322","5222"
4283,"3420","3421","6413","8408"
4284,"4319","4319","4416","4613"
4285,"7424","7424","6322","6220"
4286,"5522","5522","5522","2421"
4287,"1820","1820","3819","8816"
4288,"2419","2419","1316","1315"
4289,"3721","3721","4620","6516"
4290,"9317","9318","5511","4509"
4291,"1816","1816","1513","2210"
4292,"1823","1823","1821","2815"
4293,"1424","1424","3523","9719"
4294,"7623","7624","5513","4510"
4295,"2423","2424","2320","3211"
4296,"7221","7221","6221","3320"
4297,"1318","1318","1415","2512"
4298,"9520","9520","8520","2319"
4299,"0019","0020","2314","4206"
4300,"2421","2421","3521","4620"
4301,"8419","8419","6518","0015"
4302,"8621","8621","8519","9415"
4303,"1719","1719","1619","1318"
4304,"4620","4620","5618","8615"
4305,"1622","1623","1419","1214"
4306,"0023","0023","2723","5622"
4307,"1320","1320","2417","3613"
4308,"0017","0017","1716","7610"
4309,"1621","1621","3619","6515"
4310,"3719","3719","4618","6215"
4311,"2423","2424","1314","1308"
4312,"4715","4715","6512","7511"
4313,"1518","1518","2418","4217"
4314,"5614","5614","5614","8413"
4315,"2322","2323","5518","8812"
4316,"8321","8321","8419","8617"
4317,"0018","0018","3417","6716"
4318,"0022","0022","2620","7515"
4319,"5223","5223","4418","4615"
4320,"7214","7214","5512","3711"
4321,"6618","6618","8416","9214"
4322,"5424","5424","6422","7518"
4323,"8323","8323","8322","8321"
4324,"9419","9419","9418","8316"
4325,"7417","7417","5415","1411"
4326,"9221","9222","8418","7807"
4327,"1318","1319","2514","2710"
4328,"3619","3619","3716","4813"
4329,"4321","4321","5420","7818"
4330,"6622","6623","7518","7414"
4331,"9623","9624","5417","3312"
4332,"2315","2315","3315","9615"
4333,"7424","7424","5523","3622"
4334,"1623","1624","1622","2610"
4335,"9816","9816","8816","5716"
4336,"9718","9718","8514","8413"
4337,"4624","4624","3720","2718"
4338,"1617","1617","1617","3717"
4339,"8517","8517","7616","6715"
4340,"3323","3323","3323","0020"
4341,"7718","7718","4616","1414"
4342,"8620","8620","7519","6419"
4343,"5323","5323","6420","6418"
4344,"3515","3515","8711","9710"
4345,"1818","1819","4712","6607"
4346,"4222","4222","5420","5419"
4347,"5720","5720","6719","7717"
4348,"1819","1819","3718","7517"
4349,"6821","6821","3520","1319"
4350,"6322","6322","5320","1215"
4351,"4824","4824","7523","9322"
4352,"2521","2522","2519","3512"
4353,"6316","6316","7512","8610"
4354,"4622","4623","4621","7308"
4355,"3618","3618","3517","3215"
4356,"1524","1524","3521","5417"
4357,"7819","7819","8817","8816"
4358,"4623","4624","3618","2711"
4359,"8224","8224","4222","0019"
4360,"2518","2518","2414","2312"
4361,"5416","5416","6413","8410"
4362,"3622","3623","6415","7412"
4363,"8717","8717","7712","6709"
4364,"4720","4721","5617","6412"
4365,"7717","7717","5615","2513"
4366,"1619","1619","1618","4315"
4367,"4722","4722","6720","8718"
4368,"2421","2422","5417","8411"
4369,"2620","2620","3620","6418"
4370,"3414","3414","3414","3611"
4371,"5723","5723","4720","2716"
4372,"6313","6313","4513","1813"
4373,"2321","2321","2218","2217"
4374,"1722","1722","2722","7821"
4375,"1520","1520","3418","5315"
4376,"7723","7723","6722","4721"
4377,"3421","3421","2319","2217"
4378,"2420","2420","2516","3611"
4379,"7717","7717","7717","7515"
4380,"7519","7520","7315","7211"
4381,"7321","7321","6318","5211"
4382,"6421","6422","5419","2411"
4383,"1521","1521","0017","0015"
4384,"2621","2621","3617","4614"
4385,"2620","2620","3517","5411"
4386,"4722","4722","4621","3420"
4387,"0020","0020","1617","4211"
4388,"0015","0015","1314","5508"
4389,"3319","3319","2514","1709"
4390,"2721","2721","4720","8718"
4391,"0014","0014","2611","4707"
4392,"6221","6221","7219","8214"
4393,"3723","3723","3622","3220"
4394,"8720","8720","4518","1317"
4395,"4722","4723","5717","6713"
4396,"2719","2720","2616","1410"
4397,"6719","6719","6718","6712"
4398,"6317","6317","5416","5516"
4399,"4224","4224","4320","4318"
4400,"0022","0022","2518","3715"
4401,"3318","3318","3317","2316"
4402,"5222","5222","4320","3714"
4403,"5319","5319","5318","2311"
4404,"4619","4620","3615","1709"
4405,"3619","3620","4712","4710"
4406,"4823","4824","4511","4407"
4407,"1623","1623","5418","6416"
4408,"5419","5419","4518","1811"
4409,"5318","5318","5317","2413"
4410,"7722","7722","7518","7415"
4411,"3620","3620","5517","7313"
4412,"4521","4522","5618","7807"
4413,"7823","7824","2610","0005"
4414,"6616","6616","3711","2710"
4415,"4422","4423","4518","3611"
4416,"8521","9522","4516","2514"
4417,"1721","1722","3415","4313"
4418,"5616","5616","6615","9514"
4419,"3417","3417","3415","2307"
4420,"2714","2714","1614","0014"
4421,"1823","1823","2520","2318"
4422,"2312","2312","2412","2512"
4423,"1318","1318","1317","1210"
4424,"8322","8322","8421","8718"
4425,"9623","9623","9623","6420"
4426,"8222","8222","8419","7715"
4427,"7620","7620","7718","8816"
4428,"7319","7320","6416","5510"
4429,"1616","1616","3514","4412"
4430,"3716","3716","6515","8414"
4431,"9722","9722","6621","4520"
4432,"4420","4420","4519","3718"
4433,"8620","8620","7619","4516"
4434,"1416","1416","2515","2514"
4435,"3623","3623","2619","1515"
4436,"4722","4723","2617","1613"
4437,"6522","6522","5520","2312"
4438,"2721","2722","3716","4609"
4439,"9319","9319","7516","4713"
4440,"1614","1614","4714","7814"
4441,"3219","3219","1417","0017"
4442,"6522","6523","2417","1415"
4443,"3718","3719","5715","9805"
4444,"1624","1624","2623","6720"
4445,"9520","9520","8619","6715"
4446,"4520","4520","4618","5813"
4447,"6323","6324","5314","5307"
4448,"5215","5215","3514","1812"
4449,"5322","5322","4321","2419"
4450,"3418","3418","3516","2611"
4451,"6422","6422","4521","3520"
4452,"7820","7820","7717","7310"
4453,"5321","5321","7618","7717"
4454,"6824","6824","5721","4414"
4455,"6422","6422","6422","6321"
4456,"8322","8322","7322","5222"
4457,"5618","5618","5618","2617"
4458,"2821","2822","2615","2511"
4459,"0012","0012","4310","6308"
4460,"4523","4523","2321","1320"
4461,"3616","3616","2615","1613"
4462,"1317","1317","3516","5715"
4463,"5423","5423","6322","8219"
4464,"1722","1722","2620","6316"
4465,"6520","6520","7618","7717"
4466,"6523","6523","5622","5721"
4467,"5422","5423","4419","2413"
4468,"5318","5318","1317","0017"
4469,"6423","6423","5421","2513"
4470,"8322","9323","4417","1513"
4471,"7221","7221","6321","1620"
4472,"5520","5520","5518","6412"
4473,"9419","9419","9618","8817"
4474,"4518","4518","5517","9416"
4475,"3420","3421","2517","0008"
4476,"2314","2314","3512","4711"
4477,"2718","2718","1517","1416"
4478,"4520","4521","3514","2406"
4479,"1521","1521","4518","8414"
4480,"4317","4317","3316","0011"
4481,"3620","3620","3620","2718"
4482,"6422","6422","6422","8221"
4483,"7221","7221","6318","4710"
4484,"5222","5223","3318","1411"
4485,"1420","1420","5616","8713"
4486,"5322","5322","6319","8316"
4487,"8324","8324","6724","6824"
4488,"6519","6520","6412","6407"
4489,"3417","3417","4415","5312"
4490,"6720","6721","6613","6608"
4491,"5817","5818","4813","3807"
4492,"1818","1818","2717","5313"
4493,"8515","8516","5412","2307"
4494,"3624","3624","4523","6319"
4495,"6416","7417","2412","0010"
4496,"4622","4622","5620","9612"
4497,"4424","4424","5523","6720"
4498,"5317","5318","3413","0006"
4499,"4320","4320","4419","4715"
4500,"4318","4318","4417","4513"
4501,"4723","4723","3621","1215"
4502,"4323","4323","5320","7217"
4503,"6321","6322","4514","2709"
4504,"7519","7520","5415","3310"
4505,"3322","3322","3320","2408"
4506,"9422","9422","7419","2511"
4507,"3518","3518","2616","2715"
4508,"7419","7419","6516","2809"
4509,"1623","1623","4722","6822"
4510,"3821","3822","7716","8714"
4511,"1316","1316","3513","5710"
4512,"5320","5321","6314","7309"
4513,"5417","5417","6615","6714"
4514,"8413","8413","5611","4611"
4515,"6319","6320","7515","7613"
4516,"1523","1523","3622","8719"
4517,"1321","1322","4415","6510"
