config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,frontal_area_m2,T_static_N,Pshaft_ref_W,Q_ref_Nm,T_over_W_static,h_max_m,flight_time_s,hover_time_s,v_max_up_m_s,v_impact_m_s,rpm_impact,spin_stop_time_s
1376,True,True,4000.0,0.009273,2.6e-05,0.000698,0.2683,2.450023,0.005849,2.949296,13.380501,5.182631,1.315125,7.234533,-10.237019,1048.025821,
1377,True,True,4000.0,0.009322,3.8e-05,0.001194,0.6254,4.234867,0.01011,6.838651,34.805988,9.100831,2.537293,15.815535,-9.422285,589.012413,
1378,True,True,4000.0,0.020871,4.3e-05,0.000647,0.5533,2.664489,0.006361,2.702405,24.781474,7.124909,1.80799,9.434332,-14.743458,1131.706098,
1379,True,True,4000.0,0.006762,1.5e-05,0.000616,0.1133,0.743091,0.001774,1.708047,4.605031,3.846031,1.097949,2.963585,-6.100619,1929.837391,
1380,True,True,4000.0,0.005946,1.7e-05,0.000698,0.1176,0.749793,0.00179,2.016164,10.680747,5.699797,1.693763,5.028023,-7.672427,1657.871993,
1381,False,False,4000.0,0.022205,4.6e-05,0.000666,,,,,,,,,,,
1382,True,True,4000.0,0.007976,2.3e-05,0.001056,0.1029,1.001959,0.002392,1.315043,0.663078,1.907847,0.576495,0.813399,-2.083829,2695.902142,
1383,True,False,4000.0,0.005357,1.5e-05,0.001031,0.02838,0.820584,0.001959,0.53999,0.0,0.0,0.0,0.0,0.0,4000.0,
1384,True,False,4000.0,0.010623,2.7e-05,0.001056,0.06114,0.871687,0.002081,0.586716,0.0,0.0,0.0,0.0,0.0,4000.0,
1385,True,True,4000.0,0.009371,2.9e-05,0.001496,0.216,0.699109,0.001669,2.349534,26.450192,11.017849,3.844291,7.618869,-7.187391,1583.626636,
1386,True,True,4000.0,0.009014,2.2e-05,0.001068,0.1022,0.71,0.001695,1.155787,0.170765,1.300395,0.410308,0.301184,-0.836918,3232.63934,
1387,True,True,4000.0,0.013211,3.4e-05,0.000672,0.5227,2.647734,0.006321,4.033151,37.968129,8.646822,2.237491,13.954552,-14.174218,817.924882,
1388,True,False,4000.0,0.013321,3.2e-05,0.001401,0.1174,0.748537,0.001787,0.898378,0.0,0.0,0.0,0.0,0.0,4000.0,
1389,True,False,4000.0,0.006804,2.3e-05,0.001156,0.03837,0.559622,0.001336,0.574892,0.0,0.0,0.0,0.0,0.0,4000.0,
1390,True,False,4000.0,0.010039,2e-05,0.00098,0.02242,0.842366,0.002011,0.227649,0.0,0.0,0.0,0.0,0.0,4000.0,
1391,True,True,4000.0,0.005165,1.2e-05,0.00098,0.06,0.473752,0.001131,1.184201,0.177764,1.233465,0.385072,0.331807,-0.907508,3122.327695,
1392,True,True,4000.0,0.010194,3e-05,0.001458,0.4415,2.439551,0.005824,4.414805,25.599723,8.128224,2.388259,11.312942,-8.605771,842.770962,
1393,True,True,4000.0,0.005687,1.2e-05,0.000635,0.06695,0.707906,0.00169,1.200007,0.108317,0.926378,0.287657,0.269315,-0.7378,3061.876842,
1394,False,False,4000.0,0.016403,4.9e-05,0.001119,,,,,,,,,,,
1395,True,True,4000.0,0.012133,2.9e-05,0.000679,0.2511,1.133487,0.002706,2.109729,18.779944,7.19498,2.053992,6.961119,-10.980905,1550.693801,
1396,True,False,4000.0,0.011167,2.9e-05,0.001068,0.07277,0.471658,0.001126,0.664265,0.0,0.0,0.0,0.0,0.0,4000.0,
1397,True,False,4000.0,0.011953,3.9e-05,0.00159,0.04661,0.577634,0.001379,0.397501,0.0,0.0,0.0,0.0,0.0,4000.0,
1398,True,False,4000.0,0.017622,4.9e-05,0.001458,0.06396,0.154147,0.000368,0.369993,0.0,0.0,0.0,0.0,0.0,4000.0,
1399,True,True,4000.0,0.022861,9.4e-05,0.002199,0.5547,2.291268,0.00547,2.473408,38.087438,12.274979,4.118983,9.778401,-9.443681,1480.981366,
1400,True,False,4000.0,0.015935,3.6e-05,0.001031,0.02165,0.675652,0.001613,0.138492,0.0,0.0,0.0,0.0,0.0,4000.0,
1401,True,False,4000.0,0.014685,3.7e-05,0.001144,0.1379,1.537705,0.003671,0.957238,0.0,0.0,0.0,0.0,0.0,4000.0,
1402,True,True,4000.0,0.008856,2.2e-05,0.000685,0.7294,3.867091,0.009232,8.395791,38.424518,8.130666,1.913896,18.831081,-12.358094,443.942141,
1403,True,True,4000.0,0.014463,4.6e-05,0.001847,0.1461,1.345021,0.003211,1.029739,0.001505,0.266842,0.087759,0.012738,-0.037661,3828.588679,
1404,True,True,4000.0,0.013223,3e-05,0.000647,0.315,1.557811,0.003719,2.428326,20.174942,6.885967,1.862315,7.953138,-12.109232,1308.132049,
1405,True,True,4000.0,0.018574,3.8e-05,0.001382,0.3148,1.319469,0.00315,1.727651,8.945382,5.45541,1.593818,4.132779,-7.848135,1930.626741,
1406,True,False,4000.0,0.010838,2.8e-05,0.001439,0.06415,0.804667,0.001921,0.603359,0.0,0.0,0.0,0.0,0.0,4000.0,
1407,True,False,4000.0,0.010137,1.9e-05,0.000616,0.043,0.607375,0.00145,0.432418,0.0,0.0,0.0,0.0,0.0,4000.0,
1408,True,False,4000.0,0.016959,4.9e-05,0.001144,0.136,0.889699,0.002124,0.81746,0.0,0.0,0.0,0.0,0.0,4000.0,
1409,True,False,4000.0,0.0108,2.4e-05,0.001043,0.04132,0.866661,0.002069,0.389997,0.0,0.0,0.0,0.0,0.0,4000.0,
1410,True,True,4000.0,0.008966,2.6e-05,0.001364,0.3794,1.760967,0.004204,4.313262,28.772546,9.204657,2.827474,11.509069,-8.282427,888.255103,
1411,True,True,4000.0,0.011422,3.7e-05,0.001496,0.4851,2.85843,0.006824,4.329472,27.129698,8.334803,2.435043,11.579988,-8.978783,853.722253,
1412,True,False,4000.0,0.01574,7.5e-05,0.002124,0.02723,2.576106,0.00615,0.176346,0.0,0.0,0.0,0.0,0.0,4000.0,
1413,True,True,4000.0,0.009729,3.3e-05,0.000716,0.1221,0.86708,0.00207,1.279272,1.315655,2.827242,0.863748,1.085854,-2.806502,2802.932975,
1414,True,True,4000.0,0.007227,2.8e-05,0.001219,0.3004,1.246584,0.002976,4.237006,38.855353,12.531233,4.163131,12.096733,-7.747217,957.0292,
1415,True,False,4000.0,0.017079,3.5e-05,0.001068,0.09414,0.658478,0.001572,0.561863,0.0,0.0,0.0,0.0,0.0,4000.0,
1416,True,False,4000.0,0.01144,4.1e-05,0.001847,0.1081,0.773251,0.001846,0.963238,0.0,0.0,0.0,0.0,0.0,4000.0,
1417,True,True,4000.0,0.012966,3.3e-05,0.000698,0.2506,0.766549,0.00183,1.970235,28.814511,9.815537,3.015123,7.991378,-11.508409,1732.375305,
1418,True,False,4000.0,0.014565,2.9e-05,0.00098,0.01646,0.319605,0.000763,0.1152,0.0,0.0,0.0,0.0,0.0,4000.0,
1419,True,True,4000.0,0.017704,5.9e-05,0.001684,0.4192,2.32059,0.00554,2.413637,22.03819,8.112108,2.464781,7.92248,-9.454815,1422.254588,
1420,True,False,4000.0,0.021789,6.2e-05,0.001514,0.02181,2.793504,0.006669,0.102037,0.0,0.0,0.0,0.0,0.0,4000.0,
1421,True,False,4000.0,0.010043,2.1e-05,0.001006,0.01402,0.752726,0.001797,0.142304,0.0,0.0,0.0,0.0,0.0,4000.0,
1422,False,False,4000.0,0.022749,7.3e-05,0.001998,,,,,,,,,,,
1423,True,True,4000.0,0.013223,4.1e-05,0.001156,0.2164,1.572053,0.003753,1.668296,5.996745,4.528665,1.315505,3.289802,-6.612464,2001.794228,
1424,True,True,4000.0,0.007518,2.5e-05,0.001169,0.4358,1.675935,0.004001,5.908892,42.891619,12.144497,3.791354,15.107864,-8.358879,718.323256,
1425,True,False,4000.0,0.01991,4e-05,0.001364,0.1097,1.053062,0.002514,0.561659,0.0,0.0,0.0,0.0,0.0,4000.0,
1426,True,True,4000.0,0.032518,9.5e-05,0.001207,0.3932,1.403245,0.00335,1.232593,2.517799,4.223565,1.311491,1.384146,-3.641179,2953.455697,
1427,True,False,4000.0,0.011171,2.3e-05,0.000629,0.07066,0.875457,0.00209,0.644768,0.0,0.0,0.0,0.0,0.0,4000.0,
1428,False,False,4000.0,0.012526,3.1e-05,0.000666,,,,,,,,,,,
1429,True,False,4000.0,0.016036,3.9e-05,0.001056,0.07213,0.932006,0.002225,0.458511,0.0,0.0,0.0,0.0,0.0,4000.0,
1430,True,True,4000.0,0.011457,5.5e-05,0.001722,0.1888,1.545664,0.00369,1.679816,8.606165,5.879032,1.854987,3.819467,-6.224695,2065.320659,
1431,True,False,4000.0,0.016763,3.8e-05,0.000679,0.07713,0.78833,0.001882,0.469044,0.0,0.0,0.0,0.0,0.0,4000.0,
1432,True,True,4000.0,0.006757,1.4e-05,0.000647,0.4494,2.001404,0.004778,6.779795,32.360287,7.856435,1.980504,15.797031,-10.957584,546.01386,
1433,True,True,4000.0,0.011111,2.3e-05,0.001006,0.2631,0.954206,0.002278,2.41376,21.157225,7.798408,2.343428,7.828571,-9.655579,1407.320594,
1434,True,False,4000.0,0.015896,3.6e-05,0.001382,0.06664,0.957139,0.002285,0.427344,0.0,0.0,0.0,0.0,0.0,4000.0,
1435,True,True,4000.0,0.010266,2.9e-05,0.001477,0.1717,0.790425,0.001887,1.704874,9.742659,6.251688,1.983006,4.101763,-6.482618,2038.803367,
1436,True,False,4000.0,0.021435,7.1e-05,0.001684,0.0565,0.690313,0.001648,0.268698,0.0,0.0,0.0,0.0,0.0,4000.0,
1437,True,False,4000.0,0.005899,1.9e-05,0.000698,0.04291,1.219776,0.002912,0.741526,0.0,0.0,0.0,0.0,0.0,4000.0,
1438,False,False,4000.0,0.008147,3.2e-05,0.001119,,,,,,,,,,,
1439,True,True,4000.0,0.007884,2.6e-05,0.001458,0.1753,0.516478,0.001233,2.266495,27.958619,12.444617,4.508317,7.250601,-6.547858,1673.183705,
1440,True,True,4000.0,0.008918,2.6e-05,0.001131,0.09372,1.545664,0.00369,1.071232,0.004926,0.316625,0.102546,0.035311,-0.102398,3610.898763,
1441,True,True,4000.0,0.009452,3e-05,0.001207,0.179,1.81961,0.004344,1.930482,5.518727,3.968577,1.119682,3.572062,-6.42149,1685.116633,
1442,True,False,4000.0,0.018002,5.3e-05,0.001496,0.02565,0.268501,0.000641,0.145246,0.0,0.0,0.0,0.0,0.0,4000.0,
1443,True,True,4000.0,0.004998,1.1e-05,0.000597,0.06328,0.355209,0.000848,1.290654,0.908352,2.313624,0.706833,0.917798,-2.353452,2769.393044,
1444,True,False,4000.0,0.01469,4.4e-05,0.001156,0.1399,0.648006,0.001547,0.970776,0.0,0.0,0.0,0.0,0.0,4000.0,
1445,True,True,4000.0,0.014948,3.8e-05,0.001156,0.5602,2.887752,0.006894,3.820126,29.881153,8.087645,2.214313,11.932107,-11.504075,892.311852,
1446,False,False,4000.0,0.008091,2.4e-05,0.001106,,,,,,,,,,,
1447,True,True,4000.0,0.004347,1e-05,0.000993,0.182,0.575959,0.001375,4.268033,26.227528,9.910809,3.242936,10.210539,-6.682591,939.870408,
1448,True,False,4000.0,0.013426,3.3e-05,0.001093,0.1048,0.727174,0.001736,0.795697,0.0,0.0,0.0,0.0,0.0,4000.0,
1449,True,False,4000.0,0.009741,2.6e-05,0.001144,0.0,1.869457,0.004463,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1450,True,False,4000.0,0.008539,2.8e-05,0.001056,0.07541,0.351858,0.00084,0.900218,0.0,0.0,0.0,0.0,0.0,4000.0,
1451,True,False,4000.0,0.012961,3.5e-05,0.001056,0.0388,1.03882,0.00248,0.305148,0.0,0.0,0.0,0.0,0.0,4000.0,
1452,True,False,4000.0,0.011528,3.3e-05,0.001382,0.0503,0.266407,0.000636,0.444784,0.0,0.0,0.0,0.0,0.0,4000.0,
1453,False,False,4000.0,0.006944,2.2e-05,0.001106,,,,,,,,,,,
1454,True,False,4000.0,0.012195,2.6e-05,0.001043,0.0,1.045522,0.002496,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1455,True,False,4000.0,0.015164,7.4e-05,0.002174,0.02302,0.426419,0.001018,0.154752,0.0,0.0,0.0,0.0,0.0,4000.0,
1456,True,True,4000.0,0.012204,2.9e-05,0.001068,0.1942,1.753846,0.004187,1.622082,2.364308,2.816872,0.799446,2.033554,-4.585519,2038.029309,
1457,True,False,4000.0,0.017227,4.1e-05,0.001401,0.03336,0.884254,0.002111,0.197395,0.0,0.0,0.0,0.0,0.0,4000.0,
1458,True,False,4000.0,0.016538,4.2e-05,0.001477,0.1447,1.312348,0.003133,0.891875,0.0,0.0,0.0,0.0,0.0,4000.0,
1459,True,True,4000.0,0.011711,4e-05,0.001207,0.2046,1.269203,0.00303,1.780955,10.585203,6.073806,1.845464,4.535368,-7.57386,1904.706601,
1460,True,True,4000.0,0.010257,3.6e-05,0.001847,0.151,0.42223,0.001008,1.500693,13.785084,9.509834,3.381627,3.927694,-5.438576,2453.786441,
1461,True,False,4000.0,0.005864,1.1e-05,0.000629,0.0,1.554041,0.00371,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1462,True,False,4000.0,0.004791,1e-05,0.000616,0.03298,0.927817,0.002215,0.701753,0.0,0.0,0.0,0.0,0.0,4000.0,
1463,True,True,4000.0,0.010229,2.6e-05,0.001093,0.4828,4.343775,0.01037,4.811296,15.945821,5.234822,1.249716,9.817606,-9.879156,666.869572,
1464,True,False,4000.0,0.022374,5.9e-05,0.001181,0.08197,0.73597,0.001757,0.373459,0.0,0.0,0.0,0.0,0.0,4000.0,
1465,False,False,4000.0,0.024931,7.1e-05,0.001571,,,,,,,,,,,
1466,True,False,4000.0,0.019076,5.1e-05,0.001477,0.05339,0.666437,0.001591,0.285295,0.0,0.0,0.0,0.0,0.0,4000.0,
1467,True,False,4000.0,0.010874,2.7e-05,0.001031,0.0528,0.942059,0.002249,0.49495,0.0,0.0,0.0,0.0,0.0,4000.0,
1468,True,True,4000.0,0.014295,4.5e-05,0.001847,0.1517,0.659316,0.001574,1.081787,0.124702,1.494936,0.48417,0.189699,-0.544553,3559.718404,
1469,True,True,4000.0,0.009304,2.8e-05,0.001382,0.5098,2.779681,0.006636,5.585332,28.157617,8.380611,2.406453,13.062875,-8.620648,696.179841,
1470,True,True,4000.0,0.023797,7.1e-05,0.001609,0.3051,1.661274,0.003966,1.306949,2.155704,3.499708,1.069193,1.445466,-3.639279,2724.779202,
1471,True,False,4000.0,0.006673,1.7e-05,0.001056,0.0,0.813044,0.001941,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1472,True,False,4000.0,0.01601,4e-05,0.001439,0.05843,1.211817,0.002893,0.37203,0.0,0.0,0.0,0.0,0.0,4000.0,
1473,True,True,4000.0,0.020966,5.7e-05,0.001533,0.2433,1.743793,0.004163,1.182936,0.301405,1.608806,0.502248,0.430984,-1.184199,3126.304056,
1474,True,False,4000.0,0.010932,3e-05,0.001439,0.0,0.465375,0.001111,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1475,True,False,4000.0,0.012837,2.9e-05,0.001006,0.105,0.760684,0.001816,0.833812,0.0,0.0,0.0,0.0,0.0,4000.0,
1476,True,True,4000.0,0.011808,2.8e-05,0.001382,0.1255,0.530301,0.001266,1.083453,0.079664,1.182612,0.381042,0.153167,-0.440408,3551.413078,
1477,True,False,4000.0,0.019847,6e-05,0.001219,0.1918,1.405758,0.003356,0.985094,0.0,0.0,0.0,0.0,0.0,4000.0,
1478,True,True,4000.0,0.008347,1.4e-05,0.000597,0.08538,0.894726,0.002136,1.042635,0.000971,0.179826,0.058841,0.012211,-0.035885,3758.391648,
1479,True,False,4000.0,0.016661,5.1e-05,0.001207,0.09329,0.39626,0.000946,0.570783,0.0,0.0,0.0,0.0,0.0,4000.0,
1480,True,False,4000.0,0.015499,5e-05,0.001514,0.08364,0.782466,0.001868,0.550108,0.0,0.0,0.0,0.0,0.0,4000.0,
1481,True,True,4000.0,0.016264,5.5e-05,0.001169,1.089,7.698996,0.01838,6.825575,38.087018,8.242418,2.009003,17.307072,-12.655166,526.116575,
1482,True,True,4000.0,0.014735,4.6e-05,0.001219,0.2747,2.315563,0.005528,1.900397,7.567402,4.656671,1.313819,4.142014,-7.669202,1708.911117,
1483,True,False,4000.0,0.023971,6.1e-05,0.001847,0.1846,0.555015,0.001325,0.785017,0.0,0.0,0.0,0.0,0.0,4000.0,
1484,True,False,4000.0,0.009219,2e-05,0.001031,0.0,1.167835,0.002788,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1485,True,False,4000.0,0.005049,1e-05,0.000597,0.03288,0.537003,0.001282,0.663887,0.0,0.0,0.0,0.0,0.0,4000.0,
1486,True,True,4000.0,0.011598,4.9e-05,0.001609,0.194,1.373923,0.00328,1.705137,9.329037,6.043058,1.896653,4.038186,-6.538331,2028.395263,
1487,True,False,4000.0,0.010132,1.7e-05,0.000603,0.02977,1.040077,0.002483,0.2995,0.0,0.0,0.0,0.0,0.0,4000.0,
1488,False,False,4000.0,0.014534,3.2e-05,0.000666,,,,,,,,,,,
1489,True,True,4000.0,0.028308,8.7e-05,0.001665,0.4552,2.866389,0.006843,1.639189,7.642986,5.150395,1.496108,3.659519,-7.583481,2038.957745,
1490,True,False,4000.0,0.012037,3.6e-05,0.001797,0.01908,0.048171,0.000115,0.161579,0.0,0.0,0.0,0.0,0.0,4000.0,
1491,True,True,4000.0,0.022008,5.1e-05,0.001477,0.2391,0.831475,0.001985,1.107489,0.225483,1.768928,0.567002,0.290713,-0.825549,3439.290146,
1492,True,True,4000.0,0.019465,4.8e-05,0.001144,0.7357,4.875752,0.01164,3.852897,24.802128,6.760803,1.670449,11.140889,-12.795602,818.664852,
1493,True,True,4000.0,0.011719,2.9e-05,0.001401,0.149,0.663923,0.001585,1.296087,1.994211,3.452813,1.066395,1.361327,-3.333946,2765.157204,
1494,True,False,4000.0,0.010243,2e-05,0.000635,0.09257,1.444295,0.003448,0.921259,0.0,0.0,0.0,0.0,0.0,4000.0,
1495,True,True,4000.0,0.011934,3.8e-05,0.001156,0.7541,3.950867,0.009432,6.441532,40.258901,9.481883,2.580212,16.854304,-10.819537,603.496873,
1496,True,False,4000.0,0.020653,7.3e-05,0.001722,0.05466,1.690177,0.004035,0.269781,0.0,0.0,0.0,0.0,0.0,4000.0,
1497,True,True,4000.0,0.019445,5.2e-05,0.000704,0.6579,3.52738,0.008421,3.44894,38.546193,8.663804,2.198495,13.193339,-15.970606,916.192168,
1498,True,True,4000.0,0.017286,6.7e-05,0.002099,0.2358,1.573728,0.003757,1.390552,3.767817,4.351389,1.343918,2.087715,-4.621509,2532.828508,
1499,True,True,4000.0,0.00732,1.9e-05,0.001018,0.149,1.487439,0.003551,2.075076,4.991809,3.605554,0.993183,3.591688,-6.302555,1541.024445,
1500,True,False,4000.0,0.025544,8.7e-05,0.001684,0.1074,1.911345,0.004563,0.42859,0.0,0.0,0.0,0.0,0.0,4000.0,
1501,True,True,4000.0,0.009555,2.5e-05,0.000691,0.2472,1.525976,0.003643,2.637359,17.778977,6.425683,1.759286,7.779802,-10.63176,1219.98301,
1502,True,False,4000.0,0.019168,5.7e-05,0.001169,0.03469,0.915251,0.002185,0.184482,0.0,0.0,0.0,0.0,0.0,4000.0,
1503,True,False,4000.0,0.015756,6.4e-05,0.001703,0.06463,0.399192,0.000953,0.418148,0.0,0.0,0.0,0.0,0.0,4000.0,
1504,True,True,4000.0,0.009632,3.7e-05,0.001207,0.1574,0.669369,0.001598,1.665726,15.4626,8.533593,2.84928,4.88715,-7.019985,2140.794887,
1505,True,True,4000.0,0.021376,5.9e-05,0.000716,0.6288,2.992053,0.007143,2.99858,42.083178,9.51368,2.525334,12.825176,-16.236786,1068.814092,
1506,True,True,4000.0,0.007826,2.2e-05,0.001056,0.1059,0.816814,0.00195,1.379455,1.569842,2.762565,0.830153,1.348313,-3.242956,2535.494149,
1507,True,True,4000.0,0.008098,2.5e-05,0.000704,0.4112,2.119109,0.005059,5.176105,39.274374,9.450163,2.61891,15.287203,-11.241374,716.485862,
1508,True,True,4000.0,0.007935,2.4e-05,0.001401,0.2142,0.750212,0.001791,2.751646,26.359316,10.56049,3.614191,8.327999,-7.103436,1369.556095,
1509,True,False,4000.0,0.004815,9e-06,0.000597,0.00326,0.393746,0.00094,0.069018,0.0,0.0,0.0,0.0,0.0,4000.0,
1510,True,True,4000.0,0.010058,4.5e-05,0.001219,0.2816,1.745888,0.004168,2.853979,27.994234,9.626375,3.085583,9.359207,-8.733128,1270.312876,
1511,True,True,4000.0,0.01237,3.1e-05,0.001439,0.1222,0.351439,0.000839,1.007037,0.000133,0.161492,0.053651,0.00185,-0.00553,3958.181964,
1512,True,False,4000.0,0.020073,6.5e-05,0.001973,0.1181,0.949599,0.002267,0.599742,0.0,0.0,0.0,0.0,0.0,4000.0,
1513,False,False,4000.0,0.012757,3.8e-05,0.001119,,,,,,,,,,,
1514,True,True,4000.0,0.007682,2.4e-05,0.001068,0.2112,0.879227,0.002099,2.802357,27.311744,9.934348,3.267223,8.955052,-8.095244,1312.778742,
1515,True,True,4000.0,0.008536,1.8e-05,0.000968,0.1221,0.320861,0.000766,1.458166,8.310284,6.422179,2.047807,3.233199,-6.106221,2425.658181,
1516,True,False,4000.0,0.011461,2.1e-05,0.000603,0.02479,0.082938,0.000198,0.220482,0.0,0.0,0.0,0.0,0.0,4000.0,
1517,True,False,4000.0,0.009732,2.9e-05,0.001081,0.06047,0.137392,0.000328,0.633374,0.0,0.0,0.0,0.0,0.0,4000.0,
1518,True,True,4000.0,0.007711,2e-05,0.001093,0.1725,1.222289,0.002918,2.280341,9.302979,4.995071,1.434311,5.122878,-7.333103,1443.164142,
1519,True,True,4000.0,0.006357,1.3e-05,0.000635,0.2804,1.648708,0.003936,4.496464,20.559879,6.249382,1.58582,10.768172,-10.280253,740.435153,
1520,True,True,4000.0,0.005248,1.3e-05,0.000616,0.1428,0.624549,0.001491,2.773986,22.621837,8.163561,2.507672,8.562505,-8.847462,1264.716915,
1521,True,False,4000.0,0.017685,3.6e-05,0.001043,0.1267,0.438147,0.001046,0.730295,0.0,0.0,0.0,0.0,0.0,4000.0,
1522,False,False,4000.0,0.018171,6.3e-05,0.002023,,,,,,,,,,,
1523,True,False,4000.0,0.007344,1.9e-05,0.000993,0.01603,0.15708,0.000375,0.2225,0.0,0.0,0.0,0.0,0.0,4000.0,
1524,True,False,4000.0,0.016475,5.6e-05,0.001609,0.1479,1.219776,0.002912,0.915138,0.0,0.0,0.0,0.0,0.0,4000.0,
1525,True,False,4000.0,0.010706,2.2e-05,0.001006,0.05978,0.642979,0.001535,0.569194,0.0,0.0,0.0,0.0,0.0,4000.0,
1526,True,False,4000.0,0.015251,3.6e-05,0.001401,0.0,0.505587,0.001207,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,
1527,True,True,4000.0,0.007027,2e-05,0.001068,0.1026,0.622035,0.001485,1.48838,3.843828,4.090409,1.249658,2.305594,-4.769344,2327.617009,
1528,True,False,4000.0,0.007476,1.7e-05,0.000654,0.05116,0.423487,0.001011,0.697558,0.0,0.0,0.0,0.0,0.0,4000.0,
1529,True,True,4000.0,0.018116,4.3e-05,0.000679,0.2491,0.872525,0.002083,1.401696,5.914754,5.249444,1.577462,2.680673,-6.382791,2481.754429,
1530,True,False,4000.0,0.014538,3e-05,0.001031,0.1416,0.329658,0.000787,0.992881,0.0,0.0,0.0,0.0,0.0,4000.0,
1531,True,True,4000.0,0.02693,9.9e-05,0.002199,0.7512,4.745899,0.01133,2.843432,27.291567,8.503817,2.498617,9.732817,-10.63958,1203.123892,
1532,True,True,4000.0,0.008427,2.4e-05,0.001401,0.1538,1.097463,0.00262,1.860428,6.711026,4.695244,1.410925,3.751969,-6.115821,1809.366529,
1533,True,True,4000.0,0.014214,2.9e-05,0.000647,0.336,1.280094,0.003056,2.409669,25.630552,7.937473,2.1997,8.869703,-12.911646,1339.260301,
1534,True,False,4000.0,0.010673,2.9e-05,0.001401,0.0887,0.573445,0.001369,0.847133,0.0,0.0,0.0,0.0,0.0,4000.0,
1535,True,True,4000.0,0.008097,2.6e-05,0.001194,0.1661,0.447782,0.001069,2.091144,29.668279,12.630736,4.53357,7.289046,-7.172404,1787.460442,
1536,True,True,4000.0,0.004495,1e-05,0.000597,0.1756,0.726755,0.001735,3.98188,24.935316,8.01593,2.355265,10.733799,-8.833296,913.136759,
1537,True,False,4000.0,0.019837,7.4e-05,0.002074,0.01182,1.4422,0.003443,0.060741,0.0,0.0,0.0,0.0,0.0,4000.0,
1538,True,True,4000.0,0.005077,9e-06,0.000597,0.2696,1.317375,0.003145,5.413178,21.157471,6.311182,1.590966,11.751668,-9.705833,641.488054,
1539,True,True,4000.0,0.011523,4.6e-05,0.001181,0.2502,0.858702,0.00205,2.21336,37.594377,13.15236,4.567097,8.845035,-8.8243,1667.054643,
1540,True,False,4000.0,0.014843,5.4e-05,0.00159,0.09907,1.264177,0.003018,0.680366,0.0,0.0,0.0,0.0,0.0,4000.0,
1541,True,False,4000.0,0.011817,4.6e-05,0.001609,0.05329,1.133068,0.002705,0.459706,0.0,0.0,0.0,0.0,0.0,4000.0,
1542,True,False,4000.0,0.009677,2.5e-05,0.000704,0.09427,1.040914,0.002485,0.993034,0.0,0.0,0.0,0.0,0.0,4000.0,
1543,True,True,4000.0,0.02052,5e-05,0.001772,0.2879,1.981298,0.00473,1.430188,1.927152,2.900019,0.856934,1.579705,-3.800535,2408.759934,
1544,True,True,4000.0,0.01128,3.4e-05,0.001169,0.2177,4.264188,0.01018,1.967266,1.776642,2.107526,0.55239,2.090493,-4.421523,1581.884108,
1545,False,False,4000.0,0.015886,4.9e-05,0.001552,,,,,,,,,,,
1546,True,True,4000.0,0.010186,2.6e-05,0.000698,0.1213,0.689894,0.001647,1.213868,0.598912,2.122861,0.659186,0.651827,-1.758414,3014.179997,
1547,True,True,4000.0,0.011414,5e-05,0.001628,0.3265,1.809138,0.004319,2.915927,28.94825,10.346634,3.420089,9.306392,-8.04261,1275.987086,
1548,True,False,4000.0,0.018942,3.9e-05,0.001382,0.01893,0.831056,0.001984,0.101871,0.0,0.0,0.0,0.0,0.0,4000.0,
1549,True,True,4000.0,0.012686,3e-05,0.000672,0.613,2.973622,0.007099,4.925535,39.907146,8.559661,2.129198,15.601879,-14.260474,679.800598,
1550,True,True,4000.0,0.018343,4.7e-05,0.001093,0.6556,3.520678,0.008405,3.643414,31.605916,8.092738,2.148156,12.136497,-12.903433,904.700993,
1551,True,True,4000.0,0.004688,1e-05,0.00098,0.2529,0.939965,0.002244,5.498861,24.425447,8.407691,2.526518,11.662601,-7.215939,732.5152,
1552,True,True,4000.0,0.016566,8.2e-05,0.002224,0.1741,0.90436,0.002159,1.071279,0.144235,1.716517,0.555934,0.190888,-0.549904,3611.312124,
1553,True,True,4000.0,0.007937,2.5e-05,0.001156,0.5183,2.210006,0.005276,6.656735,39.664017,10.743922,3.192685,15.918211,-8.754966,633.965853,
1554,True,True,4000.0,0.010633,4.5e-05,0.001628,0.132,0.613239,0.001464,1.26543,3.574291,5.016351,1.616287,1.70386,-3.827823,2883.863808,
1555,True,False,4000.0,0.011805,3.7e-05,0.001772,0.03563,0.098437,0.000235,0.307661,0.0,0.0,0.0,0.0,0.0,4000.0,
1556,False,False,4000.0,0.01048,2.2e-05,0.00066,,,,,,,,,,,
1557,False,False,4000.0,0.00935,3.2e-05,0.001552,,,,,,,,,,,
1558,True,True,4000.0,0.017292,4.4e-05,0.001514,0.2237,1.067304,0.002548,1.318686,2.205945,3.505175,1.070863,1.48277,-3.659078,2695.676235,
1559,True,False,4000.0,0.006509,2.9e-05,0.001219,0.04604,0.741416,0.00177,0.721082,0.0,0.0,0.0,0.0,0.0,4000.0,
