config_id,m_hub_kg,m_blades_kg,m_outer_ring_kg,m_total_kg
1172,0.00063333,0.0072896,0.0081576,0.01608053
1173,0.00063333,0.0160702,0.00412278,0.02082631
1174,0.00063333,0.00569946,0.00151449,0.00784728
1175,0.00063333,0.00950455,0.00805434,0.01819222
1176,0.00063333,0.01881475,0.00699878,0.02644686
1177,0.00063333,0.01025831,0.00284541,0.01373705
1178,0.00063333,0.00515735,0.0063448,0.01213548
1179,0.00063333,0.00242805,0.00550724,0.00856862
1180,0.00063333,0.00769622,0.0065169,0.01484645
1181,0.00063333,0.0124316,0.00302133,0.01608626
1182,0.00063333,0.00730936,0.00227174,0.01021443
1183,0.00063333,0.00662424,0.0036409,0.01089847
1184,0.00063333,0.01109527,0.00681521,0.01854381
1185,0.00063333,0.00738177,0.00337318,0.01138828
1186,0.00063333,0.01077785,0.00550724,0.01691842
1187,0.00063333,0.01220573,0.00230616,0.01514522
1188,0.00063333,0.00564294,0.00353381,0.00981008
1189,0.00063333,0.0122463,0.00369444,0.01657407
1190,0.00063333,0.01113515,0.00385507,0.01562355
1191,0.00063333,0.0059115,0.00279186,0.00933669
1192,0.00063333,0.00451609,0.00416103,0.00931045
1193,0.00063333,0.00729661,0.00712499,0.01505493
1194,0.00063333,0.00770485,0.01208533,0.02042351
1195,0.00063333,0.00865131,0.00390861,0.01319325
1196,0.00063333,0.01153238,0.00316666,0.01533237
1197,0.00063333,0.01168981,0.00116264,0.01348578
1198,0.00063333,0.00854196,0.00271537,0.01189066
1199,0.00063333,0.0089155,0.00530072,0.01484955
1200,0.00063333,0.00362477,0.00516304,0.00942114
1201,0.00063333,0.00891158,0.00447463,0.01401954
1202,0.00063333,0.00839723,0.00348027,0.01251083
1203,0.00063333,0.00902257,0.00795108,0.01760698
1204,0.00063333,0.00623621,0.01018839,0.01705793
1205,0.00063333,0.010056,0.00151449,0.01220382
1206,0.00063333,0.00656894,0.00248591,0.00968818
1207,0.00063333,0.00572885,0.00233293,0.00869511
1208,0.00063333,0.02389284,0.00412278,0.02864895
1209,0.00063333,0.00911327,0.00447463,0.01422123
1210,0.00063333,0.01418973,0.00223349,0.01705655
1211,0.00063333,0.00572398,0.00156038,0.00791769
1212,0.00063333,0.00367173,0.00275362,0.00705868
1213,0.00063333,0.01326777,0.00238647,0.01628757
1214,0.00063333,0.01510247,0.00208051,0.01781631
1215,0.00063333,0.01297882,0.00546135,0.0190735
1216,0.00063333,0.01440229,0.00286835,0.01790397
1217,0.00063333,0.00933881,0.00602354,0.01599568
1218,0.00063333,0.00715383,0.00963767,0.01742483
1219,0.00063333,0.00926003,0.00229468,0.01218804
1220,0.00063333,0.02036962,0.00474234,0.02574529
1221,0.00063333,0.00595388,0.00428341,0.01087062
1222,0.00063333,0.00548879,0.00118559,0.00730771
1223,0.00063333,0.00251092,0.00201932,0.00516357
1224,0.00063333,0.00203081,0.00260064,0.00526478
1225,0.00063333,0.00785606,0.00353381,0.0120232
1226,0.00063333,0.00162349,0.00380152,0.00605834
1227,0.00063333,0.0074326,0.00488767,0.0129536
1228,0.00063333,0.00414527,0.00605796,0.01083656
1229,0.00063333,0.00790879,0.00428341,0.01282553
1230,0.00063333,0.01586352,0.00147242,0.01796927
1231,0.00063333,0.01147693,0.0087198,0.02083006
1232,0.00063333,0.00362194,0.00286835,0.00712362
1233,0.00063333,0.00220777,0.00093317,0.00377427
1234,0.00063333,0.00357371,0.00566022,0.00986726
1235,0.00063333,0.00392105,0.0029066,0.00746098
1236,0.00063333,0.00712716,0.00893397,0.01669446
1237,0.00063333,0.01098316,0.00275362,0.01437011
1238,0.00063333,0.00733933,0.00211493,0.01008759
1239,0.00063333,0.00494381,0.00530072,0.01087786
1240,0.00063333,0.00536561,0.00208051,0.00807945
1241,0.00063333,0.00536128,0.00204992,0.00804453
1242,0.00063333,0.00727698,0.00640217,0.01431248
1243,0.00063333,0.01228232,0.0040157,0.01693135
1244,0.00063333,0.00808378,0.00337318,0.01209029
1245,0.00063333,0.00600237,0.00331964,0.00995534
1246,0.00063333,0.01055645,0.00316666,0.01435644
1247,0.00063333,0.00284837,0.00481883,0.00830053
1248,0.00063333,0.0113632,0.00417632,0.01617285
1249,0.00063333,0.00774363,0.00546135,0.01383831
1250,0.00063333,0.00473368,0.00536956,0.01073657
1251,0.00063333,0.00427239,0.00302898,0.0079347
1252,0.00063333,0.00445161,0.00124295,0.00632789
1253,0.00063333,0.00413079,0.00699878,0.0117629
1254,0.00063333,0.00507593,0.00587439,0.01158365
1255,0.00063333,0.01305525,0.00244766,0.01613624
1256,0.00063333,0.00349289,0.01073912,0.01486534
1257,0.00063333,0.01079333,0.00260064,0.0140273
1258,0.00063333,0.00415105,0.00298309,0.00776747
1259,0.00063333,0.00400803,0.00497946,0.00962082
1260,0.00063333,0.00392983,0.00979065,0.01435381
1261,0.00063333,0.01058053,0.00248591,0.01369977
1262,0.00063333,0.01388598,0.00211111,0.01663042
1263,0.00063333,0.00625555,0.00839854,0.01528742
1264,0.00063333,0.00265771,0.0012812,0.00457224
1265,0.00063333,0.00532415,0.00447463,0.01043211
1266,0.00063333,0.00376412,0.00211493,0.00651238
1267,0.00063333,0.00911749,0.00261594,0.01236676
1268,0.00063333,0.00995211,0.00416103,0.01474647
1269,0.00063333,0.00793351,0.00917873,0.01774557
1270,0.00063333,0.00938511,0.00936231,0.01938075
1271,0.00063333,0.00486538,0.0021723,0.00767101
1272,0.00063333,0.01120367,0.00559903,0.01743603
1273,0.00063333,0.0111141,0.0014533,0.01320073
1274,0.00063333,0.00479423,0.00977535,0.01520291
1275,0.00063333,0.00661581,0.00235587,0.00960501
1276,0.00063333,0.00564734,0.00379388,0.01007455
1277,0.00063333,0.0210726,0.00417632,0.02588225
1278,0.00063333,0.01450859,0.00753803,0.02267995
1279,0.00063333,0.00433758,0.0050483,0.01001921
1280,0.00063333,0.00904956,0.00757245,0.01725534
1281,0.00063333,0.00530021,0.00764129,0.01357483
1282,0.00063333,0.00959737,0.00263889,0.01286959
1283,0.00063333,0.00657189,0.00403864,0.01124386
1284,0.00063333,0.00481599,0.00293719,0.00838651
1285,0.00063333,0.0037619,0.00502536,0.00942059
1286,0.00063333,0.01003296,0.00626448,0.01693077
1287,0.00063333,0.00735235,0.00147242,0.0094581
1288,0.00063333,0.00208425,0.00440579,0.00712337
1289,0.00063333,0.01318747,0.00722825,0.02104905
1290,0.00063333,0.00806724,0.00198873,0.0106893
1291,0.00063333,0.01100992,0.00283011,0.01447336
1292,0.00063333,0.0031839,0.00569081,0.00950804
1293,0.00063333,0.00315179,0.00335024,0.00713536
1294,0.00063333,0.00293444,0.00839854,0.01196631
1295,0.00063333,0.00352602,0.00610386,0.01026321
1296,0.00063333,0.00856226,0.00409983,0.01329542
1297,0.00063333,0.02312103,0.00283011,0.02658447
1298,0.00063333,0.00282939,0.00293719,0.00639991
1299,0.00063333,0.00298035,0.00156038,0.00517406
1300,0.00063333,0.00751953,0.00979065,0.01794351
1301,0.00063333,0.00651943,0.00267713,0.00982989
1302,0.00063333,0.02326921,0.00152979,0.02543233
1303,0.00063333,0.00221731,0.00465056,0.0075012
1304,0.00063333,0.00262012,0.0021723,0.00542575
1305,0.00063333,0.00458909,0.01032607,0.01554849
1306,0.00063333,0.00258707,0.00948469,0.01270509
1307,0.00063333,0.00621732,0.00298309,0.00983374
1308,0.00063333,0.00416593,0.00538103,0.01018029
1309,0.00063333,0.010139,0.00330434,0.01407667
1310,0.00063333,0.00969389,0.0063448,0.01667202
1311,0.00063333,0.00207098,0.00211111,0.00481542
1312,0.00063333,0.00366528,0.00097906,0.00527767
1313,0.00063333,0.00402378,0.00452817,0.00918528
1314,0.00063333,0.01538693,0.0025624,0.01858266
1315,0.00063333,0.00497124,0.00516304,0.01076761
1316,0.00063333,0.00642787,0.0036256,0.0106868
1317,0.00063333,0.0093885,0.00307488,0.01309671
1318,0.00063333,0.0137879,0.00546135,0.01988258
1319,0.00063333,0.00489506,0.00367149,0.00919988
1320,0.00063333,0.00527504,0.00559903,0.0115074
1321,0.00063333,0.00535654,0.00302898,0.00901885
1322,0.00063333,0.00284727,0.01101448,0.01449508
1323,0.00063333,0.01304954,0.00497181,0.01865468
1324,0.00063333,0.0033971,0.00093317,0.0049636
1325,0.00063333,0.00340135,0.00691847,0.01095315
1326,0.00063333,0.01001621,0.00949999,0.02014953
1327,0.00063333,0.01366914,0.00488767,0.01919014
1328,0.00063333,0.01134598,0.00893397,0.02091328
1329,0.00063333,0.00773862,0.00279186,0.01116381
1330,0.00063333,0.00248433,0.01032607,0.01344373
1331,0.00063333,0.00523065,0.00764129,0.01350527
1332,0.00063333,0.00430035,0.00229468,0.00722836
1333,0.00063333,0.00299977,0.00715941,0.01079251
1334,0.00063333,0.00417834,0.00211111,0.00692278
1335,0.00063333,0.01108621,0.00605796,0.0177775
1336,0.00063333,0.00648083,0.00260064,0.0097148
1337,0.00063333,0.00544382,0.00530072,0.01137787
1338,0.00063333,0.0055004,0.0029066,0.00904033
1339,0.00063333,0.00463627,0.00316666,0.00843626
1340,0.00063333,0.00341742,0.0057826,0.00983335
1341,0.00063333,0.01033458,0.00481883,0.01578674
1342,0.00063333,0.00262678,0.00753803,0.01079814
1343,0.00063333,0.00544082,0.00722825,0.0133024
1344,0.00063333,0.0042882,0.00147242,0.00639395
1345,0.00063333,0.01312058,0.0021417,0.01589561
1346,0.00063333,0.00656793,0.0021417,0.00934296
1347,0.00063333,0.0071061,0.00189694,0.00963637
1348,0.00063333,0.00582084,0.00160628,0.00806045
1349,0.00063333,0.00480352,0.00172101,0.00715786
1350,0.00063333,0.00459596,0.00330434,0.00853363
1351,0.00063333,0.00527437,0.00391626,0.00982396
1352,0.00063333,0.00614112,0.00252415,0.0092986
1353,0.00063333,0.01574001,0.00483413,0.02120747
1354,0.00063333,0.00474643,0.0086739,0.01405366
1355,0.00063333,0.01930569,0.00454347,0.02448249
1356,0.00063333,0.01949552,0.0036256,0.02375445
1357,0.00063333,0.00706785,0.00174013,0.00944131
1358,0.00063333,0.00324512,0.0065169,0.01039535
1359,0.00063333,0.00258881,0.0021723,0.00539444
1360,0.00063333,0.00192922,0.00248591,0.00504846
1361,0.00063333,0.01268858,0.00107085,0.01439276
1362,0.00063333,0.01084727,0.00244766,0.01392826
1363,0.00063333,0.00272041,0.00602354,0.00937728
1364,0.00063333,0.00422074,0.00679226,0.01164633
1365,0.00063333,0.00473987,0.00468115,0.01005435
1366,0.00063333,0.00623626,0.00570229,0.01257188
1367,0.00063333,0.00865573,0.00110145,0.01039051
1368,0.00063333,0.00738732,0.00244766,0.01046831
1369,0.00063333,0.01064865,0.00211493,0.01339691
1370,0.00063333,0.00449467,0.00124295,0.00637095
1371,0.00063333,0.01351472,0.00471175,0.0188598
1372,0.00063333,0.00526574,0.00514009,0.01103916
1373,0.00063333,0.00596384,0.00554166,0.01213883
1374,0.00063333,0.00858742,0.00596618,0.01518693
1375,0.00063333,0.01018604,0.00753803,0.0183574
1376,0.00063333,0.00687304,0.00176691,0.00927328
1377,0.00063333,0.00391593,0.00477294,0.0093222
1378,0.00063333,0.01812646,0.00211111,0.0208709
1379,0.00063333,0.00392555,0.0022029,0.00676178
1380,0.00063333,0.00384008,0.00147242,0.00594583
1381,0.00063333,0.02046985,0.00110145,0.02220463
1382,0.00063333,0.00375571,0.00358735,0.00797639
1383,0.00063333,0.00174102,0.00298309,0.00535744
1384,0.00063333,0.00640186,0.00358735,0.01062254
1385,0.00063333,0.00405689,0.00468115,0.00937137
1386,0.00063333,0.00577975,0.00260064,0.00901372
1387,0.00063333,0.01006509,0.00251268,0.0132111
1388,0.00063333,0.00762798,0.00505978,0.01332109
1389,0.00063333,0.00330189,0.00286835,0.00680357
1390,0.00063333,0.00660642,0.00279951,0.01003926
1391,0.00063333,0.00219858,0.00233293,0.00516484
1392,0.00063333,0.00426008,0.00530072,0.01019413
1393,0.00063333,0.00377266,0.0012812,0.00568719
1394,0.00063333,0.01026215,0.00550724,0.01640272
1395,0.00063333,0.00980112,0.00169807,0.01213252
1396,0.00063333,0.00689291,0.0036409,0.01116714
1397,0.00063333,0.00629416,0.00502536,0.01195285
1398,0.00063333,0.00941583,0.00757245,0.01762161
1399,0.00063333,0.01135077,0.0108768,0.0228609
1400,0.00063333,0.01082752,0.00447463,0.01593548
1401,0.00063333,0.01178763,0.00226409,0.01468505
1402,0.00063333,0.00678844,0.00143418,0.00885595
1403,0.00063333,0.00488026,0.00894926,0.01446285
1404,0.00063333,0.01021481,0.002375,0.01322314
1405,0.00063333,0.01296139,0.00497946,0.01857418
1406,0.00063333,0.00573011,0.00447463,0.01083807
1407,0.00063333,0.00803475,0.0014686,0.01013668
1408,0.00063333,0.01179762,0.00452817,0.01695912
1409,0.00063333,0.00764269,0.00252415,0.01080017
1410,0.00063333,0.00203426,0.0062989,0.00896649
1411,0.00063333,0.00454674,0.00624154,0.01142161
1412,0.00063333,0.00348062,0.01162639,0.01574034
1413,0.00063333,0.0063424,0.00275362,0.00972935
1414,0.00063333,0.00353432,0.00305958,0.00722723
1415,0.00063333,0.01436563,0.00208051,0.01707947
1416,0.00063333,0.00185733,0.00894926,0.01143992
1417,0.00063333,0.01085989,0.00147242,0.01296564
1418,0.00063333,0.01019892,0.00373268,0.01456493
1419,0.00063333,0.01170147,0.00536956,0.01770436
1420,0.00063333,0.01323856,0.00791666,0.02178855
1421,0.00063333,0.00651836,0.0028913,0.01004299
1422,0.00063333,0.0123404,0.00977535,0.02274908
1423,0.00063333,0.00857352,0.0040157,0.01322255
1424,0.00063333,0.00397824,0.0029066,0.00751817
1425,0.00063333,0.01367734,0.00559903,0.0199097
1426,0.00063333,0.02644635,0.0054384,0.03251808
1427,0.00063333,0.00851859,0.00201932,0.01117124
1428,0.00063333,0.00941435,0.00247826,0.01252594
1429,0.00063333,0.01079039,0.00461231,0.01603603
1430,0.00063333,0.00348069,0.00734299,0.01145701
1431,0.00063333,0.0147142,0.00141505,0.01676258
1432,0.00063333,0.00506802,0.00105555,0.0067569
1433,0.00063333,0.00758649,0.0028913,0.01111112
1434,0.00063333,0.00957189,0.00569081,0.01589603
1435,0.00063333,0.00502054,0.00461231,0.01026618
1436,0.00063333,0.01453681,0.00626448,0.02143462
1437,0.00063333,0.00320407,0.00206139,0.00589879
1438,0.00063333,0.00200681,0.00550724,0.00814738
1439,0.00063333,0.00195016,0.00530072,0.00788421
1440,0.00063333,0.00549306,0.00279186,0.00891825
1441,0.00063333,0.00640148,0.00241707,0.00945188
1442,0.00063333,0.00956653,0.00780192,0.01800178
1443,0.00063333,0.00249823,0.00186634,0.0049979
1444,0.00063333,0.01004123,0.0040157,0.01469026
1445,0.00063333,0.01202045,0.00229468,0.01494846
1446,0.00063333,0.00419895,0.00325845,0.00809073
1447,0.00063333,0.00181658,0.00189694,0.00434685
1448,0.00063333,0.00958005,0.00321256,0.01342594
1449,0.00063333,0.0068437,0.00226409,0.00974112
1450,0.00063333,0.00278098,0.00512479,0.0085391
1451,0.00063333,0.0072033,0.00512479,0.01296142
1452,0.00063333,0.00378103,0.00711352,0.01152788
1453,0.00063333,0.00305177,0.00325845,0.00694355
1454,0.00063333,0.00903727,0.00252415,0.01219475
1455,0.00063333,0.00379105,0.01073912,0.0151635
1456,0.00063333,0.00845005,0.00312077,0.01220415
1457,0.00063333,0.01008868,0.00650543,0.01722744
1458,0.00063333,0.01052412,0.00538103,0.01653848
1459,0.00063333,0.00745179,0.0036256,0.01171072
1460,0.00063333,0.00166867,0.0079549,0.0102569
1461,0.00063333,0.00422076,0.00100966,0.00586375
1462,0.00063333,0.00268875,0.0014686,0.00479068
1463,0.00063333,0.00691861,0.00267713,0.01022907
1464,0.00063333,0.01879579,0.00294484,0.02237396
1465,0.00063333,0.0168632,0.00743477,0.0249313
1466,0.00063333,0.0115246,0.00691847,0.0190764
1467,0.00063333,0.00626358,0.00397745,0.01087436
1468,0.00063333,0.0047121,0.00894926,0.01429469
1469,0.00063333,0.00226876,0.00640217,0.00930426
1470,0.00063333,0.01637099,0.00679226,0.02379658
1471,0.00063333,0.00347721,0.0025624,0.00667294
1472,0.00063333,0.00941039,0.00596618,0.0160099
1473,0.00063333,0.01390738,0.00642511,0.02096582
1474,0.00063333,0.0050783,0.0052204,0.01093203
1475,0.00063333,0.00786639,0.00433695,0.01283667
1476,0.00063333,0.00619489,0.00497946,0.01180768
1477,0.00063333,0.0155425,0.00367149,0.01984732
1478,0.00063333,0.00631438,0.00139976,0.00834747
1479,0.00063333,0.01240185,0.0036256,0.01666078
1480,0.00063333,0.00694876,0.00791666,0.01549875
1481,0.00063333,0.00981718,0.0058132,0.01626371
1482,0.00063333,0.01104193,0.00305958,0.01473484
1483,0.00063333,0.01438827,0.00894926,0.02397086
1484,0.00063333,0.0060998,0.00248591,0.00921904
1485,0.00063333,0.00301548,0.00139976,0.00504857
1486,0.00063333,0.00332312,0.00764129,0.01159774
1487,0.00063333,0.00831351,0.00118559,0.01013243
1488,0.00063333,0.01252409,0.00137681,0.01453423
1489,0.00063333,0.02060672,0.00706762,0.02830767
1490,0.00063333,0.0036937,0.00771013,0.01203716
1491,0.00063333,0.01599317,0.00538103,0.02200753
1492,0.00063333,0.01600111,0.00283011,0.01946455
1493,0.00063333,0.00602569,0.00505978,0.0117188
1494,0.00063333,0.00832829,0.0012812,0.01024282
1495,0.00063333,0.00728455,0.0040157,0.01193358
1496,0.00063333,0.01359486,0.00642511,0.0206533
1497,0.00063333,0.01642508,0.00238647,0.01944488
1498,0.00063333,0.00747366,0.00917873,0.01728572
1499,0.00063333,0.00325947,0.00342673,0.00731953
1500,0.00063333,0.01685661,0.00805434,0.02554428
1501,0.00063333,0.00746792,0.0014533,0.00955455
1502,0.00063333,0.01388433,0.00465056,0.01916822
1503,0.00063333,0.00787109,0.0072512,0.01575562
1504,0.00063333,0.00476915,0.00422987,0.00963235
1505,0.00063333,0.01829508,0.00244766,0.02137607
1506,0.00063333,0.00360495,0.00358735,0.00782563
1507,0.00063333,0.00537657,0.00208816,0.00809806
1508,0.00063333,0.00224209,0.00505978,0.0079352
1509,0.00063333,0.00278178,0.00139976,0.00481487
1510,0.00063333,0.00391746,0.00550724,0.01005803
1511,0.00063333,0.00726167,0.00447463,0.01236963
1512,0.00063333,0.00980218,0.00963767,0.02007318
1513,0.00063333,0.00771781,0.00440579,0.01275693
1514,0.00063333,0.00288812,0.00416103,0.00768248
1515,0.00063333,0.00468982,0.00321256,0.00853571
1516,0.00063333,0.00869393,0.00213406,0.01146132
1517,0.00063333,0.00487664,0.00422222,0.00973219
1518,0.00063333,0.00493614,0.0021417,0.00771117
1519,0.00063333,0.00444226,0.0012812,0.00635679
1520,0.00063333,0.00216654,0.00244766,0.00524753
1521,0.00063333,0.01402287,0.00302898,0.01768518
1522,0.00063333,0.0087256,0.00881158,0.01817051
1523,0.00063333,0.00291683,0.00379388,0.00734404
1524,0.00063333,0.00904893,0.00679226,0.01647452
1525,0.00063333,0.00718136,0.0028913,0.01070599
1526,0.00063333,0.00883464,0.0057826,0.01525057
1527,0.00063333,0.00327281,0.00312077,0.00702691
1528,0.00063333,0.0055043,0.00133857,0.0074762
1529,0.00063333,0.01550111,0.00198108,0.01811552
1530,0.00063333,0.01092132,0.00298309,0.01453774
1531,0.00063333,0.01662887,0.00966826,0.02693046
1532,0.00063333,0.00273392,0.00505978,0.00842703
1533,0.00063333,0.01199723,0.00158333,0.01421389
1534,0.00063333,0.00425747,0.0057826,0.0106734
1535,0.00063333,0.00507706,0.00238647,0.00809686
1536,0.00063333,0.00199572,0.00186634,0.00449539
1537,0.00063333,0.00901482,0.01018839,0.01983654
1538,0.00063333,0.00327711,0.00116646,0.0050769
1539,0.00063333,0.005,0.00588969,0.01152302
1540,0.00063333,0.00667194,0.00753803,0.0148433
1541,0.00063333,0.00439113,0.00679226,0.01181672
1542,0.00063333,0.00785042,0.00119324,0.00967699
1543,0.00063333,0.01135055,0.00853622,0.0205201
1544,0.00063333,0.00774052,0.0029066,0.01128045
1545,0.00063333,0.00873554,0.0065169,0.01588577
1546,0.00063333,0.00837512,0.00117794,0.01018639
1547,0.00063333,0.0030361,0.00774456,0.01141399
1548,0.00063333,0.01332946,0.00497946,0.01894225
1549,0.00063333,0.01037794,0.00167512,0.01268639
1550,0.00063333,0.01289046,0.00481883,0.01834262
1551,0.00063333,0.00218854,0.00186634,0.00468821
1552,0.00063333,0.00491855,0.01101448,0.01656636
1553,0.00063333,0.00443522,0.00286835,0.0079369
1554,0.00063333,0.00311589,0.00688405,0.01063327
1555,0.00063333,0.00263569,0.00853622,0.01180524
1556,0.00063333,0.00876074,0.00108615,0.01048022
1557,0.00063333,0.00382946,0.00488767,0.00935046
1558,0.00063333,0.01190909,0.00474999,0.01729241
1559,0.00063333,0.00220369,0.00367149,0.00650851
1560,0.00063333,0.00735981,0.00114734,0.00914048
1561,0.00063333,0.01148292,0.00426811,0.01638436
1562,0.00063333,0.01885735,0.00483413,0.02432481
1563,0.00063333,0.00839009,0.00293719,0.01196061
1564,0.00063333,0.01714288,0.00610386,0.02388007
1565,0.00063333,0.00403454,0.00107085,0.00573872
1566,0.00063333,0.00333939,0.0029066,0.00687932
1567,0.00063333,0.00260728,0.00275362,0.00599423
1568,0.00063333,0.0060363,0.0014227,0.00809233
1569,0.00063333,0.00438664,0.00922463,0.0142446
1570,0.00063333,0.00607268,0.00294484,0.00965085
1571,0.00063333,0.00540097,0.00160628,0.00764058
1572,0.00063333,0.00502478,0.00093317,0.00659128
1573,0.00063333,0.00632096,0.00307488,0.01002917
1574,0.00063333,0.01222254,0.00117794,0.01403381
1575,0.00063333,0.00337123,0.00417632,0.00818088
1576,0.00063333,0.01504209,0.00596618,0.0216416
1577,0.00063333,0.01043528,0.0086739,0.01974251
1578,0.00063333,0.00322778,0.00130032,0.00516143
1579,0.00063333,0.00893787,0.00286835,0.01243955
1580,0.00063333,0.00585324,0.0027192,0.00920577
1581,0.00063333,0.00305166,0.00143418,0.00511917
1582,0.00063333,0.00616084,0.00100966,0.00780383
1583,0.00063333,0.00451437,0.00122383,0.00637153
1584,0.00063333,0.0031928,0.00111675,0.00494288
1585,0.00063333,0.00483929,0.00562197,0.01109459
1586,0.00063333,0.0117058,0.00604267,0.0183818
1587,0.00063333,0.00520629,0.00481883,0.01065845
1588,0.00063333,0.0059186,0.00369444,0.01024637
1589,0.00063333,0.01240118,0.00348792,0.01652243
1590,0.00063333,0.01351327,0.00618417,0.02033077
1591,0.00063333,0.01295726,0.00594323,0.01953382
1592,0.00063333,0.0020435,0.00234058,0.00501741
1593,0.00063333,0.00397839,0.00165217,0.00626389
1594,0.00063333,0.00855818,0.00244766,0.01163917
1595,0.00063333,0.00642198,0.00516304,0.01221835
1596,0.00063333,0.00918422,0.00312077,0.01293832
1597,0.00063333,0.00830316,0.00753803,0.01647452
1598,0.00063333,0.00708201,0.00108615,0.00880149
1599,0.00063333,0.00542746,0.0032661,0.00932689
1600,0.00063333,0.00426263,0.00235587,0.00725183
1601,0.00063333,0.01279331,0.01024958,0.02367622
1602,0.00063333,0.02148727,0.00550724,0.02762784
1603,0.00063333,0.01257016,0.00294484,0.01614833
1604,0.00063333,0.00329257,0.00497946,0.00890536
1605,0.00063333,0.00591909,0.00602354,0.01257596
1606,0.00063333,0.0112873,0.0057826,0.01770323
1607,0.00063333,0.00491338,0.00488767,0.01043438
1608,0.00063333,0.0081399,0.00397745,0.01275068
1609,0.00063333,0.00550206,0.00385507,0.00999046
1610,0.00063333,0.00576058,0.00428341,0.01067732
1611,0.00063333,0.00736187,0.01060144,0.01859664
1612,0.00063333,0.00174948,0.00535426,0.00773707
1613,0.00063333,0.00344827,0.00783252,0.01191412
1614,0.00063333,0.00437806,0.00353381,0.0085452
1615,0.00063333,0.00958526,0.0054384,0.01565699
1616,0.00063333,0.00359539,0.00184722,0.00607594
1617,0.00063333,0.00582764,0.00853622,0.01499719
1618,0.00063333,0.00308786,0.00284541,0.0065666
1619,0.00063333,0.00482553,0.00240942,0.00786828
1620,0.00063333,0.00936493,0.00149154,0.0114898
1621,0.00063333,0.01138198,0.00626448,0.01827979
1622,0.00063333,0.00425655,0.0036409,0.00853078
1623,0.00063333,0.0074842,0.00681521,0.01493274
1624,0.00063333,0.00620805,0.00294484,0.00978622
1625,0.00063333,0.00824636,0.0032661,0.01214579
1626,0.00063333,0.00378676,0.00263889,0.00705898
1627,0.00063333,0.00495664,0.00991303,0.015503
1628,0.00063333,0.00310299,0.00826086,0.01199718
1629,0.00063333,0.00395902,0.00151449,0.00610684
1630,0.00063333,0.00969763,0.00626448,0.01659544
1631,0.00063333,0.00931332,0.00369444,0.01364109
1632,0.00063333,0.00406674,0.00149154,0.00619161
1633,0.00063333,0.00319022,0.00294484,0.00676839
1634,0.00063333,0.00830026,0.00149154,0.01042513
1635,0.00063333,0.00424916,0.00284541,0.0077279
1636,0.00063333,0.02090703,0.00428341,0.02582377
1637,0.00063333,0.00877499,0.00260064,0.01200896
1638,0.00063333,0.00229694,0.00260064,0.00553091
1639,0.00063333,0.01209147,0.00348027,0.01620507
1640,0.00063333,0.00735419,0.00244766,0.01043518
1641,0.00063333,0.00221048,0.0029066,0.00575041
1642,0.00063333,0.01240998,0.00206139,0.0151047
1643,0.00063333,0.00166529,0.00248591,0.00478453
1644,0.00063333,0.01487753,0.00702173,0.02253259
1645,0.00063333,0.00746349,0.00135769,0.00945451
1646,0.00063333,0.0048085,0.00454347,0.0099853
1647,0.00063333,0.00816607,0.00223732,0.01103672
1648,0.00063333,0.01375918,0.0036409,0.01803341
1649,0.00063333,0.00595979,0.00226409,0.00885721
1650,0.00063333,0.01452103,0.00681521,0.02196957
1651,0.00063333,0.01338093,0.00178985,0.01580411
1652,0.00063333,0.01223627,0.00229468,0.01516428
1653,0.00063333,0.01363274,0.00171336,0.01597943
1654,0.00063333,0.00610879,0.00814612,0.01488824
1655,0.00063333,0.01073415,0.0029066,0.01427408
1656,0.00063333,0.0152032,0.01018839,0.02602492
1657,0.00063333,0.01795865,0.0036409,0.02223288
1658,0.00063333,0.00528964,0.00321256,0.00913553
1659,0.00063333,0.00886221,0.00252415,0.01201969
1660,0.00063333,0.00320334,0.00293719,0.00677386
1661,0.00063333,0.00234459,0.00195431,0.00493223
1662,0.00063333,0.00442879,0.00260064,0.00766276
1663,0.00063333,0.00441031,0.00559903,0.01064267
1664,0.00063333,0.01092211,0.00546135,0.01701679
1665,0.00063333,0.011714,0.00237117,0.0147185
1666,0.00063333,0.00793934,0.0022029,0.01077557
1667,0.00063333,0.00423694,0.00523188,0.01010215
1668,0.00063333,0.0054,0.00497946,0.01101279
1669,0.00063333,0.00521209,0.00391626,0.00976168
1670,0.00063333,0.01053358,0.00523188,0.01639879
1671,0.00063333,0.00808885,0.00784782,0.01657
1672,0.00063333,0.00651503,0.00614975,0.01329811
1673,0.00063333,0.0165432,0.00321256,0.02038909
1674,0.00063333,0.0056946,0.00391626,0.01024419
1675,0.00063333,0.00502712,0.00233293,0.00799338
1676,0.00063333,0.00935334,0.00168659,0.01167326
1677,0.00063333,0.00967575,0.00465056,0.01495964
1678,0.00063333,0.00681818,0.00530072,0.01275223
1679,0.00063333,0.00474441,0.00294484,0.00832258
1680,0.00063333,0.017431,0.01070852,0.02877285
1681,0.00063333,0.01636562,0.0050942,0.02209315
1682,0.00063333,0.00802853,0.00839854,0.0170604
1683,0.00063333,0.00367077,0.00139593,0.00570003
1684,0.00063333,0.02576308,0.00536956,0.03176597
1685,0.00063333,0.0024577,0.00771013,0.01080116
1686,0.00063333,0.00390611,0.0012812,0.00582064
1687,0.00063333,0.00435479,0.00385507,0.00884319
1688,0.00063333,0.00680257,0.00471175,0.01214765
