config_id,qprop_ok,V,rpm,Dbeta,T,Q,Pshaft,CT,CP,FOM,eff_aero,cl_avg,cd_avg
0,True,0.0,4000.0,0.0,0.2571,0.002605,1.091,0.03779,0.005715,0.64283,1.18222,0.2055,0.01213
1,True,0.0,4000.0,0.0,0.1757,0.001943,0.8138,0.04015,0.0074,0.54366,1.0573,0.364,0.03233
2,True,0.0,4000.0,0.0,0.8104,0.01131,4.737,0.0586,0.01022,0.6939,1.24432,0.4695,0.01854
3,True,0.0,4000.0,0.0,0.3085,0.003444,1.443,0.04816,0.008145,0.64851,1.18967,0.2686,0.01678
4,True,0.0,4000.0,0.0,0.1543,0.001087,0.4553,0.02268,0.002385,0.71617,1.27053,0.2045,0.006952
5,True,0.0,4000.0,0.0,0.5877,0.006729,2.819,0.0725,0.01186,0.82297,1.39406,0.6392,0.007631
6,True,0.0,4000.0,0.0,0.09164,0.002433,1.019,0.008578,0.003037,0.13084,0.40903,0.0664,0.02727
7,True,0.0,4000.0,0.0,0.07469,0.001507,0.6313,0.00779,0.002153,0.15965,0.46721,0.0622,0.01836
8,True,0.0,4000.0,0.0,0.8664,0.01598,6.695,0.06932,0.0164,0.55664,1.0739,0.5146,0.04493
9,True,0.0,4000.0,0.0,0.0414,0.002662,1.115,0.003488,0.002913,0.03537,0.17101,0.0257,0.02602
10,True,0.0,4000.0,0.0,0.2019,0.00445,1.864,0.03564,0.01227,0.27411,0.66995,0.1503,0.04498
11,True,0.0,4000.0,0.0,0.2295,0.004554,1.908,0.01836,0.004672,0.26628,0.65696,0.0925,0.02176
12,True,0.0,4000.0,0.0,-0.03479,0.00378,1.583,-0.002784,0.003878,,,-0.0338,0.06035
13,True,0.0,4000.0,0.0,0.3535,0.006644,2.783,0.03309,0.008292,0.36295,0.80771,0.2593,0.04854
14,False,,,,,,,,,,,,
15,True,0.0,4000.0,0.0,0.01088,0.001538,0.644,0.002328,0.005392,0.01041,0.07571,0.027,0.07932
16,True,0.0,4000.0,0.0,0.08088,0.002382,0.9978,0.00615,0.002293,0.10518,0.35368,0.0575,0.02493
17,True,0.0,4000.0,0.0,0.408,0.004689,1.964,0.07672,0.01399,0.75919,1.32139,0.4499,0.009113
18,True,0.0,4000.0,0.0,0.0471,0.000828,0.3468,0.009442,0.002676,0.17136,0.48986,0.0837,0.02843
19,True,0.0,4000.0,0.0,0.6407,0.006697,2.805,0.04872,0.006446,0.83419,1.40663,0.6064,0.00665
20,True,0.0,4000.0,0.0,0.1483,0.001072,0.4492,0.01938,0.002031,0.66415,1.20841,0.1179,0.005237
21,True,0.0,4000.0,0.0,0.04056,0.006644,2.783,0.002933,0.006005,0.01322,0.08878,0.0173,0.04425
22,True,0.0,4000.0,0.0,0.04896,0.001724,0.7222,0.006397,0.003265,0.07836,0.29066,0.1058,0.06616
23,True,0.0,4000.0,0.0,0.4346,0.005361,2.246,0.04533,0.007659,0.62986,1.16664,0.3031,0.01663
24,True,0.0,4000.0,0.0,-0.3208,0.005405,2.264,-0.03168,0.007215,,,-0.274,0.07325
25,True,0.0,4000.0,0.0,0.1076,0.001329,0.5565,0.01679,0.003142,0.34638,0.78267,0.1095,0.01384
26,True,0.0,4000.0,0.0,0.1603,0.001735,0.7269,0.03214,0.00561,0.51331,1.01798,0.2013,0.01659
27,True,0.0,4000.0,0.0,0.08661,0.002758,1.155,0.007689,0.003221,0.10466,0.35254,0.0519,0.02499
28,True,0.0,4000.0,0.0,0.05382,0.001974,0.8269,0.0123,0.007519,0.09071,0.32048,0.1067,0.07528
29,True,0.0,4000.0,0.0,0.8609,0.01114,4.665,0.07254,0.01219,0.80155,1.36954,0.4636,0.00756
30,True,0.0,4000.0,0.0,-0.145,0.007979,3.342,-0.01287,0.009321,,,-0.1202,0.1087
31,True,0.0,4000.0,0.0,0.5722,0.01049,4.395,0.05651,0.014,0.4797,0.97284,0.2906,0.03623
32,False,,,,,,,,,,,,
33,True,0.0,4000.0,0.0,0.02992,0.000439,0.1839,0.002801,0.000548,0.13525,0.41827,0.0373,0.007598
34,True,0.0,4000.0,0.0,0.1621,0.002313,0.9691,0.02,0.004077,0.34678,0.78368,0.2894,0.05232
35,True,0.0,4000.0,0.0,0.1625,0.004146,1.737,0.013,0.004254,0.17427,0.49516,0.058,0.01953
36,True,0.0,4000.0,0.0,0.01717,0.001915,0.802,0.001791,0.002736,0.01385,0.09156,0.0226,0.04498
37,True,0.0,4000.0,0.0,0.02802,0.001916,0.8024,0.004373,0.004531,0.03192,0.1597,0.0451,0.05602
38,True,0.0,4000.0,0.0,-0.00476,0.002732,1.145,-0.000423,0.003192,,,-0.0053,0.05062
39,True,0.0,4000.0,0.0,0.1136,0.000949,0.3976,0.01884,0.002423,0.53401,1.04435,0.3512,0.02084
40,True,0.0,4000.0,0.0,0.1135,0.00106,0.444,0.008628,0.00102,0.39294,0.85148,0.0742,0.006404
41,True,0.0,4000.0,0.0,0.1042,0.001246,0.5218,0.01729,0.00318,0.35746,0.79955,0.177,0.02785
42,False,,,,,,,,,,,,
43,True,0.0,4000.0,0.0,0.03676,0.000756,0.3165,0.00649,0.002084,0.12542,0.39778,0.052,0.01623
44,True,0.0,4000.0,0.0,0.03059,0.001974,0.8269,0.005752,0.005892,0.03702,0.17632,0.0511,0.0636
45,True,0.0,4000.0,0.0,0.06302,0.001086,0.4548,0.01113,0.002995,0.19591,0.53567,0.0839,0.024
46,True,0.0,4000.0,0.0,0.2741,0.002158,0.9039,0.02566,0.002693,0.763,1.32566,0.55,0.01179
47,True,0.0,4000.0,0.0,0.2349,0.003501,1.466,0.03069,0.00663,0.40568,0.8696,0.2069,0.03183
48,True,0.0,4000.0,0.0,0.1947,0.003395,1.422,0.01481,0.003268,0.27565,0.67251,0.2165,0.03936
49,True,0.0,4000.0,0.0,1.021,0.0138,5.781,0.07763,0.01328,0.81424,1.3843,0.5785,0.007819
50,True,0.0,4000.0,0.0,0.4518,0.005953,2.493,0.04712,0.008505,0.60147,1.1309,0.3669,0.02432
51,True,0.0,4000.0,0.0,0.7746,0.00948,3.971,0.07251,0.01183,0.82508,1.39661,0.9862,0.00701
52,True,0.0,4000.0,0.0,0.08613,0.001065,0.4462,0.01842,0.003736,0.33475,0.76504,0.0765,0.01304
53,True,0.0,4000.0,0.0,-0.02201,0.00383,1.604,-0.001761,0.003929,,,-0.0147,0.04029
54,True,0.0,4000.0,0.0,0.1595,0.003273,1.371,0.01968,0.005768,0.23925,0.61189,0.2404,0.06738
55,True,0.0,4000.0,0.0,0.0286,0.001983,0.8305,0.002983,0.002833,0.02876,0.14899,0.0192,0.02069
56,True,0.0,4000.0,0.0,0.1534,0.003556,1.49,0.01515,0.004746,0.19641,0.53645,0.1556,0.04656
57,True,0.0,4000.0,0.0,0.4265,0.008331,3.49,0.03243,0.008019,0.36414,0.80947,0.2048,0.0319
58,True,0.0,4000.0,0.0,0.1157,0.000693,0.2903,0.02644,0.00264,0.81441,1.38418,0.3398,0.007832
59,True,0.0,4000.0,0.0,0.3196,0.003661,1.534,0.02837,0.004277,0.55862,1.07671,0.4641,0.03296
60,True,0.0,4000.0,0.0,0.9076,0.01722,7.212,0.112,0.03034,0.61735,1.15135,0.6214,0.04448
61,True,0.0,4000.0,0.0,0.2663,0.004631,1.94,0.02025,0.004457,0.3232,0.7477,0.3358,0.06223
62,True,0.0,4000.0,0.0,0.2711,0.002152,0.9013,0.03543,0.004075,0.81812,1.38874,0.4562,0.007728
63,True,0.0,4000.0,0.0,0.07828,0.001723,0.7219,0.01299,0.004399,0.16824,0.48385,0.1231,0.04458
64,True,0.0,4000.0,0.0,0.02878,0.000658,0.2757,0.005081,0.001816,0.09974,0.34135,0.0583,0.0265
65,True,0.0,4000.0,0.0,0.0806,0.001027,0.43,0.01515,0.003064,0.30446,0.71816,0.1166,0.01804
66,True,0.0,4000.0,0.0,0.01735,0.002609,1.093,0.002267,0.004941,0.01092,0.07815,0.0242,0.06498
67,True,0.0,4000.0,0.0,0.1499,0.002914,1.221,0.02203,0.006393,0.25571,0.63956,0.2798,0.07729
68,True,0.0,4000.0,0.0,0.3846,0.004286,1.795,0.05025,0.008117,0.69413,1.24415,0.2916,0.01209
69,False,,,,,,,,,,,,
70,False,,,,,,,,,,,,
71,False,,,,,,,,,,,,
72,True,0.0,4000.0,0.0,-0.02939,0.003282,1.375,-0.003065,0.004689,,,-0.0352,0.07158
73,True,0.0,4000.0,0.0,-0.02239,0.001892,0.7925,-0.003714,0.00483,,,-0.0309,0.04985
74,True,0.0,4000.0,0.0,0.2616,0.00219,0.9175,0.04083,0.005181,0.79643,1.36365,0.5461,0.00986
75,False,,,,,,,,,,,,
76,True,0.0,4000.0,0.0,0.4663,0.005902,2.472,0.04365,0.007366,0.61906,1.153,0.4343,0.0279
77,True,0.0,4000.0,0.0,0.4315,0.0051,2.136,0.04039,0.006365,0.63775,1.176,0.2691,0.01834
78,True,0.0,4000.0,0.0,0.4463,0.004199,1.759,0.03962,0.004905,0.8039,1.37242,0.4524,0.00942
79,True,0.0,4000.0,0.0,0.1646,0.002669,1.118,0.01252,0.002569,0.27253,0.66746,0.0826,0.01584
80,True,0.0,4000.0,0.0,0.9515,0.01354,5.672,0.08907,0.0169,0.78643,1.35251,0.5646,0.005996
81,True,0.0,4000.0,0.0,0.2156,0.0022,0.9214,0.04613,0.007714,0.642,1.18158,0.6828,0.03289
82,True,0.0,4000.0,0.0,0.04356,0.002029,0.8499,0.004543,0.002899,0.05282,0.22345,0.0742,0.05813
83,True,0.0,4000.0,0.0,0.3378,0.002947,1.234,0.04167,0.005193,0.81925,1.38956,0.3127,0.005267
84,True,0.0,4000.0,0.0,0.1683,0.003641,1.525,0.01494,0.004253,0.21473,0.56914,0.2369,0.07225
85,True,0.0,4000.0,0.0,0.4892,0.005641,2.363,0.03914,0.005787,0.66913,1.21428,0.3094,0.01758
86,True,0.0,4000.0,0.0,0.1045,0.001041,0.4359,0.01365,0.001971,0.40484,0.86831,0.0922,0.009408
87,True,0.0,4000.0,0.0,0.2136,0.00609,2.551,0.01999,0.007601,0.18598,0.51709,0.1148,0.04347
88,True,0.0,4000.0,0.0,0.2811,0.002712,1.136,0.04963,0.00748,0.73888,1.29761,0.5126,0.01261
89,True,0.0,4000.0,0.0,0.1196,0.003927,1.645,0.009573,0.004028,0.11619,0.37814,0.1238,0.06278
90,True,0.0,4000.0,0.0,0.02236,0.001213,0.5082,0.004784,0.004254,0.03888,0.18222,0.0677,0.07266
91,True,0.0,4000.0,0.0,0.1372,0.002523,1.057,0.01431,0.003604,0.2374,0.60877,0.2422,0.06524
92,True,0.0,4000.0,0.0,0.5205,0.006074,2.544,0.05141,0.008107,0.71899,1.27392,0.5651,0.02029
93,True,0.0,4000.0,0.0,0.09264,0.002797,1.172,0.01143,0.004929,0.12388,0.39465,0.1064,0.04976
94,True,0.0,4000.0,0.0,0.2669,0.002361,0.9892,0.0535,0.007635,0.81038,1.37979,0.4638,0.008117
95,True,0.0,4000.0,0.0,0.3529,0.004208,1.763,0.05855,0.01074,0.65941,1.20279,0.5438,0.02856
96,True,0.0,4000.0,0.0,0.346,0.002731,1.144,0.03072,0.003191,0.84376,1.41733,0.5282,0.006983
97,True,0.0,4000.0,0.0,0.1808,0.002674,1.12,0.02657,0.005866,0.36927,0.81689,0.2707,0.04523
98,True,0.0,4000.0,0.0,0.1091,0.001292,0.5414,0.02494,0.004923,0.39986,0.86181,0.1697,0.02297
99,True,0.0,4000.0,0.0,0.4318,0.004941,2.07,0.08119,0.01475,0.78425,1.34992,0.9155,0.007456
100,True,0.0,4000.0,0.0,0.02504,0.004154,1.74,0.002344,0.005185,0.01094,0.07825,0.0218,0.06504
101,True,0.0,4000.0,0.0,0.1895,0.001271,0.5322,0.01774,0.001586,0.74494,1.30442,0.2569,0.006639
102,True,0.0,4000.0,0.0,0.1109,0.002674,1.12,0.00887,0.002744,0.15238,0.45255,0.0948,0.03322
103,True,0.0,4000.0,0.0,0.03291,0.00122,0.5111,0.00406,0.00215,0.06015,0.24373,0.0251,0.01581
104,True,0.0,4000.0,0.0,0.02021,0.002056,0.8613,0.002108,0.002938,0.01647,0.10276,0.0284,0.05633
105,True,0.0,4000.0,0.0,0.05419,0.003926,1.645,0.005352,0.005241,0.03735,0.17738,0.0582,0.07022
106,True,0.0,4000.0,0.0,0.1602,0.00328,1.374,0.03212,0.01061,0.2713,0.66522,0.217,0.04107
107,True,0.0,4000.0,0.0,0.00615,0.002003,0.839,0.000852,0.00408,0.00304,0.03335,0.0096,0.06412
108,True,0.0,4000.0,0.0,0.4463,0.004883,2.046,0.04178,0.006095,0.70035,1.25214,0.3274,0.0129
109,True,0.0,4000.0,0.0,0.07775,0.000803,0.3362,0.01214,0.001898,0.35217,0.79193,0.1837,0.02583
110,True,0.0,4000.0,0.0,0.09877,0.001132,0.4743,0.01291,0.002144,0.34188,0.77644,0.1821,0.02583
111,True,0.0,4000.0,0.0,0.4375,0.004774,2.0,0.06829,0.01129,0.7902,1.35694,0.3287,0.005235
112,True,0.0,4000.0,0.0,0.4528,0.006994,2.93,0.09685,0.02453,0.61447,1.14719,0.5551,0.02945
113,True,0.0,4000.0,0.0,-0.1312,0.005748,2.408,-0.02316,0.01585,,,-0.1514,0.1436
114,True,0.0,4000.0,0.0,0.1119,0.001418,0.5938,0.02557,0.0054,0.3787,0.83075,0.151,0.02295
115,True,0.0,4000.0,0.0,0.04337,0.001048,0.4389,0.00347,0.001075,0.0951,0.33067,0.0395,0.01254
116,True,0.0,4000.0,0.0,0.02379,0.000738,0.3091,0.003713,0.001745,0.06483,0.25617,0.069,0.0424
117,True,0.0,4000.0,0.0,0.1208,0.001362,0.5705,0.01491,0.0024,0.37896,0.83177,0.1202,0.01398
118,True,0.0,4000.0,0.0,0.05731,0.001513,0.6336,0.007489,0.002864,0.11312,0.37134,0.1028,0.0455
119,True,0.0,4000.0,0.0,0.1026,0.001443,0.6046,0.008643,0.001579,0.25445,0.6374,0.087,0.01262
120,True,0.0,4000.0,0.0,0.133,0.002414,1.011,0.009619,0.002182,0.21616,0.57178,0.158,0.03618
121,True,0.0,4000.0,0.0,0.04435,0.001814,0.7597,0.00889,0.005863,0.07147,0.27341,0.0762,0.05709
122,True,0.0,4000.0,0.0,0.06212,0.000762,0.3192,0.004724,0.000733,0.22131,0.58087,0.0301,0.004372
123,True,0.0,4000.0,0.0,0.05876,0.002598,1.088,0.005804,0.003468,0.06377,0.25332,0.0773,0.05456
124,True,0.0,4000.0,0.0,0.2874,0.002232,0.9348,0.02078,0.002017,0.74261,1.30169,0.2048,0.005635
125,True,0.0,4000.0,0.0,0.2254,0.002672,1.119,0.0278,0.004709,0.49243,0.98952,0.1683,0.01375
126,True,0.0,4000.0,0.0,0.1545,0.002962,1.241,0.03306,0.01039,0.28916,0.69432,0.2022,0.05356
127,False,,,,,,,,,,,,
128,True,0.0,4000.0,0.0,0.07716,0.001719,0.7199,0.008048,0.002456,0.14701,0.44212,0.1268,0.04049
129,True,0.0,4000.0,0.0,0.1586,0.00265,1.11,0.01408,0.003096,0.26987,0.66283,0.1506,0.0304
130,True,0.0,4000.0,0.0,0.8052,0.01352,5.662,0.07538,0.01687,0.61329,1.14599,0.4982,0.03699
131,True,0.0,4000.0,0.0,0.259,0.002719,1.139,0.02299,0.003176,0.54885,1.06403,0.2544,0.01974
132,True,0.0,4000.0,0.0,0.09088,0.002674,1.12,0.008507,0.003338,0.11756,0.38088,0.0649,0.02742
133,True,0.0,4000.0,0.0,0.1264,0.00384,1.609,0.01011,0.00394,0.12907,0.40528,0.0919,0.03906
134,True,0.0,4000.0,0.0,-0.06442,0.004917,2.06,-0.01211,0.01467,,,-0.0956,0.161
135,True,0.0,4000.0,0.0,0.1859,0.001978,0.8285,0.03495,0.005903,0.55351,1.07004,0.2431,0.02332
136,True,0.0,4000.0,0.0,0.2896,0.004677,1.959,0.02711,0.005838,0.38234,0.83615,0.4257,0.07115
137,True,0.0,4000.0,0.0,0.04561,0.001658,0.6944,0.003298,0.001498,0.0632,0.25191,0.0366,0.01766
138,True,0.0,4000.0,0.0,0.2326,0.003549,1.487,0.03419,0.007786,0.40585,0.87034,0.3622,0.05884
139,True,0.0,4000.0,0.0,0.1375,0.000481,0.2016,0.02755,0.001556,1.47033,2.05171,0.2119,-0.0125
140,True,0.0,4000.0,0.0,0.1465,0.002735,1.146,0.02153,0.006,0.26323,0.65204,0.1666,0.04294
141,True,0.0,4000.0,0.0,0.2753,0.003974,1.665,0.05518,0.01285,0.50437,1.0058,0.3199,0.0262
142,True,0.0,4000.0,0.0,0.2324,0.003617,1.515,0.02063,0.004225,0.35073,0.78937,0.1399,0.02127
143,True,0.0,4000.0,0.0,-0.07525,0.003263,1.367,-0.005722,0.003141,,,-0.1135,0.07863
144,True,0.0,4000.0,0.0,0.1727,0.001133,0.4747,0.0213,0.001997,0.77851,1.34316,0.3365,0.007065
145,True,0.0,4000.0,0.0,0.1622,0.004829,2.023,0.01367,0.005284,0.15116,0.4506,0.0908,0.03439
146,True,0.0,4000.0,0.0,0.4773,0.007945,3.328,0.04021,0.008694,0.46383,0.95102,0.296,0.03856
147,True,0.0,4000.0,0.0,0.08709,0.002255,0.9445,0.006969,0.002313,0.12575,0.39846,0.0469,0.01713
148,True,0.0,4000.0,0.0,0.03157,0.002411,1.01,0.002401,0.002321,0.02534,0.13696,0.0412,0.0516
149,True,0.0,4000.0,0.0,0.1043,0.001524,0.6385,0.008344,0.001564,0.24379,0.61927,0.1111,0.02076
150,True,0.0,4000.0,0.0,0.3038,0.004477,1.875,0.0609,0.01447,0.5192,1.02558,0.3261,0.03454
151,True,0.0,4000.0,0.0,1.175,0.01737,7.275,0.08937,0.01672,0.7988,1.36679,0.8052,0.008174
152,True,0.0,4000.0,0.0,0.1229,0.003862,1.618,0.01214,0.005155,0.12971,0.40682,0.1515,0.0697
153,False,,,,,,,,,,,,
154,True,0.0,4000.0,0.0,0.09077,0.001786,0.7481,0.0112,0.003147,0.18823,0.52154,0.0587,0.01716
155,True,0.0,4000.0,0.0,0.2987,0.004957,2.076,0.0239,0.005086,0.36339,0.80813,0.2431,0.04136
156,True,0.0,4000.0,0.0,0.02794,0.001933,0.8098,0.004362,0.004572,0.0315,0.15835,0.0299,0.03766
157,False,,,,,,,,,,,,
158,True,0.0,4000.0,0.0,0.4643,0.004283,1.794,0.04122,0.005004,0.83638,1.40895,0.5353,0.005627
159,True,0.0,4000.0,0.0,0.06266,0.003864,1.619,0.00528,0.004228,0.04535,0.20193,0.0803,0.07926
160,True,0.0,4000.0,0.0,0.02606,0.002579,1.08,0.001982,0.002482,0.01777,0.10812,0.0318,0.05143
161,True,0.0,4000.0,0.0,0.2328,0.001953,0.818,0.0498,0.006848,0.8114,1.38098,0.6365,0.008273
162,True,0.0,4000.0,0.0,0.2931,0.003359,1.407,0.05175,0.009265,0.63517,1.17313,0.5098,0.02867
163,True,0.0,4000.0,0.0,0.1228,0.004812,2.016,0.0128,0.006875,0.1054,0.35402,0.0918,0.0536
164,True,0.0,4000.0,0.0,0.2553,0.002006,0.8401,0.02151,0.002195,0.71878,1.27355,0.2799,0.008898
165,True,0.0,4000.0,0.0,0.1809,0.004772,1.999,0.01375,0.004593,0.17561,0.49763,0.1089,0.03894
166,False,,,,,,,,,,,,
167,True,0.0,4000.0,0.0,0.05451,0.000677,0.2835,0.01025,0.00202,0.25684,0.64144,0.0972,0.01574
168,True,0.0,4000.0,0.0,0.1544,0.001747,0.7318,0.02725,0.004819,0.46692,0.95513,0.2324,0.0304
169,True,0.0,4000.0,0.0,0.1084,0.000642,0.2688,0.01502,0.001307,0.7038,1.25647,0.219,0.00656
170,False,,,,,,,,,,,,
171,True,0.0,4000.0,0.0,0.022,0.003034,1.271,0.00365,0.007746,0.01424,0.09323,0.0208,0.05499
172,True,0.0,4000.0,0.0,0.1406,0.001978,0.8285,0.02195,0.004678,0.34752,0.78474,0.34,0.05839
173,True,0.0,4000.0,0.0,0.2065,0.001922,0.8052,0.04719,0.007322,0.70011,1.2515,0.3166,0.01204
174,True,0.0,4000.0,0.0,0.0476,0.002311,0.968,0.008404,0.006375,0.06042,0.24444,0.0601,0.05408
175,False,,,,,,,,,,,,
176,True,0.0,4000.0,0.0,0.04912,0.000285,0.1195,0.01123,0.001087,0.54728,1.06225,0.1487,0.008105
177,True,0.0,4000.0,0.0,0.06069,0.001904,0.7974,0.004615,0.001832,0.08555,0.30824,0.046,0.02354
178,True,0.0,4000.0,0.0,0.1074,0.002175,0.9111,0.02153,0.007032,0.22459,0.58658,0.1976,0.06224
179,True,0.0,4000.0,0.0,0.1197,0.00374,1.567,0.01249,0.005344,0.13049,0.40862,0.1413,0.06708
180,True,0.0,4000.0,0.0,0.1286,0.001745,0.7308,0.02133,0.004454,0.34994,0.78794,0.2676,0.04851
181,True,0.0,4000.0,0.0,0.03039,0.001126,0.4718,0.003971,0.002133,0.05866,0.23965,0.0303,0.01741
182,True,0.0,4000.0,0.0,0.06962,0.000286,0.1198,0.01396,0.000924,0.89144,1.471,0.1583,0.002142
183,True,0.0,4000.0,0.0,0.148,0.001805,0.7562,0.02612,0.00498,0.42405,0.89568,0.3569,0.04975
184,True,0.0,4000.0,0.0,0.4152,0.006011,2.518,0.04101,0.008023,0.51754,1.02329,0.3146,0.03198
185,True,0.0,4000.0,0.0,0.04559,0.001476,0.6185,0.009753,0.005178,0.093,0.32586,0.0725,0.04455
186,False,,,,,,,,,,,,
187,True,0.0,4000.0,0.0,0.08245,0.001169,0.4895,0.01212,0.002564,0.2602,0.64698,0.0631,0.01254
188,True,0.0,4000.0,0.0,0.01345,0.002162,0.9057,0.001023,0.002081,0.00786,0.06276,0.0073,0.02017
189,True,0.0,4000.0,0.0,0.1143,0.00139,0.5822,0.009142,0.001426,0.30672,0.7216,0.1002,0.0145
190,True,0.0,4000.0,0.0,0.3651,0.003744,1.568,0.05367,0.008214,0.7569,1.31834,0.4199,0.01166
191,True,0.0,4000.0,0.0,0.2625,0.00234,0.9802,0.03238,0.004124,0.70652,1.25911,0.2055,0.006612
192,True,0.0,4000.0,0.0,0.06713,0.002588,1.084,0.008772,0.0049,0.08382,0.30407,0.0901,0.05777
193,True,0.0,4000.0,0.0,0.1882,0.002838,1.189,0.01963,0.004054,0.33905,0.77208,0.2074,0.04145
194,True,0.0,4000.0,0.0,0.06116,0.000843,0.3531,0.01015,0.002152,0.23754,0.60894,0.0705,0.01444
195,True,0.0,4000.0,0.0,0.04457,0.002195,0.9195,0.003566,0.002252,0.04729,0.20756,0.0666,0.05227
196,True,0.0,4000.0,0.0,0.128,0.002009,0.8413,0.01673,0.003804,0.28435,0.68654,0.11,0.02312
197,True,0.0,4000.0,0.0,0.05497,0.000856,0.3586,0.004881,0.001,0.17045,0.4881,0.0596,0.01196
198,True,0.0,4000.0,0.0,0.2336,0.002831,1.186,0.03053,0.005362,0.4973,0.99657,0.3635,0.03944
199,True,0.0,4000.0,0.0,0.08116,0.000817,0.3421,0.0106,0.001547,0.35306,0.79246,0.0646,0.006438
200,True,0.0,4000.0,0.0,0.0579,0.002567,1.075,0.006038,0.003668,0.06399,0.25387,0.0692,0.05139
201,True,0.0,4000.0,0.0,0.2962,0.004618,1.934,0.02142,0.004174,0.37555,0.82626,0.2282,0.03569
202,True,0.0,4000.0,0.0,0.2823,0.002601,1.09,0.0604,0.009123,0.81312,1.38339,0.6243,0.008233
203,True,0.0,4000.0,0.0,0.00807,0.001967,0.8238,0.000717,0.002297,0.00418,0.04117,0.0097,0.04293
204,True,0.0,4000.0,0.0,0.2718,0.00492,2.061,0.01965,0.004447,0.30978,0.72664,0.2561,0.05164
205,True,0.0,4000.0,0.0,-0.08654,0.00494,2.069,-0.01978,0.01882,,,-0.1704,0.2162
206,True,0.0,4000.0,0.0,0.1635,0.002451,1.027,0.03277,0.007924,0.37425,0.82448,0.1975,0.03557
207,True,0.0,4000.0,0.0,0.06156,0.001569,0.6571,0.01158,0.004682,0.13299,0.41377,0.1126,0.05094
208,True,0.0,4000.0,0.0,0.09743,0.000939,0.3932,0.0172,0.002589,0.4356,0.91224,0.3182,0.03014
209,False,,,,,,,,,,,,
210,True,0.0,4000.0,0.0,0.0916,0.003181,1.332,0.006965,0.003062,0.09496,0.33031,0.0925,0.0463
211,True,0.0,4000.0,0.0,0.6865,0.01003,4.202,0.05493,0.01029,0.62554,1.16109,0.8979,0.05091
212,True,0.0,4000.0,0.0,0.4979,0.00507,2.124,0.04421,0.005922,0.78449,1.35065,0.3235,0.006563
213,True,0.0,4000.0,0.0,0.05848,8.2e-05,0.0345,0.01251,0.000289,2.41936,2.86061,0.1845,-0.009652
214,True,0.0,4000.0,0.0,0.08578,0.0035,1.466,0.01613,0.01044,0.09805,0.33768,0.0984,0.09906
215,True,0.0,4000.0,0.0,0.04404,0.002488,1.042,0.005433,0.004384,0.04567,0.20283,0.0412,0.03858
216,True,0.0,4000.0,0.0,0.06773,0.000364,0.1524,0.00885,0.000689,0.6042,1.13459,0.1807,0.006773
217,True,0.0,4000.0,0.0,0.06068,0.000964,0.4037,0.01141,0.002876,0.21184,0.56419,0.0768,0.02069
218,True,0.0,4000.0,0.0,0.1545,0.001026,0.4299,0.02412,0.002427,0.77148,1.33556,0.2943,0.007074
219,True,0.0,4000.0,0.0,0.9279,0.0127,5.318,0.07818,0.01389,0.78678,1.35299,0.7173,0.007327
220,True,0.0,4000.0,0.0,0.2712,0.004868,2.039,0.02285,0.005327,0.32424,0.74914,0.1816,0.03462
221,True,0.0,4000.0,0.0,0.4311,0.007102,2.975,0.04035,0.008864,0.45726,0.94209,0.258,0.03638
222,True,0.0,4000.0,0.0,0.1989,0.003496,1.464,0.02755,0.007122,0.32118,0.74425,0.2212,0.04908
223,True,0.0,4000.0,0.0,0.1201,0.002081,0.8717,0.01874,0.004922,0.26076,0.64765,0.1169,0.02858
224,False,,,,,,,,,,,,
225,True,0.0,4000.0,0.0,0.6449,0.007303,3.059,0.06037,0.009115,0.81365,1.38351,0.6817,0.009547
226,True,0.0,4000.0,0.0,0.02704,0.002999,1.256,0.003335,0.005286,0.01823,0.1099,0.0239,0.04846
227,True,0.0,4000.0,0.0,0.399,0.003831,1.605,0.03941,0.005113,0.76488,1.32787,0.2441,0.008496
228,False,,,,,,,,,,,,
229,True,0.0,4000.0,0.0,0.09522,0.001387,0.5811,0.0179,0.00414,0.2893,0.69426,0.2542,0.05706
230,True,0.0,4000.0,0.0,0.17,0.002862,1.199,0.03637,0.01004,0.34544,0.78149,0.2189,0.04564
231,True,0.0,4000.0,0.0,0.794,0.01394,5.838,0.06038,0.01342,0.55294,1.0692,0.4182,0.02822
232,True,0.0,4000.0,0.0,0.2786,0.003626,1.519,0.0364,0.006866,0.50572,1.00762,0.3311,0.04049
233,False,,,,,,,,,,,,
234,True,0.0,4000.0,0.0,0.1497,0.001033,0.4327,0.022,0.002266,0.72013,1.27521,0.1731,0.005913
235,True,0.0,4000.0,0.0,0.4102,0.00632,2.647,0.0536,0.01197,0.51848,1.02432,0.3391,0.03729
236,True,0.0,4000.0,0.0,-0.01977,0.001551,0.6497,-0.004519,0.005908,,,-0.0487,0.08335
237,True,0.0,4000.0,0.0,0.5089,0.006285,2.632,0.08985,0.01734,0.77683,1.34117,1.0488,0.00991
238,False,,,,,,,,,,,,
239,True,0.0,4000.0,0.0,0.01489,0.002688,1.126,0.001394,0.003355,0.00776,0.0622,0.0075,0.02467
240,True,0.0,4000.0,0.0,-0.1377,0.003321,1.391,-0.01289,0.004146,,,-0.1817,0.07062
241,True,0.0,4000.0,0.0,0.02962,0.001936,0.8111,0.004354,0.004248,0.03381,0.166,0.0299,0.03736
